,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
198,sbt-pack,xerial/sbt-pack,,sbt,,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2024-08-20 12:27:17,2024-08-20 12:27:15,935.0,18.0,76.0,14.0,422.0,31.0,70.0,498,2024-05-08 00:59:29,0.20,15.0,A sbt plugin for creating distributable Scala packages.,,,38.0,15,,,,False,3,,,,
199,weaver-test,disneystreaming/weaver-test,,test,"['scala3', 'scalajs']",https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-08-19 15:04:20,2024-03-26 14:13:39,687.0,,49.0,10.0,644.0,43.0,83.0,434,2024-01-25 10:21:02,0.8.4,37.0,A test framework that runs everything in parallel.,,,39.0,15,,,,False,3,2316.0,46.0,,
200,larray,xerial/larray,,toolkits,,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,25.0,26.0,26.0,33.0,400,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,,,,False,3,,,,
201,atto,tpolecat/atto,,parsers,"['scala3', 'scalajs']",https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2024-08-19 21:17:45,2022-07-07 03:03:10,588.0,,58.0,13.0,389.0,19.0,11.0,358,2021-05-14 18:36:22,0.9.5,2.0,friendly little parsers.,,,31.0,15,,,,False,3,,,,
202,tsec,jmcardon/tsec,,sec,['scala3'],https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841.0,,55.0,10.0,332.0,65.0,55.0,350,2019-04-23 03:46:29,0.1.0,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,,,30.0,15,,,,False,3,,,,
203,kantan.csv,nrinaudo/kantan.csv,,csv-yaml,['scalajs'],https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2024-07-10 18:18:51,2022-09-06 14:24:02,1028.0,,36.0,10.0,202.0,50.0,134.0,346,2019-06-04 07:25:39,0.5.1,12.0,CSV handling library for Scala.,,,9.0,15,,,,False,2,,,,
204,scala-guice,codingwell/scala-guice,,di,['scala3'],https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,,44.0,13.0,44.0,12.0,49.0,341,2023-03-12 18:12:58,5.1.1,8.0,Scala extensions for Google Guice.,,,26.0,15,,,,True,2,,,,
205,scala-activerecord,aselab/scala-activerecord,,db-clients,,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,31.0,35.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,,,,False,2,,,,
206,scaldi,scaldi/scaldi,,di,,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2024-08-13 03:47:38,2022-06-08 15:18:06,506.0,,24.0,7.0,227.0,23.0,49.0,287,2021-07-27 19:27:16,0.6.2,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,15,,,,False,2,,,,
207,sbt-dependency-check,albuch/sbt-dependency-check,,sbt,,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2024-08-21 12:54:02,2023-11-15 08:21:08,625.0,,35.0,11.0,243.0,4.0,79.0,264,2023-03-05 11:31:58,5.1.0,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,,,18.0,15,,,,True,3,,,,
208,chaos,mesosphere/chaos,,web-frameworks,,https://github.com/mesosphere/chaos,https://github.com/mesosphere/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,151.0,52.0,12.0,15.0,252,2017-04-05 09:50:47,0.8.8,1.0,A lightweight framework for writing REST services in Scala.,,,21.0,15,,,,False,3,,,,
209,pprint,com-lihaoyi/pprint,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2024-08-21 14:13:00,2024-08-16 00:39:03,153.0,1.0,39.0,6.0,103.0,31.0,22.0,223,2024-04-15 01:54:51,0.9.0,10.0,"Pretty-printing value, types and type-signatures in Scala.",,,18.0,15,,,,True,2,,,,
210,iteratee,travisbrown/iteratee,,reactive,"['scala3', 'scalajs']",https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2024-08-15 20:41:07,2021-10-11 13:01:45,1019.0,,17.0,5.0,673.0,40.0,23.0,182,2021-06-09 12:56:34,0.20.0,31.0,Iteratees for Cats.,,,29.0,15,,,,False,3,,,,
211,minitest,monix/minitest,,test,"['scala3', 'scalajs']",https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2024-08-12 23:45:08,2021-11-28 09:54:57,394.0,,34.0,6.0,180.0,12.0,10.0,179,2021-05-13 19:30:08,2.9.6,13.0,The super light testing library for Scala and Scala.js.,,,23.0,15,,,,False,3,,,,
212,clickhouse-scala-client,crobox/clickhouse-scala-client,,db-clients,,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2024-07-09 07:54:54,2024-07-09 07:54:53,967.0,22.0,24.0,11.0,129.0,15.0,21.0,111,2024-05-30 13:43:44,1.2.2,56.0,Clickhouse Scala Client with Reactive Streams support.,,,19.0,15,,,,True,2,,,,
213,zio-elasticsearch,lambdaworks/zio-elasticsearch,io.lambdaworks:zio-elasticsearch_3,db-clients,"['zio', 'scala3']",https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2024-08-17 14:47:28,2024-08-17 14:45:04,442.0,35.0,19.0,13.0,431.0,13.0,36.0,60,2024-06-04 22:31:56,0.4.0,4.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,20.0,15,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2024-06-04 22:31:56,,True,2,,,,
214,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,,db-clients,,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2024-08-20 18:43:28,2024-08-20 18:43:24,2850.0,79.0,40.0,10.0,27.0,,,46,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",,,24.0,15,,,,True,2,,,,
215,zio-dynamodb,zio/zio-dynamodb,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2024-08-20 07:33:08,2024-08-20 07:17:55,317.0,37.0,16.0,5.0,402.0,11.0,63.0,37,2024-08-20 07:33:08,1.0.0-RC7,24.0,"Simple, type-safe, and efficient access to DynamoDB.",,,13.0,15,,,,True,2,,,,
216,otavia,otavia-projects/otavia,cc.otavia:otavia-runtime_3,reactive,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-08-22 15:46:13,2024-08-22 15:43:44,558.0,104.0,2.0,3.0,,,,27,2024-07-09 15:03:32,0.4.0,7.0,Your shiny new IO & Actor programming model! Star me please.,15.0,,1.0,15,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-07-09 14:50:07,15.0,True,3,,,,
217,otavia-runtime,otavia-projects/otavia,cc.otavia:otavia-runtime_3,di,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-08-22 15:46:13,2024-08-22 15:43:44,558.0,104.0,2.0,3.0,,,,27,2024-07-09 15:03:32,0.4.0,7.0,Your shiny new IO & Actor programming model! Star me please.,15.0,,1.0,15,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-07-09 14:50:07,15.0,True,2,,,,
218,scaloid,pocorall/scaloid,,others,,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2024-06-13 04:46:50,2024-06-13 04:46:44,901.0,6.0,171.0,139.0,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,1.0,Scaloid makes your Android code easy to understand and maintain.,,,19.0,14,,,,False,2,,,,
219,scala-redis,debasishg/scala-redis,,db-clients,,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,219.0,61.0,150.0,78.0,82.0,1023,2021-11-02 15:19:32,3.42,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",,,72.0,14,,,,False,3,,,,
220,nscala-time,nscala-time/nscala-time,,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2024-07-17 01:41:41,2024-07-17 01:41:39,667.0,2.0,79.0,28.0,271.0,6.0,49.0,868,,,,A new Scala wrapper for Joda Time based on scala-time.,,,26.0,14,,,,True,3,,,,
221,scalatags,com-lihaoyi/scalatags,,templating,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2024-08-16 00:39:18,2024-08-16 00:39:18,609.0,1.0,117.0,37.0,141.0,38.0,111.0,750,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,62.0,14,,,,True,3,,,,
222,sbt-android,scala-android/sbt-android,,others,,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,94.0,57.0,77.0,22.0,253.0,743,,,,An easy-to-use sbt plugin for working with all Android projects.,,,35.0,14,,,,False,2,,,,
223,Laminar,raquo/Laminar,,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2024-08-16 12:20:24,2024-08-14 12:30:31,631.0,9.0,49.0,25.0,46.0,28.0,79.0,742,,,,"Simple, expressive, and safe UI library for Scala.js.",,,17.0,14,,,,True,3,,,,
224,parboiled2,sirthias/parboiled2,,parsers,"['scala3', 'scalajs']",https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2024-08-19 21:14:27,2024-08-19 21:14:27,978.0,13.0,86.0,28.0,407.0,37.0,119.0,715,,,,A macro-based PEG parser generator for Scala 2.10+.,,,38.0,14,,,,False,3,,,,
225,scala-csv,tototoshi/scala-csv,,csv-yaml,['scala3'],https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2024-08-12 07:40:37,2024-08-12 07:40:29,519.0,21.0,142.0,29.0,232.0,26.0,67.0,693,,,,CSV Reader/Writer for Scala.,,,35.0,14,,,,False,2,,,,
226,splain,tek/splain,,sbt,,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2024-05-18 18:29:26,2024-05-09 22:29:28,359.0,,29.0,9.0,56.0,9.0,59.0,370,2024-05-09 22:38:03,Release/1.1.0-2.13.14,50.0,better implicit errors for scala.,,,18.0,14,,,,True,3,407.0,4.0,,
227,hamsters,scala-hamsters/hamsters,,toolkits,['scalajs'],https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,23.0,22.0,70.0,6.0,61.0,290,,,,A mini Scala utility library.,,,24.0,14,,,,False,3,,,,
228,scalaprops,scalaprops/scalaprops,,test,"['scala3', 'scalajs']",https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2024-08-21 10:03:27,2024-08-21 10:03:26,1269.0,14.0,22.0,13.0,428.0,10.0,12.0,277,,,,property based testing library for Scala.,,,12.0,14,,,,True,3,,,,
229,scalajs-angular,greencatsoft/scalajs-angular,,scala-js,['scalajs'],https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349.0,,43.0,25.0,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,2.0,AngularJS Binding for Scala.js.,,,18.0,14,,,,False,3,,,,
230,scalajs-bundler,scalacenter/scalajs-bundler,,scala-js,,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2024-08-20 00:21:31,2023-12-08 16:37:37,548.0,,103.0,23.0,282.0,97.0,134.0,235,2022-11-14 16:00:20,0.21.1,13.0,,,,51.0,14,,,,False,3,,,,
231,fansi,com-lihaoyi/fansi,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2024-08-16 00:39:14,2024-08-16 00:39:14,140.0,1.0,26.0,7.0,84.0,21.0,11.0,225,2024-04-15 00:42:50,0.5.0,7.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,,,15.0,14,,,,False,2,,,,
232,scrypto,input-output-hk/scrypto,,sec,['scalajs'],https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2024-02-21 06:09:36,2024-02-13 21:57:12,1022.0,,52.0,22.0,90.0,8.0,18.0,201,2022-01-05 11:32:22,2.2.1,9.0,Cryptographic primitives for Scala.,,,25.0,14,,,,False,3,,,,
233,Remora,zalando-incubator/remora,,distributed,,https://github.com/zalando-incubator/remora,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05,2022-09-29 17:13:59,2022-09-29 17:13:59,142.0,,31.0,17.0,62.0,6.0,31.0,197,2022-06-09 14:45:31,2.0.0,10.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",,,29.0,14,,,,False,3,,,,
234,sbt-site,sbt/sbt-site,,sbt,,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2024-04-06 08:23:48,2024-03-25 13:21:22,437.0,,74.0,16.0,137.0,27.0,54.0,173,2024-04-06 08:23:48,1.7.0,19.0,Site generation for sbt.,,,45.0,14,,,,False,3,,,,
235,nodejs,scalajs-io/nodejs,,scala-js,['scalajs'],https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209.0,,25.0,15.0,8.0,5.0,14.0,162,2017-10-14 23:09:17,0.4.2,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,,,4.0,14,,,,False,3,8800.0,88.0,,
236,rtree2d,plokhotnyuk/rtree2d,,others,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2024-08-22 04:22:32,2024-08-22 04:22:32,752.0,21.0,11.0,12.0,511.0,9.0,10.0,130,2024-07-21 09:08:50,0.11.13,27.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,14,,,,True,2,,,,
237,sbt-unidoc,sbt/sbt-unidoc,,sbt,,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2024-08-22 00:13:49,2024-08-22 00:13:49,176.0,2.0,27.0,13.0,103.0,25.0,35.0,124,2021-10-23 21:22:11,0.5.0,5.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,,,23.0,14,,,,True,3,,,,
238,hepek,sake92/hepek,,templating,"['scala3', 'scalajs']",https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2024-08-13 02:55:45,2024-07-09 18:03:21,508.0,5.0,10.0,6.0,263.0,13.0,23.0,104,2024-05-29 10:14:57,0.29.0,2.0,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,14,,,,True,3,,,,
239,franklin,azavea/franklin,,others,,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2024-08-21 13:34:23,2024-08-21 13:34:23,1166.0,47.0,18.0,13.0,1558.0,96.0,101.0,75,,,,A STAC/OGC API Features Web Service.,,,12.0,14,,,,True,2,,,,
240,dregex,marianobarrios/dregex,,env,,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2024-08-16 15:34:26,2024-08-16 15:34:00,380.0,14.0,4.0,6.0,125.0,1.0,5.0,45,2024-04-06 22:41:19,0.9.0,5.0,dregex is a Java library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,14,,,,True,1,,,,
241,otavia-serde-json,otavia-projects/otavia,cc.otavia:otavia-serde-json_3,json,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-08-22 15:46:13,2024-08-22 15:43:44,558.0,104.0,2.0,3.0,,,,27,2024-07-09 15:03:32,0.4.0,7.0,Your shiny new IO & Actor programming model! Star me please.,3.0,,1.0,14,https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-07-09 14:50:09,3.0,True,3,,,,
242,otavia-sql,otavia-projects/otavia,cc.otavia:otavia-sql_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-08-22 15:46:13,2024-08-22 15:43:44,558.0,104.0,2.0,3.0,,,,27,2024-07-09 15:03:32,0.4.0,7.0,Your shiny new IO & Actor programming model! Star me please.,4.0,,1.0,14,https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-07-09 14:50:11,4.0,True,3,,,,
243,stac4s,stac-utils/stac4s,,others,['scalajs'],https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2024-08-19 20:50:56,2024-08-05 01:45:13,476.0,15.0,9.0,10.0,641.0,20.0,31.0,16,2024-05-13 00:53:22,0.9.1,25.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,,,15.0,14,,,,True,2,,,,
244,sbt-revolver,spray/sbt-revolver,,sbt,,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2023-04-08 09:28:56,2023-04-08 09:16:34,170.0,,54.0,22.0,31.0,21.0,64.0,845,,,,An SBT plugin for dangerously fast development turnaround in Scala.,,,16.0,13,,,,True,3,,,,
245,tut,tpolecat/tut,,sbt,,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,19.0,150.0,63.0,52.0,596,,,,doc/tutorial generator for scala.,,,38.0,13,,,,False,3,,,,
246,scalameter,scalameter/scalameter,,test,,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,72.0,29.0,130.0,50.0,65.0,507,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,,,49.0,13,,,,False,3,,,,
247,scala-clippy,softwaremill/scala-clippy,,sbt,,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,20.0,19.0,29.0,14.0,22.0,312,2019-03-14 17:25:51,0.6.1,20.0,Good advice for Scala compiler errors.,,,8.0,13,,,,False,3,,,,
248,banana-rdf,banana-rdf/banana-rdf,,others,['scalajs'],https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342.0,,72.0,32.0,194.0,100.0,90.0,295,,,,Banana RDF.,,,31.0,13,,,,False,3,,,,
249,op-rabbit,spingo/op-rabbit,,others,,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,73.0,13.0,59.0,40.0,107.0,232,2018-02-03 17:34:07,2.1.0,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,,,38.0,13,,,,False,3,,,,
250,borer,sirthias/borer,,json,"['scala3', 'scalajs']",https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2024-08-19 20:20:05,2024-08-19 17:24:53,1033.0,13.0,13.0,10.0,595.0,11.0,115.0,220,,,,Efficient CBOR and JSON (de)serialization in Scala.,,,9.0,13,,,,True,3,,,,
251,mainargs,com-lihaoyi/mainargs,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2024-08-21 14:09:07,2024-08-15 19:39:06,190.0,10.0,20.0,8.0,123.0,20.0,15.0,182,2024-08-16 00:24:32,0.7.2,17.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",,,12.0,13,,,,False,3,,,,
252,relate,lucidsoftware/relate,,db-clients,,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2023-12-01 07:50:34,2023-11-15 16:49:06,306.0,,16.0,44.0,66.0,12.0,13.0,161,2023-09-28 15:20:32,3.2.0,15.0,Performant database access in Scala.,,,19.0,13,,,,True,3,1930.0,17.0,,
253,scredis,Livestream/scredis,,db-clients,,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,17.0,35.0,8.0,1.0,51.0,153,2014-12-16 16:04:30,2.0.6,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",,,7.0,13,,,,False,3,,,,
254,doddle-model,picnicml/doddle-model,,sci,,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2024-08-13 01:11:34,2020-03-27 10:19:20,299.0,,23.0,14.0,151.0,30.0,29.0,140,,,11.0,doddle-model: machine learning in Scala.,,,8.0,13,,,,False,3,,,,
255,onnx-scala,emergentorder/onnx-scala,,sci,"['scala3', 'scalajs']",https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2024-08-19 15:15:04,2024-08-17 18:35:15,1486.0,33.0,8.0,8.0,493.0,2.0,9.0,137,2022-12-22 18:12:39,0.17.0,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",,,4.0,13,,,,True,3,,,,
256,scruid,ing-bank/scruid,,db-clients,,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,26.0,16.0,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,20.0,13,,,,False,3,,,,
257,laserdisc,laserdisc-io/laserdisc,,db-clients,['scalajs'],https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2024-08-22 04:38:37,2024-08-22 04:38:37,727.0,11.0,14.0,7.0,799.0,14.0,11.0,94,2022-11-22 23:17:24,0.6.0,21.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,13,,,,True,3,,,,
258,sbt-api-mappings,ThoughtWorksInc/sbt-api-mappings,,sbt,,https://github.com/ThoughtWorksInc/sbt-api-mappings,https://github.com/ThoughtWorksInc/sbt-api-mappings,Apache-2.0,2015-07-10 16:28:55,2024-06-25 04:38:12,2023-07-15 18:48:14,500.0,,17.0,32.0,164.0,8.0,6.0,90,2022-03-19 19:01:11,3.0.2,8.0,An Sbt plugin that fills apiMappings for common Scala libraries.,,,12.0,13,,,,True,3,,,,
259,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,,env,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2024-08-22 04:21:44,2024-08-22 04:21:44,385.0,11.0,7.0,16.0,294.0,2.0,5.0,89,2022-10-13 08:37:27,0.6.3,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,13,,,,True,2,,,,
260,fury,propensive/fury,,development-cycle,,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2018-09-29 17:43:17,2024-07-16 19:06:47,2024-07-16 19:06:47,603.0,20.0,2.0,4.0,9.0,20.0,37.0,85,2022-12-04 21:54:49,0.8.0,9.0,A build tool for Scala.,,,1.0,13,,,,True,3,1593.0,51.0,,
261,finagle-postgres,finagle/finagle-postgres,,db-clients,,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486.0,,40.0,9.0,287.0,15.0,25.0,81,2021-04-23 22:46:03,0.13,16.0,PostgreSQL protocol support for Finagle.,,,34.0,13,,,,False,3,,,,
262,chronoscala,chronoscala/chronoscala,,toolkits,"['scala3', 'scalajs']",https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2024-08-18 10:03:34,2024-08-18 10:03:28,470.0,4.0,8.0,47.0,226.0,2.0,15.0,67,2023-11-11 10:00:27,2.0.10,11.0,A JSR-310 port of nscala_time.,,,10.0,13,,,,True,3,,,,
263,enableIf.scala,ThoughtWorksInc/enableIf.scala,,toolkits,,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2024-06-25 04:37:36,2023-07-02 02:55:58,438.0,,5.0,28.0,133.0,5.0,5.0,66,2022-04-02 07:19:04,1.1.8,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",,,6.0,13,,,,True,3,,,,
264,reactor-scala-extensions,spring-attic/reactor-scala-extensions,,reactive,,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,15.0,8.0,42.0,,34.0,52,2020-08-10 14:28:32,0.8.0,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,,,,False,3,,,,
