,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,maven_url,maven_latest_release_published_at,dependent_project_count,maven_dependent_project_count,show,projectrank_placing,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,updated_github_id
127,sbt-ci-release,sbt/sbt-ci-release,,sbt,,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2025-03-18 03:00:11,2025-03-18 03:00:11,547.0,14.0,76.0,10.0,276.0,8.0,77.0,294,2025-03-12 03:45:08,1.9.3,32.0,sbt plugin to automate Sonatype releases from GitHub Actions.,65.0,18,,,,,True,2,,,,,
128,cats-parse,typelevel/cats-parse,,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2025-04-07 20:48:38,2025-04-07 20:46:27,504.0,10.0,54.0,12.0,566.0,25.0,74.0,240,2024-12-11 17:33:56,1.1.0,16.0,A parsing library for the cats ecosystem.,46.0,18,,,,,True,1,,,,,
129,sbt-scalafmt,scalameta/sbt-scalafmt,,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2025-04-07 15:39:50,2025-04-07 15:39:50,331.0,16.0,46.0,9.0,290.0,1.0,72.0,214,2025-01-16 20:15:58,2.5.4,27.0,sbt plugin for Scalafmt.,30.0,18,,,,,True,2,,,,,
130,fs2-aws,laserdisc-io/fs2-aws,,others,['scala3'],https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2025-03-01 16:53:48,2025-03-01 16:53:48,834.0,11.0,50.0,4.0,1240.0,22.0,53.0,196,2025-01-13 16:46:36,6.2.0,66.0,fs2 utilities to interact with AWS.,31.0,18,,,,,True,1,,,,,
131,neotypes,neotypes/neotypes,,db-clients,,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2025-04-24 18:21:50,2025-04-24 18:21:50,1388.0,39.0,35.0,6.0,805.0,13.0,57.0,169,2025-03-07 01:12:49,1.2.1,21.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",18.0,18,,,,,True,2,,,,,
132,pekko-http,apache/incubator-pekko-http,,http,['scala3'],https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2025-04-13 09:18:36,2025-04-13 09:18:30,4750.0,13.0,43.0,21.0,554.0,33.0,75.0,167,,,,The Streaming-first HTTP server/module of Apache Pekko.,364.0,18,,,,,True,3,,,,,apache/pekko-http
133,bleep,oyvindberg/bleep,,development-cycle,['scala3'],https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2025-03-27 21:36:46,2025-03-27 21:36:46,815.0,3.0,24.0,11.0,335.0,59.0,61.0,164,2025-01-16 20:30:24,0.0.12,38.0,A bleeping fast scala build tool!.,20.0,18,,,,,True,3,,10446.0,290.0,,
134,zio-redis,zio/zio-redis,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2025-04-11 02:44:56,2025-04-11 02:44:54,687.0,52.0,64.0,12.0,951.0,17.0,122.0,126,2025-03-19 22:43:36,1.1.3,8.0,A ZIO-based redis client.,46.0,18,,,,,True,2,,,,,
135,securesocial,jaliss/securesocial,,sec,,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",98.0,17,,,,,False,1,,,,,
136,scala-logging,lightbend-labs/scala-logging,,logging,['scala3'],https://github.com/lightbend-labs/scala-logging,https://github.com/lightbend-labs/scala-logging,Apache-2.0,2013-07-16 20:24:15,2025-03-25 00:59:27,2025-03-25 00:59:27,370.0,6.0,130.0,25.0,338.0,35.0,100.0,917,2023-08-30 13:19:37,3.9.5,6.0,Convenient and performant logging library for Scala wrapping SLF4J.,45.0,17,,,,,True,2,,,,,
137,quicklens,softwaremill/quicklens,,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2025-04-22 00:09:04,2025-01-31 14:48:00,531.0,2.0,53.0,41.0,227.0,34.0,35.0,838,2025-01-31 14:59:52,1.9.12,33.0,Modify deeply nested case class fields.,27.0,17,,,,,True,3,,,,,
138,sbt-jmh,sbt/sbt-jmh,,sbt,,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2025-03-18 07:38:04,2025-03-18 07:37:57,348.0,4.0,91.0,22.0,185.0,29.0,70.0,787,2023-12-11 13:31:01,0.4.7,8.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",52.0,17,,,,,True,2,,,,,
139,sbt-updates,rtimush/sbt-updates,,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2025-03-31 07:25:49,2024-12-26 17:34:35,672.0,,55.0,21.0,346.0,12.0,67.0,766,2022-05-30 08:03:01,0.6.3,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,29.0,17,,,,,True,2,,,,,
140,figaro,charles-river-analytics/figaro,,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,158.0,84.0,303.0,122.0,332.0,756,2017-08-24 18:00:35,5.0.0.0,16.0,Figaro Programming Language and Core Libraries.,29.0,17,,,,,False,3,,2887.0,21.0,,
141,scala-scraper,ruippeixotog/scala-scraper,,others,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2025-04-16 19:31:10,2025-04-16 19:31:10,793.0,30.0,105.0,28.0,511.0,9.0,54.0,723,2017-07-21 21:40:45,2.0.0,5.0,A Scala library for scraping content from HTML pages.,16.0,17,,,,,True,2,,,,,
142,unfiltered,unfiltered/unfiltered,,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2025-04-24 16:08:02,2025-04-12 20:15:28,2966.0,18.0,114.0,25.0,1331.0,71.0,146.0,709,,,,A toolkit for servicing HTTP requests in Scala.,95.0,17,,,,,True,3,,,,,
143,scallop,scallop/scallop,,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2024-12-07 07:59:06,2024-12-07 07:56:09,611.0,,58.0,14.0,57.0,9.0,187.0,682,2024-12-07 07:59:56,5.2.0,28.0,a simple Scala CLI parsing library.,26.0,17,,,,,True,2,,,,,
144,decline,bkirwi/decline,,others,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2025-03-18 04:31:05,2025-03-18 04:31:05,858.0,15.0,72.0,7.0,519.0,34.0,63.0,654,2021-12-12 22:36:45,2.2.0,8.0,A composable command-line parser for Scala.,38.0,17,,,,,True,2,,,,,
145,chill,twitter/chill,,data,,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-08-19 21:32:21,2023-03-19 07:21:05,928.0,,155.0,129.0,695.0,75.0,92.0,616,2021-06-04 22:29:04,0.10.0,34.0,Scala extensions for the Kryo serialization library.,68.0,17,,,,,False,2,,,,,
146,freestyle,frees-io/freestyle,,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,50.0,39.0,321.0,34.0,214.0,614,2018-06-07 10:17:38,0.8.2,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,45.0,17,,,,,False,3,,,,,
147,scalate,scalate/scalate,,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2025-04-15 22:12:13,2025-04-15 22:12:10,2807.0,14.0,104.0,22.0,687.0,36.0,35.0,607,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",74.0,17,,,,,True,2,,,,,
148,squeryl,squeryl/squeryl,,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2025-04-15 22:12:13,2025-04-15 22:12:06,1198.0,13.0,138.0,28.0,456.0,39.0,112.0,584,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,60.0,17,,,,,True,2,,,,,
149,scalariform,scala-ide/scalariform,,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,148.0,26.0,98.0,67.0,140.0,527,2019-06-11 05:28:37,0.2.10,11.0,Scala source code formatter.,56.0,17,,,,,False,3,,10140.0,109.0,,
150,jawn,typelevel/jawn,,json,"['scala3', 'scalajs']",https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2025-04-24 04:06:42,2025-04-11 19:22:02,1458.0,24.0,73.0,21.0,619.0,13.0,56.0,435,2024-05-29 20:49:23,1.6.0,23.0,Jawn is for parsing jay-sawn (JSON).,53.0,17,,,,,False,3,,,,,
151,metrics-scala,erikvanoosten/metrics-scala,,others,['scala3'],https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2025-04-09 08:16:47,2025-04-09 08:16:47,2432.0,9.0,62.0,12.0,503.0,1.0,74.0,427,2019-06-04 12:08:41,4.0.6,12.0,The scala API for Dropwizards Metrics.,90.0,17,,,,,True,2,,,,,
152,endpoints4s,endpoints4s/endpoints4s,,http,"['scala3', 'scalajs']",https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2025-03-25 19:34:46,2025-03-25 19:34:46,1613.0,1.0,97.0,10.0,1125.0,37.0,171.0,409,2024-09-20 20:34:06,1.12.1,33.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",64.0,17,,,,,True,3,,,,,
153,play-pac4j,pac4j/play-pac4j,,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2025-04-10 05:23:06,2025-04-04 15:35:13,1069.0,13.0,104.0,26.0,575.0,4.0,170.0,407,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",53.0,17,,,,,True,1,,,,,
154,play-swagger,iheartradio/play-swagger,,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,131.0,23.0,438.0,22.0,160.0,405,2023-07-27 02:50:55,1.1.12,39.0,Swagger spec generator for play framework.,54.0,17,,,,,False,2,,,,,
155,xsbt-web-plugin,earldouglas/xsbt-web-plugin,,sbt,,https://github.com/earldouglas/sbt-war,https://github.com/earldouglas/sbt-war,BSD-3-Clause,2011-04-24 10:27:46,2025-04-12 14:02:55,2025-04-12 14:02:53,1211.0,22.0,99.0,18.0,754.0,3.0,282.0,381,,,,Package and run WAR files from sbt.,33.0,17,,,,,True,2,,,,,earldouglas/sbt-war
156,sbt-git,sbt/sbt-git,,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2025-04-18 15:39:18,2025-04-18 15:39:18,401.0,23.0,103.0,20.0,179.0,34.0,84.0,356,2024-10-09 22:55:17,2.1.0,8.0,A git plugin for sbt.,55.0,17,,,,,True,2,,,,,
157,scrypto,input-output-hk/scrypto,,sec,['scalajs'],https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2025-03-18 10:41:33,2025-03-17 20:29:24,1041.0,11.0,49.0,21.0,94.0,4.0,19.0,202,2025-03-18 10:41:33,3.1.0,11.0,Cryptographic primitives for Scala.,26.0,17,,,,,False,1,,,,,
158,mill,com-lihaoyi/mill,,development-cycle,,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2025-04-20 17:17:45,,,,401.0,,,194.0,,2383,,,,"Mill is a fast JVM build tool that supports Java, Scala, Kotlin and many other languages. 3-6x faster than Maven or..",261.0,16,,,,,True,3,,,,,
159,better-files,pathikrit/better-files,,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,145.0,36.0,462.0,50.0,178.0,1476,,,,"Simple, safe and intuitive Scala I/O.",62.0,16,,,,,True,3,,,,,
160,scopt,scopt/scopt,,others,"['scala3', 'scalajs']",https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2024-04-12 08:31:36,2024-04-12 08:31:36,506.0,,163.0,35.0,183.0,57.0,117.0,1436,2022-07-02 20:30:57,4.1.0,17.0,command line options parsing for Scala.,62.0,16,,,,,False,2,,,,,
161,tensorflow_scala,eaplatanios/tensorflow_scala,,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,64.0,51.0,29.0,120.0,939,2020-10-08 19:13:41,0.5.6,11.0,TensorFlow API for the Scala Programming Language.,12.0,16,,,,,False,3,,,,,
162,squants,typelevel/squants,,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2025-04-07 00:22:25,2024-01-08 23:25:53,829.0,,125.0,18.0,502.0,57.0,101.0,927,2021-08-26 20:15:30,1.8.3,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",63.0,16,,,,,True,3,,,,,
163,rxscala,reactivex/rxscala,,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,110.0,57.0,122.0,2.0,85.0,888,2019-12-29 15:41:19,0.27.0,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,46.0,16,,,,,False,2,,,,,
164,rediscala,etaty/rediscala,,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,134.0,38.0,101.0,74.0,83.0,788,2019-06-23 15:29:14,1.9.0,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",32.0,16,,,,,False,2,,,,,
165,vegas,vegas-viz/vegas,,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,40.0,77.0,54.0,54.0,730,2017-07-25 22:34:25,0.3.11,8.0,The missing MatPlotLib for Scala + Spark.,21.0,16,,,,,False,3,,,,,
166,scalafx,scalafx/scalafx,,others,['scala3'],https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2025-04-24 03:35:21,2025-04-24 03:34:57,2108.0,12.0,67.0,32.0,60.0,31.0,313.0,679,2024-10-22 00:17:23,.23.0.1-R34,34.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,57.0,16,,,,,False,2,,337.0,2.0,2.0,
167,scalastyle,scalastyle/scalastyle,,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,216.0,30.0,148.0,84.0,149.0,677,,,,scalastyle.,70.0,16,,,,,False,3,,,,,
168,korolev,fomkin/korolev,,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,20.0,227.0,16.0,224.0,578,2022-08-16 08:04:00,1.5.0,35.0,Single Page Applications running on the server side.,26.0,16,,,,,False,3,,,,,
169,cask,com-lihaoyi/cask,,web-frameworks,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2025-02-02 12:24:31,2025-02-02 12:23:52,349.0,2.0,64.0,11.0,93.0,10.0,62.0,559,2025-02-02 12:25:01,0.9.7,85.0,"Cask: a Scala HTTP micro-framework. Cask makes it easy to set up a website, backend server, or REST API using Scala.",23.0,16,,,,,False,3,,33163.0,414.0,,
170,scala-oauth2-provider,nulab/scala-oauth2-provider,,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-12-04 15:31:56,2023-12-04 15:31:51,268.0,,103.0,71.0,97.0,4.0,63.0,537,2023-10-16 02:00:21,1.6.0,28.0,OAuth 2.0 server-side implementation written in Scala.,28.0,16,,,,,True,2,,,,,
171,utest,com-lihaoyi/utest,,test,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2025-01-21 01:28:00,2025-01-21 01:28:00,712.0,,85.0,14.0,230.0,37.0,112.0,495,2025-01-09 22:47:18,0.8.5,12.0,A simple testing framework for Scala.,52.0,16,,,,,True,3,,,,,
172,xitrum,xitrum-framework/xitrum,,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,38.0,36.0,56.0,600.0,449,,,,Async and clustered Scala web framework and HTTP(S) server.,31.0,16,,,,,False,3,,,,,
173,akka-http-session,softwaremill/akka-http-session,,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,58.0,47.0,45.0,11.0,33.0,440,2023-08-29 17:27:28,0.7.1,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",24.0,16,,,,,False,2,,,,,
174,reboot,dispatch/reboot,,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2024-08-25 03:41:28,2024-08-25 03:40:21,752.0,,105.0,33.0,137.0,4.0,100.0,428,2024-08-25 03:33:13,2.0.0,25.0,Scala wrapper for the Java AsyncHttpClient.,39.0,16,,,,,True,3,,,,,
175,mockito-scala,mockito/mockito-scala,,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2024-08-05 21:39:21,2024-06-24 19:43:13,899.0,,60.0,15.0,431.0,34.0,97.0,356,2024-06-24 19:58:21,1.17.37,43.0,Mockito for Scala language.,31.0,16,,,,,True,3,,,,,
176,kantan.csv,nrinaudo/kantan.csv,,csv-yaml,['scalajs'],https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2025-04-12 07:30:38,2025-04-12 07:30:37,1040.0,12.0,38.0,9.0,222.0,54.0,134.0,346,2019-06-04 07:25:39,0.5.1,12.0,CSV handling library for Scala.,11.0,16,,,,,True,2,,,,,
177,scala-js-dom,scala-js/scala-js-dom,,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2024-11-30 09:13:29,2024-11-30 09:11:37,1559.0,,162.0,15.0,660.0,38.0,196.0,322,2023-09-28 01:09:16,2.8.0,10.0,Statically typed DOM API for Scala.js.,120.0,16,,,,,False,2,,,,,
178,scalismo,unibas-gravis/scalismo,,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2024-06-24 14:15:02,2024-01-23 13:09:12,1839.0,,66.0,17.0,349.0,10.0,73.0,253,2023-07-04 08:48:44,0.92.0,7.0,Scalable Image Analysis and Shape Modelling.,23.0,16,,,,,True,2,,,,,
179,anorm,playframework/anorm,,db-clients,"['scala3', 'play']",https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2025-04-14 07:34:49,2025-04-14 07:34:49,781.0,8.0,76.0,15.0,563.0,9.0,69.0,243,2022-09-29 14:17:35,2.7.0,3.0,The Anorm database library.,57.0,16,,,,,True,2,,,,,
180,youi,outr/youi,,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2025-04-20 00:05:50,2024-11-27 22:53:29,2761.0,,29.0,15.0,368.0,22.0,41.0,212,2019-01-30 18:17:20,0.9.0,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",11.0,16,,,,,True,3,,,,,
181,sbt-doctest,tkawachi/sbt-doctest,,sbt,,https://github.com/sbt-doctest/sbt-doctest,https://github.com/sbt-doctest/sbt-doctest,MIT,2014-06-10 15:46:12,2025-04-15 22:11:57,2025-04-15 22:11:56,826.0,21.0,28.0,11.0,508.0,14.0,48.0,184,2015-12-17 13:37:24,0.3.5,1.0,Doctest for scala.,26.0,16,,,,,True,3,,,,,sbt-doctest/sbt-doctest
182,relate,lucidsoftware/relate,,db-clients,,https://github.com/lucidsoftware/relate,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32,2025-02-03 22:27:55,2025-02-03 21:55:28,325.0,3.0,15.0,41.0,73.0,12.0,13.0,160,2025-01-21 21:34:24,5.1.0,19.0,Performant database access in Scala.,19.0,16,,,,,True,2,,2575.0,21.0,,
183,cilib,ciren/cilib,,others,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,102.0,22.0,267.0,7.0,54.0,124,2018-03-21 12:08:40,2.0.1,5.0,"Typesafe, purely functional Computational Intelligence.",26.0,16,,,,,False,2,,,,,
184,vertx-lang-scala,vert-x3/vertx-lang-scala,,reactive,,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2025-03-26 01:39:56,2024-12-17 08:46:08,682.0,,41.0,31.0,150.0,10.0,65.0,124,2024-06-09 22:23:52,4.5.8,3.0,Vert.x for Scala.,21.0,16,,,,,False,2,,2808.0,216.0,,
185,clickhouse-scala-client,crobox/clickhouse-scala-client,,db-clients,,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2025-03-14 10:07:27,2025-03-14 10:07:26,1014.0,10.0,27.0,10.0,159.0,16.0,23.0,116,2025-01-21 15:28:33,1.2.8,62.0,Clickhouse Scala Client with Reactive Streams support.,21.0,16,,,,,True,2,,,,,
186,ldbc,takapi327/ldbc,,db-clients,"['scala3', 'scalajs']",https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2025-04-24 15:31:22,2025-04-24 15:31:22,4891.0,459.0,5.0,2.0,432.0,12.0,14.0,56,2025-03-27 16:01:40,0.3.0-RC1,25.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,5.0,16,,,,,True,2,,,,,
187,play-googleauth,guardian/play-googleauth,,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2025-04-18 18:10:39,2025-04-17 14:36:38,798.0,38.0,11.0,59.0,286.0,11.0,,36,2025-04-17 14:36:38,22.0.0,56.0,Simple play module for authenticating against Google.,70.0,16,,,,,True,2,,,,,
188,scalaj-http,scalaj/scalaj-http,,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,120.0,42.0,84.0,28.0,112.0,974,2016-04-02 20:58:24,2.3.0,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,29.0,15,,,,,False,3,,,,,
189,simulacrum,typelevel/simulacrum,,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,,61.0,32.0,163.0,30.0,45.0,936,2018-02-20 14:20:53,0.12.0,1.0,First class syntax support for type classes in Scala.,35.0,15,,,,,True,3,,,,,
190,nscala-time,nscala-time/nscala-time,,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2025-03-30 21:36:59,2025-03-30 21:36:57,714.0,8.0,79.0,24.0,310.0,6.0,49.0,870,,,,A new Scala wrapper for Joda Time based on scala-time.,26.0,15,,,,,True,3,,,,,
191,sbt-docker,marcuslonnberg/sbt-docker,,sbt,,https://github.com/marcus-drake/sbt-docker,https://github.com/marcus-drake/sbt-docker,MIT,2014-01-12 19:43:03,2024-12-12 15:18:45,2024-12-12 15:18:01,400.0,,109.0,18.0,52.0,21.0,69.0,733,2023-08-24 05:54:18,1.11.0,9.0,Create Docker images directly from sbt.,30.0,15,,,,,True,3,,,,,marcus-drake/sbt-docker
192,play2-auth,t2v/play2-auth,,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,148.0,61.0,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,8.0,Play2.x Authentication and Authorization module.,22.0,15,,,,,False,3,,,,,
193,weaver-test,disneystreaming/weaver-test,,test,"['scala3', 'scalajs']",https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2024-09-03 21:04:46,2024-03-26 14:13:39,687.0,,49.0,9.0,653.0,43.0,83.0,445,2024-01-25 10:21:02,0.8.4,37.0,A test framework that runs everything in parallel.,39.0,15,,,,,False,3,,2322.0,40.0,,
194,larray,xerial/larray,,toolkits,,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,23.0,26.0,26.0,33.0,402,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,11.0,15,,,,,False,3,,,,,
