,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,maven_url,maven_latest_release_published_at,dependent_project_count,maven_dependent_project_count,show,projectrank_placing,github_dependent_project_count,github_release_downloads,monthly_downloads,trending,updated_github_id
263,scala-ssh,sirthias/scala-ssh,,others,['scala3'],https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157.0,,52.0,15.0,29.0,19.0,12.0,233,,,,Remote shell access via SSH for your Scala applications.,22.0,12,,,,,False,3,,,,,
264,squid,epfldata/squid,,toolkits,,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2024-02-01 08:22:44,2020-11-23 16:20:07,583.0,,14.0,16.0,18.0,17.0,33.0,201,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,6.0,12,,,,,False,3,,,,,
265,spoiwo,norbert-radyk/spoiwo,,csv-yaml,['scala3'],https://github.com/norbert-radyk/spoiwo,https://github.com/norbert-radyk/spoiwo,MIT,2014-01-05 13:42:05,2022-09-18 15:42:58,2022-09-18 15:42:58,256.0,,45.0,13.0,44.0,11.0,21.0,182,,,,Scala POI Wrapper for the spreadsheet generation in Excel:.,20.0,12,,,,,False,3,,,,,
266,doddle-model,picnicml/doddle-model,,sci,,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2024-08-13 01:11:34,2020-03-27 10:19:20,299.0,,23.0,13.0,151.0,34.0,29.0,137,,,11.0,doddle-model: machine learning in Scala.,8.0,12,,,,,False,3,,,,,
267,scala-jsonapi,scala-jsonapi/scala-jsonapi,,json,,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135.0,,24.0,28.0,52.0,16.0,34.0,106,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",21.0,12,,,,,False,3,,,,,
268,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,,env,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2025-03-18 03:22:16,2025-03-18 03:22:16,403.0,5.0,7.0,15.0,324.0,2.0,5.0,91,2022-10-13 08:37:27,0.6.3,11.0,Scala macro that generates ultra-fast string interpolators.,7.0,12,,,,,True,1,,,,,
269,osm4scala,simplexspatial/osm4scala,,others,,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2025-03-12 00:41:07,2022-09-08 17:18:54,266.0,,19.0,5.0,43.0,26.0,47.0,85,2022-09-08 17:30:18,1.0.11,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,4.0,12,,,,,False,3,,96.0,1.0,,
270,franklin,azavea/franklin,,others,,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2025-02-09 14:08:52,2025-02-09 14:08:51,1278.0,7.0,19.0,12.0,1722.0,96.0,102.0,80,,,,A STAC/OGC API Features Web Service.,13.0,12,,,,,True,3,,,,,
271,enableIf.scala,ThoughtWorksInc/enableIf.scala,,toolkits,,https://github.com/ThoughtWorksInc/enableIf.scala,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48,2024-06-25 04:37:36,2023-07-02 02:55:58,438.0,,5.0,27.0,133.0,5.0,5.0,68,2022-04-02 07:19:04,1.1.8,3.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",6.0,12,,,,,False,3,,,,,
272,sbt-ide-settings,Jetbrains/sbt-ide-settings,,sbt,,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2025-02-07 10:18:00,2025-02-07 10:17:57,45.0,4.0,8.0,20.0,2.0,9.0,6.0,66,2025-01-06 16:08:29,1.1.2,5.0,SBT plugin for tweaking various IDE settings.,8.0,12,,,,,True,3,,,,,
273,lucene4s,outr/lucene4s,,db-clients,"['scala3', 'scalajs']",https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2025-04-13 00:53:01,2025-02-01 15:45:31,157.0,4.0,19.0,6.0,21.0,3.0,8.0,53,2025-02-01 15:45:58,1.12.0,1.0,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,6.0,12,,,,,True,3,,,,,
274,dregex,marianobarrios/dregex,,env,,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2025-04-22 09:30:56,2025-04-22 09:30:31,416.0,9.0,5.0,5.0,163.0,1.0,5.0,47,2024-04-06 22:41:19,0.9.0,5.0,dregex is a Java library that implements a regular expression engine using deterministic finite automata (DFA). It..,6.0,12,,,,,True,1,,,,,
275,otavia,otavia-projects/otavia,cc.otavia:otavia-runtime_3,reactive,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model!.,1.0,12,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,15.0,15.0,True,3,,,,,
276,otavia-runtime,otavia-projects/otavia,cc.otavia:otavia-runtime_3,di,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model!.,1.0,12,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,15.0,15.0,True,3,,,,,
277,scountries,lambdaworks/scountries,io.lambdaworks:scountries_3,others,['scala3'],https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2025-04-09 06:00:04,2025-04-09 06:00:02,163.0,15.0,2.0,9.0,155.0,,,20,2025-02-16 23:10:41,1.1.0,3.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",5.0,12,https://search.maven.org/artifact/io.lambdaworks/scountries_3,2025-02-16 23:08:15,,,True,3,,,,,
278,molecule,scalamolecule/molecule,,db-clients,"['scala3', 'scalajs']",https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2025-04-18 05:53:12,2025-04-18 05:53:08,474.0,29.0,,4.0,,,,19,2025-04-17 22:30:28,0.18.0,23.0,Molecule translates custom Scala code to database queries for multiple databases.,,12,,,,,True,3,,,,,
279,squery,sake92/squery,,db-clients,['scala3'],https://github.com/sake92/squery,https://github.com/sake92/squery,Apache-2.0,2023-02-20 11:25:29,2025-03-25 11:52:43,2025-03-25 11:52:39,162.0,16.0,,4.0,,2.0,8.0,19,2025-04-03 11:24:56,0.7.0,5.0,Simple SQL queries in Scala 3.,,12,,,,,True,3,,,,,
280,stac4s,stac-utils/stac4s,,others,['scalajs'],https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2025-04-01 12:35:02,2025-04-01 12:35:02,523.0,3.0,10.0,9.0,716.0,20.0,31.0,17,2024-05-13 00:53:22,0.9.1,25.0,A Scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,16.0,12,,,,,True,3,,,,,
281,scurl-detector,lambdaworks/scurl-detector,io.lambdaworks:scurl-detector_3,others,['scala3'],https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2025-04-16 16:07:20,2025-04-16 16:05:28,258.0,23.0,1.0,9.0,254.0,1.0,9.0,16,2025-02-16 23:05:44,1.2.0,3.0,Scala library that detects and extracts URLs from text.,7.0,12,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_3,2025-02-16 23:03:54,,,True,3,,,,,
282,aptus-core,aptusproject/aptus-core,,others,['scala3'],https://github.com/aptusproject/aptus-core,https://github.com/aptusproject/aptus-core,Apache-2.0,2021-05-25 18:13:35,2025-04-23 21:28:29,2025-04-23 21:27:46,337.0,85.0,1.0,2.0,,,,10,2024-12-02 20:35:31,0.7.0,10.0,A utility library aiming to simplify the Scala coding experience.,,12,,,,,False,3,,,,2.0,
283,curiodb,stephenmcd/curiodb,,distributed,,https://github.com/stephenmcd/curiodb,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43,2018-11-04 22:44:22,2018-11-04 22:44:21,139.0,,44.0,34.0,19.0,5.0,7.0,513,,,,Distributed NoSQL Database.,6.0,11,,,,,False,3,,,,,
284,akka-tracing,levkhomich/akka-tracing,,distributed,,https://github.com/levkhomich/akka-tracing,https://github.com/levkhomich/akka-tracing,,2014-03-15 20:15:30,2018-01-31 15:10:20,2018-01-13 12:03:50,355.0,,35.0,27.0,18.0,22.0,75.0,315,,,,"A distributed tracing extension for Akka. Provides integration with Play framework, Spray and Akka HTTP.",8.0,11,,,,,False,3,,,,,
285,reactive,nafg/reactive,,web-frameworks,['scalajs'],https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2024-06-30 15:02:15,2021-02-28 04:06:13,1147.0,,41.0,19.0,149.0,29.0,53.0,215,,,,A simple FRP library and a web UI framework built on it.,11.0,11,,,,,False,3,,,,,
286,scalive,xitrum-framework/scalive,,test,,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125.0,,13.0,17.0,3.0,8.0,12.0,200,2019-01-30 13:24:43,1.7.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,4.0,11,,,,,False,3,,702.0,5.0,,
287,mainargs,com-lihaoyi/mainargs,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2025-03-10 09:47:03,2025-03-10 09:47:03,205.0,2.0,25.0,7.0,155.0,28.0,16.0,196,2024-10-11 09:56:03,0.7.6,21.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",15.0,11,,,,,False,3,,,,,
288,scala-forklift,lastland/scala-forklift,,db-clients,,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2024-08-19 14:36:15,2024-08-19 14:36:15,277.0,,32.0,10.0,26.0,13.0,19.0,187,2016-08-10 07:04:47,0.2.3,3.0,"Type-safe data migration tool for Slick, Git and beyond.",11.0,11,,,,,False,3,,,,,
289,scalacollider,sciss/scalacollider,,media,"['scala3', 'scalajs']",https://github.com/sciss/scalacollider,https://github.com/sciss/scalacollider,AGPL-3.0,2009-12-10 16:39:10,2021-10-24 16:34:30,,,,19.0,,,8.0,,186,,,,A Scala sound synthesis library based on SuperCollider.,2.0,11,,,,,False,2,,,,,
290,numsca,botkop/numsca,,sci,,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2024-07-14 14:20:53,2023-01-30 06:59:54,74.0,,18.0,17.0,4.0,3.0,7.0,186,2020-04-19 10:21:27,0.1.7,7.0,numsca is numpy for scala.,,11,,,,,False,3,,,,,
291,log4s,Log4s/log4s,,logging,"['scala3', 'scalajs']",https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2024-02-11 15:48:26,2024-02-11 15:48:26,379.0,,25.0,8.0,63.0,9.0,22.0,171,,,,High-performance SLF4J wrapper for Scala.,15.0,11,,,,,False,3,,,,,
292,scala-records,scala-records/scala-records,,toolkits,['scalajs'],https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224.0,,14.0,18.0,77.0,19.0,46.0,160,,,,Labeled records for Scala based on structural refinement types and macros.,11.0,11,,,,,False,3,,,,,
293,onnx-scala,emergentorder/onnx-scala,,sci,"['scala3', 'scalajs']",https://github.com/EmergentOrder/onnx-scala,https://github.com/EmergentOrder/onnx-scala,AGPL-3.0,2018-08-15 00:20:30,2025-03-22 16:15:54,2025-03-22 15:36:45,1507.0,1.0,8.0,6.0,496.0,2.0,9.0,139,2022-12-22 18:12:39,0.17.0,13.0,"An ONNX (Open Neural Network eXchange) API and backend for typeful, functional deep learning and classical machine..",4.0,11,,,,,True,3,,,,,
294,parapet,parapet-io/parapet,,distributed,,https://github.com/parapet-io/parapet,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31,2023-04-30 02:37:57,2023-04-30 02:37:57,326.0,,7.0,11.0,30.0,8.0,18.0,138,2022-02-24 07:02:23,0.0.1-RC6,5.0,A purely functional library to build distributed and event-driven systems.,7.0,11,,,,,False,3,,,,,
295,fastring,atry/fastring,,env,['scalajs'],https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2025-01-05 01:20:18,2024-05-03 07:01:51,533.0,,10.0,7.0,250.0,7.0,4.0,127,2018-03-26 01:49:18,1.0.0,4.0,Extremely fast string formatting.,7.0,11,,,,,True,2,,,,,
296,fintrospect,daviddenton/fintrospect,,http,,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752.0,,10.0,7.0,23.0,3.0,26.0,91,,,,"Implement fast, type-safe HTTP webservices for Finagle.",5.0,11,,,,,False,3,,,,,
297,fury,propensive/fury,,development-cycle,,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2018-09-29 17:43:17,2024-12-27 13:38:38,2024-12-27 13:38:38,618.0,,2.0,3.0,9.0,20.0,37.0,86,2022-12-04 21:54:49,0.8.0,9.0,A build tool for Scala.,1.0,11,,,,,True,3,,1661.0,42.0,,
298,couchdb-scala,beloglazov/couchdb-scala,,db-clients,,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236.0,,18.0,5.0,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,7.0,A purely functional Scala client for CouchDB.,2.0,11,,,,,False,3,,,,,
299,scowl,phenoscape/scowl,,others,['scala3'],https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2024-07-10 18:34:34,2022-03-30 19:07:24,243.0,,9.0,9.0,175.0,8.0,4.0,56,2022-03-30 16:58:35,1.4.1,9.0,A Scala DSL for programming with the OWL API.,3.0,11,,,,,False,3,,,,,
300,otavia-serde-json,otavia-projects/otavia,cc.otavia:otavia-serde-json_3,json,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model!.,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-09-15 09:19:32,3.0,3.0,True,3,,,,,
301,otavia-sql,otavia-projects/otavia,cc.otavia:otavia-sql_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model!.,1.0,11,https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-09-15 09:19:41,4.0,4.0,True,3,,,,,
302,media4s,outr/media4s,,media,,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2024-12-21 16:08:49,2024-12-21 16:08:38,60.0,,4.0,5.0,4.0,,3.0,35,2024-12-21 15:29:46,1.0.22,2.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",3.0,11,,,,,True,2,,,,,
303,proto,zero-deps/proto,,data,['scala3'],https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2024-09-21 15:43:43,2024-09-20 21:37:35,343.0,,3.0,6.0,10.0,,19.0,34,2024-09-15 19:42:09,2.1.3,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,7.0,11,,,,,True,3,,,,,
304,gridscale,openmole/gridscale,,bigdata,['scala3'],https://github.com/openmole/gridscale,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23,2025-04-23 15:31:05,2025-04-23 15:30:55,1159.0,17.0,8.0,8.0,12.0,4.0,8.0,27,,,,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",5.0,11,,,,,True,3,,,,,
305,ninny-json,nrktkt/ninny-json,,json,['scala3'],https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2025-03-31 20:03:32,2025-03-31 20:03:32,110.0,4.0,8.0,1.0,61.0,8.0,5.0,21,2025-01-09 21:36:50,0.9.3,32.0,JSON typeclasses that know the difference between null and absent fields.,6.0,11,,,,,True,3,,,,,
306,managerial,dvgica/managerial,,others,['scala3'],https://github.com/dvgica/managerial,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20,2025-03-17 16:22:49,2025-03-17 16:22:48,539.0,29.0,2.0,3.0,210.0,,,13,2023-07-06 04:09:02,0.9.1,7.0,A zero-dependency Scala library for managing resources monadically.,3.0,11,,,,,False,3,,,,,
307,subcut,dickwall/subcut,,di,,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92.0,,33.0,24.0,17.0,8.0,21.0,405,,,,Scala Uniquely Bound Classes Under Traits.,11.0,10,,,,,False,3,,,,,
308,replesent,marconilanna/replesent,,others,,https://github.com/marconilanna/REPLesent,https://github.com/marconilanna/REPLesent,Apache-2.0,2015-02-02 02:37:44,2019-10-02 19:39:29,2019-08-27 14:36:48,73.0,,34.0,14.0,13.0,5.0,,398,,,,A neat little tool to build presentations using the Scala REPL.,9.0,10,,,,,False,3,,,,,
309,scalatex,lihaoyi/scalatex,,env,['scalajs'],https://github.com/lihaoyi/Scalatex,https://github.com/lihaoyi/Scalatex,,2014-12-19 04:14:12,2020-02-21 06:44:18,2020-02-21 06:44:18,232.0,,38.0,14.0,32.0,29.0,21.0,291,,,,"Programmable, Typesafe Document Generation.",16.0,10,,,,,False,2,,,,,
310,octopus,krzemin/octopus,,data,['scalajs'],https://github.com/krzemin/octopus,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09,2024-06-24 17:37:16,2020-11-04 07:51:59,121.0,,22.0,6.0,122.0,13.0,8.0,150,,,,Scala library for boilerplate-free validation.,9.0,10,,,,,False,3,,,,,
311,sbt-groll,sbt/sbt-groll,,sbt,,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126.0,,8.0,7.0,23.0,1.0,4.0,132,2021-12-17 12:41:14,7.1.0,3.0,sbt plugin to roll the Git history.,8.0,10,,,,,False,3,,,,,
312,roshttp,hmil/roshttp,,http,['scalajs'],https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135.0,,24.0,4.0,49.0,18.0,28.0,126,,,,Unified Scala.js + Scala HTTP client API.,13.0,10,,,,,False,3,,,,,
313,miniboxing-plugin,miniboxing/miniboxing-plugin,,others,,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143.0,,17.0,11.0,31.0,45.0,177.0,121,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,16.0,10,,,,,False,3,,,,,
314,beard,zalando/beard,,templating,,https://github.com/zalando/beard,https://github.com/zalando/beard,,2015-07-09 09:11:25,2023-11-13 14:22:01,2023-11-13 14:22:01,241.0,,28.0,18.0,55.0,,32.0,120,,,,"A lightweight, logicless templating engine, written in Scala and inspired by Mustache.",25.0,10,,,,,False,3,,,,,
315,ScalaJack,gzoller/ScalaJack,,json,['scala3'],https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,,2013-06-17 20:20:56,2025-04-20 01:03:50,2025-04-11 04:16:08,950.0,21.0,9.0,12.0,190.0,2.0,51.0,113,,,,Fast JSON parser/generator for Scala.,13.0,10,,,,,False,3,,,,,
316,longevity,longevityframework/longevity,,db-clients,,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216.0,,6.0,11.0,8.0,36.0,4.0,103,2018-07-01 17:41:25,0.27.0,35.0,A Persistence Framework for Scala and NoSQL.,3.0,10,,,,,False,3,,,,,
317,scalafiddle-editor,scalafiddle/scalafiddle-editor,,others,,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174.0,,42.0,2.0,49.0,21.0,26.0,102,,,,Web user interface for ScalaFiddle.,20.0,10,,,,,False,3,,,,,
318,moultingyaml,jcazevedo/moultingyaml,,csv-yaml,,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171.0,,34.0,6.0,28.0,24.0,8.0,99,,,,Scala wrapper for SnakeYAML.,13.0,10,,,,,False,3,,,,,
319,lolhttp,criteo/lolhttp,,http,,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2024-08-12 13:05:29,2023-07-17 16:35:50,126.0,,18.0,17.0,222.0,29.0,8.0,93,2023-07-17 16:37:14,0.13.6,31.0,An HTTP Server and Client library for Scala.,20.0,10,,,,,False,3,,,,,
320,sbt-ghpages,sbt/sbt-ghpages,,sbt,,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2025-04-14 10:45:44,2025-04-14 10:45:43,220.0,7.0,18.0,7.0,141.0,19.0,14.0,91,2024-01-31 15:32:54,0.8.0,2.0,"git, site and ghpages support for sbt projects.",20.0,10,,,,,False,3,,,,,
321,pushka,fomkin/pushka,,json,['scalajs'],https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88.0,,9.0,6.0,26.0,10.0,25.0,81,,,14.0,ABANDONED Pure Scala serialization library with annotations.,6.0,10,,,,,False,3,,,,,
322,axle,axlelang/axle,,sci,,https://github.com/pingel-org/axle,https://github.com/pingel-org/axle,,2011-02-21 23:18:53,2025-02-08 05:54:04,2023-05-28 04:37:04,4482.0,,9.0,5.0,241.0,,21.0,67,,,,Axle Domain Specific Language for Scientific Cloud Computing and Visualization.,9.0,10,,,,,False,3,,,,,pingel-org/axle
323,otavia-all,otavia-projects/otavia,cc.otavia:otavia-all_3,toolkits,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,8.0,Your shiny new IO & Actor programming model!.,1.0,10,https://search.maven.org/artifact/cc.otavia/otavia-all_3,2024-09-15 09:19:00,,,True,3,,,,,
324,otavia-codec-http,otavia-projects/otavia,cc.otavia:otavia-codec-http_3,http,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model!.,1.0,10,https://search.maven.org/artifact/cc.otavia/otavia-codec-http_3,2024-09-15 09:19:08,2.0,2.0,True,3,,,,,
325,otavia-postgres-driver,otavia-projects/otavia,cc.otavia:otavia-postgres-driver_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,10.0,Your shiny new IO & Actor programming model!.,1.0,10,https://search.maven.org/artifact/cc.otavia/otavia-postgres-driver_3,2024-09-15 09:19:40,2.0,2.0,True,3,,,,,
326,otavia-mysql-driver,otavia-projects/otavia,cc.otavia:otavia-mysql-driver_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,,4.0,3.0,,,,43,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model!.,1.0,10,https://search.maven.org/artifact/cc.otavia/otavia-mysql-driver_3,2024-09-15 09:19:38,2.0,2.0,True,3,,,,,
327,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,,sbt,['scalajs'],https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2025-01-05 00:11:06,2024-05-03 07:40:27,496.0,,3.0,11.0,204.0,5.0,2.0,36,2021-11-22 07:29:41,4.1.1,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,4.0,10,,,,,True,3,,,,,
328,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,,sbt,,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41.0,,3.0,4.0,4.0,1.0,11.0,28,2021-04-28 13:50:29,0.1.5,5.0,SBT deploy plugin.,6.0,10,,,,,False,3,,,,,
329,libra,to-ithaca/libra,,sci,['scalajs'],https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2024-08-15 20:36:22,2021-02-28 00:36:23,143.0,,26.0,10.0,203.0,25.0,23.0,198,,,,A dimensional analysis library based on dependent types.,10.0,9,,,,,False,3,,,,,
330,clustering4ever,clustering4ever/clustering4ever,,sci,,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269.0,,12.0,20.0,14.0,,,130,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",5.0,9,,,,,False,3,,,,,
