,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
67,airframe,wvlet/airframe,di,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2023-09-07 16:07:33,2023-09-07 16:07:32,4143,152.0,61.0,20,2609.0,100.0,487.0,610,2023-09-05 12:14:38,23.9.0,,,100.0,Essential Building Blocks for Scala.,,,43.0,21,True,2,,"['scala3', 'scalajs']",,,,
68,play-swagger,iheartradio/play-swagger,others,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-08-31 05:17:09,2023-07-28 01:36:51,778,43.0,127.0,24,436.0,88.0,159.0,404,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,,,54.0,21,True,1,,,,,,
69,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2023-09-06 22:46:46,2023-09-06 06:27:39,7268,14.0,725.0,210,2026.0,162.0,422.0,4627,,,,,,Principled Functional Programming in Scala.,,,249.0,20,False,2,,"['scala3', 'scalajs']",,,,
70,util,twitter/util,toolkits,https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2023-05-18 15:14:24,2023-05-09 19:17:38,3118,,584.0,231,195.0,12.0,111.0,2666,2022-12-26 14:38:56,util-22.12.0,,,81.0,Wonderful reusable code from Twitter.,,,318.0,20,True,2,,['scala3'],,,,
71,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793,,267.0,296,494.0,163.0,134.0,2137,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,,,44.0,20,False,3,,,,,,
72,scalajs-react,japgolly/scalajs-react,scala-js,https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2023-09-04 21:20:27,2023-07-24 14:07:49,3196,2.0,236.0,64,555.0,24.0,507.0,1617,2022-04-26 04:07:04,2.1.1,,,65.0,Facebooks React on Scala.JS.,,,81.0,20,True,2,,"['scala3', 'scalajs']",,,,
73,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2023-09-03 00:05:57,2023-07-11 02:55:23,1645,33.0,109.0,115,423.0,43.0,63.0,1579,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,,,25.0,20,True,2,,"['scala3', 'scalajs']",,,,
74,json4s,json4s/json4s,json,https://github.com/json4s/json4s,https://github.com/json4s/json4s,Apache-2.0,2012-08-23 23:18:46,2023-09-06 22:46:52,2023-09-06 04:32:11,1770,22.0,347.0,63,961.0,163.0,253.0,1459,,,,,,JSON library.,,,127.0,20,True,2,,"['scala3', 'scalajs']",,,,
75,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2023-09-02 00:22:35,2023-09-02 00:22:07,753,24.0,75.0,62,180.0,72.0,69.0,1241,2023-08-18 12:36:50,2.5.9,,,17.0,Lightweight and Nonintrusive Scala Dependency Injection Library.,,,41.0,20,True,2,,"['scala3', 'scalajs']",,,,
76,wartremover,wartremover/wartremover,development-cycle,https://github.com/wartremover/wartremover,https://github.com/wartremover/wartremover,Apache-2.0,2013-01-05 11:29:26,2023-09-05 23:13:17,2023-09-05 23:13:16,1179,26.0,115.0,31,596.0,105.0,230.0,1034,2020-02-25 04:42:44,2.4.5,492.0,5.0,27.0,Flexible Scala code linting tool.,,,58.0,20,True,3,,['scala3'],,,,
77,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2023-09-05 16:21:10,2023-08-29 10:08:56,620,156.0,74.0,21,198.0,25.0,133.0,1032,2023-05-18 14:59:14,0.7.5,,,17.0,"Scala library for boilerplate-free, type-safe data transformations.",,,26.0,20,True,2,1.0,"['scala3', 'scalajs']",,,,
78,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2023-09-07 04:28:55,2023-08-11 14:31:56,1340,14.0,233.0,55,870.0,19.0,367.0,845,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,87.0,20,True,2,,['scala3'],,,,
79,slick-pg,tminglei/slick-pg,db-clients,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2023-09-02 03:11:20,2023-09-02 03:11:09,1183,23.0,178.0,20,281.0,112.0,268.0,829,2022-12-08 23:15:05,0.21.1,,,90.0,Slick extensions for PostgreSQL.,,,93.0,20,True,2,,,,,,
80,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2023-09-07 14:15:35,2023-09-07 14:15:35,4710,30.0,217.0,28,538.0,2.0,644.0,734,2023-08-10 14:21:30,SPECS2-5.3.2,,,64.0,Software Specifications for Scala.,,,92.0,20,False,2,,"['scala3', 'scalajs']",,,,
81,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2023-09-06 16:58:50,2023-08-31 03:51:55,872,12.0,153.0,16,242.0,14.0,259.0,677,2023-07-09 10:16:11,3.1.2,,,19.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,52.0,20,True,1,,"['scala3', 'scalajs']",,,,
82,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2023-09-05 17:55:35,2023-09-05 17:55:30,4381,68.0,86.0,20,793.0,57.0,229.0,674,2023-09-02 07:06:20,2.23.4,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs.,1.0,1.0,20.0,20,True,2,,"['scala3', 'scalajs']",,,,
83,pekko,apache/incubator-pekko,distributed,https://github.com/apache/incubator-pekko,https://github.com/apache/incubator-pekko,Apache-2.0,2022-10-31 08:40:39,2023-09-06 20:17:02,2023-09-06 16:08:00,26853,154.0,68.0,57,441.0,67.0,110.0,666,,,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1049.0,20,True,2,,['scala3'],,,,
84,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2023-09-07 06:49:02,2023-09-07 06:49:01,1168,65.0,80.0,19,611.0,4.0,63.0,562,2023-08-08 05:40:07,7.0.0,,,72.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,42.0,20,True,2,,"['scala3', 'scalajs']",,,,
85,scapegoat,scapegoat-scala/scapegoat,development-cycle,https://github.com/scapegoat-scala/scapegoat,https://github.com/scapegoat-scala/scapegoat,Apache-2.0,2013-11-21 17:45:58,2023-09-06 21:11:31,2023-08-30 05:45:37,1329,26.0,82.0,20,538.0,43.0,197.0,490,2023-06-06 09:49:47,2.1.2,,,19.0,Scala compiler plugin for static code analysis.,,,63.0,20,True,3,,,,,,
86,mima,lightbend/mima,sbt,https://github.com/lightbend/mima,https://github.com/lightbend/mima,Apache-2.0,2012-05-24 14:08:57,2023-08-14 09:04:15,2023-07-24 18:00:51,1483,22.0,67.0,20,557.0,25.0,188.0,440,2023-07-18 19:55:41,1.1.3,,,32.0,A tool for catching binary incompatibility in Scala.,,,48.0,20,True,1,,['scala3'],,,,
87,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2023-09-07 16:09:26,2023-08-21 16:55:04,3648,72.0,42.0,13,270.0,11.0,211.0,387,2023-07-05 14:45:05,0.19.3,,,32.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,18.0,20,True,1,,"['scala3', 'scalajs']",,,,
88,scala-js-dom,scala-js/scala-js-dom,scala-js,https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2023-09-04 12:28:23,2023-08-31 14:56:35,1465,58.0,153.0,18,597.0,21.0,193.0,299,2023-05-18 18:06:30,2.6.0,,,8.0,Statically typed DOM API for Scala.js.,,,111.0,20,False,2,,"['scala3', 'scalajs']",,,,
89,breeze,scalanlp/breeze,sci,https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2022-08-22 04:52:00,2022-08-22 04:51:38,3725,,704.0,211,318.0,86.0,451.0,3415,,,,,,Breeze is a numerical processing library for Scala.,,,142.0,19,True,2,,['scala3'],,,,
90,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2023-08-30 15:30:20,2023-08-30 15:30:20,622,2.0,216.0,56,159.0,100.0,243.0,1915,2023-02-12 06:44:54,2.1.1,,,16.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,79.0,19,True,2,-1.0,,,,,
91,geotrellis,locationtech/geotrellis,others,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2023-08-31 23:50:47,2023-08-31 23:50:47,2454,3.0,369.0,106,2224.0,248.0,1047.0,1287,2023-02-27 14:21:07,3.7.0,,,22.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,95.0,19,False,1,1.0,,,,,
92,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325,,103.0,77,411.0,4.0,270.0,1153,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,,,28.0,19,False,2,,,,,,
93,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120,,189.0,75,512.0,19.0,403.0,1046,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,False,2,,,,,,
94,quicklens,softwaremill/quicklens,toolkits,https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2023-09-06 00:16:13,2023-09-06 00:15:36,452,24.0,49.0,45,147.0,20.0,29.0,797,2023-07-19 08:23:28,1.9.6,,,27.0,Modify deeply nested case class fields.,,,25.0,19,True,2,,"['scala3', 'scalajs']",,,,
95,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2023-09-06 18:22:29,2023-09-06 18:22:28,1843,1.0,243.0,174,188.0,32.0,143.0,779,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,,,228.0,19,True,2,,,,,,
96,sbt-jmh,sbt/sbt-jmh,sbt,https://github.com/sbt/sbt-jmh,https://github.com/sbt/sbt-jmh,Apache-2.0,2014-05-19 18:39:03,2023-09-05 08:23:31,2023-09-05 08:23:19,297,14.0,89.0,26,139.0,28.0,69.0,767,2023-09-05 08:19:43,0.4.6,,,7.0,"Trust no one, bench everything. - sbt plugin for JMH (Java Microbenchmark Harness).",,,50.0,19,True,2,,,,,,
97,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996,,73.0,47,287.0,20.0,134.0,738,2022-12-14 08:24:58,4.0.1,12236.0,110.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,3.0,3.0,32.0,19,True,2,,,,,,
98,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2023-09-04 22:57:01,2023-09-04 22:57:00,522,10.0,155.0,27,212.0,72.0,98.0,626,2021-06-24 14:27:49,1.1.0,,,4.0,A release plugin for sbt.,,,64.0,19,True,2,1.0,,,,,
99,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677,14.0,50.0,21,227.0,16.0,224.0,582,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,,,26.0,19,True,2,,"['scala3', 'scalajs']",,,,
100,twirl,playframework/twirl,templating,https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2023-09-07 16:27:10,2023-08-28 11:29:52,1081,54.0,108.0,37,569.0,39.0,70.0,527,2022-12-27 13:09:41,1.5.2,,,8.0,Twirl is Plays default template engine.,,,51.0,19,True,1,,"['scala3', 'scalajs']",,,,
101,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643,,194.0,138,1360.0,9.0,534.0,525,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,
102,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2023-09-06 00:55:23,2023-09-01 13:06:56,1308,49.0,38.0,8,350.0,15.0,139.0,475,2023-09-01 13:07:57,3.12.2,,,42.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,18.0,19,True,2,,"['scala3', 'scalajs']",,,,
103,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2023-08-31 20:39:46,2023-08-28 05:22:39,3317,41.0,36.0,19,1010.0,30.0,87.0,438,2023-08-14 13:28:48,0.9.4,,,20.0,Scala framework for building beautiful and maintainable web applications.,,,37.0,19,True,2,,['scalajs'],,,,
104,jawn,typelevel/jawn,json,https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,MIT,2012-10-01 02:04:45,2023-09-05 12:09:52,2023-08-04 12:50:36,1252,34.0,71.0,20,498.0,13.0,56.0,432,2023-06-26 15:47:24,1.5.1,,,22.0,Jawn is for parsing jay-sawn (JSON).,,,48.0,19,True,2,-1.0,"['scala3', 'scalajs']",,,,
