,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
240,rtree2d,plokhotnyuk/rtree2d,others,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2023-08-26 04:08:46,2023-08-26 04:08:46,688,12.0,11.0,11,443.0,8.0,10.0,127,2022-10-13 10:21:18,0.11.12,,,26.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,13,True,2,,"['scala3', 'scalajs']",,,,
241,fastring,atry/fastring,env,https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2023-09-06 14:18:36,2023-07-15 18:09:07,532,21.0,9.0,8,209.0,3.0,4.0,123,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,,,7.0,13,True,1,,['scalajs'],,,,
242,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2023-09-07 02:49:53,2023-07-27 19:48:35,724,2.0,18.0,12,267.0,42.0,43.0,120,,,3243.0,190.0,28.0,A bleeping fast scala build tool!.,,,12.0,13,True,3,,['scala3'],,,,
243,scruid,ing-bank/scruid,db-clients,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252,,26.0,16,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,,,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,19.0,13,False,3,,,,,,
244,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2023-09-07 00:30:17,2023-09-07 00:30:16,666,24.0,14.0,5,735.0,14.0,11.0,90,2022-11-22 23:17:24,0.6.0,,,21.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,13,True,3,,['scalajs'],,,,
245,franklin,azavea/franklin,others,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2023-09-06 14:49:09,2023-09-06 14:49:08,989,56.0,18.0,14,1353.0,96.0,101.0,70,,,,,,A STAC/OGC API Features Web Service.,,,12.0,13,True,2,,,,,,
246,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,https://github.com/ocadotechnology/sttp-oauth2,https://github.com/ocadotechnology/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2023-08-26 00:39:28,2023-07-20 18:40:05,440,12.0,20.0,8,391.0,23.0,20.0,67,2023-01-13 08:42:46,0.16.0,,,30.0,OAuth2 client library implemented in Scala using sttp.,,,14.0,13,True,3,,,com.ocadotechnology:sttp-oauth2_2.13,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2023-02-28 11:24:45,
247,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392,,16.0,8,42.0,,34.0,53,2020-08-10 14:28:32,0.8.0,,,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,True,3,,,,,,
248,dregex,marianobarrios/dregex,env,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2023-09-07 11:21:19,2023-09-07 08:42:42,290,18.0,4.0,5,60.0,2.0,3.0,39,2021-12-30 23:56:20,0.7.0,,,3.0,Dregex is a JVM library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,13,True,1,,,,,,
249,fury,propensive/fury,development-cycle,https://github.com/propensive/fury,https://github.com/propensive/fury,Apache-2.0,2021-12-07 07:56:05,2023-08-18 20:00:07,2023-08-18 20:00:06,207,56.0,,4,9.0,11.0,19.0,11,2022-12-04 21:54:49,0.8.0,1196.0,59.0,9.0,A build tool for Scala.,,,,13,False,3,,,,,,
250,scala.rx,lihaoyi/scala.rx,reactive,https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323,,82.0,54,223.0,25.0,55.0,988,,,,,,An experimental library for Functional Reactive Programming in Scala.,,,21.0,12,False,3,,['scalajs'],,,,
251,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2021-12-31 00:10:05,2021-05-25 08:10:05,80,,31.0,21,18.0,11.0,26.0,687,,,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,,,10.0,12,False,3,,,,,,
252,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,others,https://github.com/enragedginger/akka-quartz-scheduler,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41,2023-04-20 18:42:01,2022-07-24 14:56:33,191,,107.0,28,45.0,7.0,69.0,561,,,,,,Quartz Extension and utilities for cron-style scheduling in Akka.,,,41.0,12,False,3,,['scala3'],,,,
253,accord,wix-incubator/accord,data,https://github.com/wix-incubator/accord,https://github.com/wix-incubator/accord,,2013-11-13 15:55:53,2022-11-23 10:05:39,2022-11-23 10:05:39,644,,54.0,285,36.0,24.0,93.0,534,,,,,,Accord: A sane validation library for Scala.,,,12.0,12,False,3,,['scalajs'],,,,
254,salat,salat/salat,db-clients,https://github.com/salat/salat,https://github.com/salat/salat,,2011-01-12 16:54:23,2019-03-03 13:32:54,2019-03-03 13:32:53,877,,109.0,55,82.0,37.0,97.0,487,,,,,,Salat is a simple serialization library for case classes.,,,43.0,12,False,3,,,,,,
255,scala-stm,nbronson/scala-stm,others,https://github.com/nbronson/scala-stm,https://github.com/nbronson/scala-stm,BSD-3-Clause,2010-07-08 23:40:04,2023-04-14 17:30:52,2018-03-14 17:04:15,496,,35.0,17,20.0,12.0,43.0,245,,,,,,"A library-based Software Transactional Memory (STM) for Scala, coupled with transactional sets and maps.",,,11.0,12,False,3,,,,,,
256,scala-ssh,sirthias/scala-ssh,others,https://github.com/sirthias/scala-ssh,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59,2021-07-09 08:32:58,2021-07-09 08:32:58,157,,53.0,16,29.0,16.0,12.0,234,,,,,,Remote shell access via SSH for your Scala applications.,,,21.0,12,False,3,,['scala3'],,,,
257,reactive,nafg/reactive,web-frameworks,https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2023-07-20 18:10:18,2021-02-28 04:06:13,1147,,41.0,18,141.0,29.0,53.0,216,,,,,,A simple FRP library and a web UI framework built on it.,,,11.0,12,False,3,,['scalajs'],,,,
258,borer,sirthias/borer,json,https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2023-08-29 23:28:15,2023-07-31 13:58:20,985,9.0,13.0,9,552.0,8.0,108.0,200,,,,,,Efficient CBOR and JSON (de)serialization in Scala.,,,9.0,12,True,3,,"['scala3', 'scalajs']",,,,
259,squid,epfldata/squid,toolkits,https://github.com/epfldata/squid,https://github.com/epfldata/squid,Apache-2.0,2016-03-08 21:53:00,2020-11-23 16:20:35,2020-11-23 16:20:07,583,,12.0,16,18.0,17.0,33.0,197,,,,,4.0,Squid type-safe metaprogramming and compilation framework for Scala.,,,6.0,12,False,3,,,,,,
260,log4s,Log4s/log4s,toolkits,https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2022-07-08 02:08:50,2022-07-08 02:08:50,378,,22.0,9,62.0,12.0,21.0,172,,,,,,High-performance SLF4J wrapper for Scala.,,,14.0,12,False,3,,"['scala3', 'scalajs']",,,,
261,mainargs,com-lihaoyi/mainargs,others,https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2023-09-06 16:47:58,2023-08-31 03:51:19,149,4.0,15.0,6,75.0,15.0,8.0,162,2023-08-08 10:06:28,0.5.1,,,6.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",,,7.0,12,False,3,,"['scala3', 'scalajs']",,,,
262,sbt-pgp,sbt/sbt-pgp,sbt,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2022-12-06 03:24:26,2022-12-06 03:24:26,333,,52.0,7,86.0,18.0,97.0,142,2022-12-06 03:46:29,2.2.1,,,15.0,PGP plugin for sbt.,,,33.0,12,False,3,,,,,,
263,doddle-model,picnicml/doddle-model,sci,https://github.com/picnicml/doddle-model,https://github.com/picnicml/doddle-model,Apache-2.0,2018-02-09 13:54:54,2023-06-09 00:06:58,2020-03-27 10:19:20,299,,23.0,16,138.0,30.0,29.0,140,,,,,11.0,doddle-model: machine learning in Scala.,,,8.0,12,False,3,,,,,,
264,optimus,vagmcs/optimus,sci,https://github.com/vagmcs/Optimus,https://github.com/vagmcs/Optimus,LGPL-3.0,2014-12-23 12:23:36,2023-02-04 17:10:50,2022-08-27 20:53:36,279,,26.0,8,19.0,,21.0,139,2022-08-28 16:54:49,3.4.3,1775.0,136.0,1.0,Optimus is a mathematical programming library for Scala.,,,9.0,12,True,3,,['scala3'],,,,
265,vertx-lang-scala,vert-x3/vertx-lang-scala,reactive,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2023-07-25 12:12:15,2023-07-25 12:11:50,560,3.0,39.0,40,45.0,10.0,57.0,116,,,,,,Vert.x for Scala.,3.0,3.0,20.0,12,False,3,,,,,,
266,lolhttp,criteo/lolhttp,http,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2023-08-25 17:45:22,2023-07-17 16:35:50,126,4.0,18.0,19,197.0,29.0,8.0,93,2023-07-17 16:37:14,0.13.6,,,31.0,An HTTP Server and Client library for Scala.,,,20.0,12,True,3,,,,,,
267,osm4scala,simplexspatial/osm4scala,others,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2023-08-10 05:13:53,2022-09-08 17:18:54,266,,15.0,5,40.0,24.0,47.0,74,2022-09-08 17:30:18,1.0.11,42.0,1.0,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,,,4.0,12,True,3,,,,,,
268,scowl,phenoscape/scowl,others,https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2023-08-26 01:16:41,2022-03-30 19:07:24,243,,9.0,10,157.0,8.0,4.0,53,2022-03-30 16:58:35,1.4.1,,,9.0,A Scala DSL for programming with the OWL API.,,,3.0,12,True,3,,['scala3'],,,,
269,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2023-09-03 00:07:32,2023-07-15 17:53:48,495,25.0,3.0,12,186.0,3.0,2.0,36,2021-11-22 07:29:41,4.1.1,,,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,,,4.0,12,True,3,,['scalajs'],,,,
270,play-googleauth,guardian/play-googleauth,sec,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2023-07-25 14:08:49,2023-07-25 13:24:01,426,5.0,9.0,64,193.0,7.0,,32,,,,,,Simple play module for authenticating against Google.,,,39.0,12,True,3,,,,,,
271,spata,fingo/spata,csv-yaml,https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2023-09-07 16:37:47,2023-06-09 15:45:27,442,,5.0,3,24.0,1.0,3.0,19,2023-06-01 15:39:17,3.1.0,,,10.0,"Functional, stream-based CSV processor for Scala.",,,3.0,12,True,3,,['scala3'],,,,
272,managerial,dvgica/managerial,others,https://github.com/dvgica/managerial,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20,2023-09-06 18:17:32,2023-09-06 18:17:32,376,51.0,2.0,1,144.0,,,13,2023-07-06 04:09:02,0.9.1,,,7.0,A zero-dependency Scala library for managing resources monadically.,,,3.0,12,False,3,,['scala3'],,,,
273,curiodb,stephenmcd/curiodb,distributed,https://github.com/stephenmcd/curiodb,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43,2018-11-04 22:44:22,2018-11-04 22:44:21,139,,44.0,35,19.0,5.0,7.0,511,,,,,,Distributed NoSQL Database.,,,6.0,11,False,3,,,,,,
274,akka-tracing,levkhomich/akka-tracing,distributed,https://github.com/levkhomich/akka-tracing,https://github.com/levkhomich/akka-tracing,,2014-03-15 20:15:30,2018-01-31 15:10:20,2018-01-13 12:03:50,355,,35.0,28,18.0,22.0,75.0,315,,,,,,"A distributed tracing extension for Akka. Provides integration with Play framework, Spray and Akka HTTP.",,,8.0,11,False,3,,,,,,
275,scalacollider,sciss/scalacollider,media,https://github.com/Sciss/ScalaCollider,https://github.com/Sciss/ScalaCollider,AGPL-3.0,2009-12-10 16:39:10,2021-11-18 09:19:03,2021-10-24 16:33:52,581,,19.0,15,5.0,8.0,,203,,,,,,A Scala sound synthesis library based on SuperCollider. Mirror of https://codeberg.org/sciss/ScalaCollider.,,,2.0,11,False,2,,"['scala3', 'scalajs']",,,,
276,scalive,xitrum-framework/scalive,test,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125,,13.0,18,3.0,8.0,12.0,200,2019-01-30 13:24:43,1.7.0,612.0,5.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,,,4.0,11,False,3,,,,,,
277,scala-forklift,lastland/scala-forklift,db-clients,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2022-09-06 13:51:34,2020-04-24 19:30:57,274,,29.0,11,21.0,13.0,19.0,190,2016-08-10 07:04:47,0.2.3,,,3.0,"Type-safe data migration tool for Slick, Git and beyond.",,,10.0,11,False,3,,,,,,
278,numsca,botkop/numsca,sci,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2023-01-30 06:59:54,2023-01-30 06:59:54,74,,16.0,17,3.0,3.0,7.0,180,2020-04-19 10:21:27,0.1.7,,,7.0,numsca is numpy for scala.,,,,11,True,3,,,,,,
279,scala-records,scala-records/scala-records,toolkits,https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224,,13.0,19,77.0,19.0,46.0,160,,,,,,Labeled records for Scala based on structural refinement types and macros.,,,11.0,11,False,3,,['scalajs'],,,,
280,octopus,krzemin/octopus,data,https://github.com/krzemin/octopus,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09,2023-08-15 17:10:42,2020-11-04 07:51:59,121,,21.0,8,111.0,13.0,8.0,149,,,,,,Scala library for boilerplate-free validation.,,,9.0,11,False,3,,['scalajs'],,,,
281,parapet,parapet-io/parapet,distributed,https://github.com/parapet-io/parapet,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31,2023-04-30 02:37:57,2023-04-30 02:37:57,326,,6.0,12,30.0,8.0,18.0,134,2022-02-24 07:02:23,0.0.1-RC6,,,5.0,A purely functional library to build distributed and event-driven systems.,,,5.0,11,True,3,,,,,,
282,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135,,24.0,29,52.0,16.0,34.0,108,,,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",,,20.0,11,False,3,,,,,,
283,scalafiddle-editor,scalafiddle/scalafiddle-editor,others,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174,,38.0,3,49.0,17.0,26.0,99,,,,,,Web user interface for ScalaFiddle.,,,20.0,11,False,3,,,,,,
284,fintrospect,daviddenton/fintrospect,http,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752,,9.0,7,23.0,3.0,26.0,93,,,,,,"Implement fast, type-safe HTTP webservices for Finagle.",,,5.0,11,False,3,,,,,,
285,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,env,https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2023-08-11 21:23:40,2023-07-12 22:10:31,360,2.0,6.0,15,254.0,2.0,5.0,85,2022-10-13 08:37:27,0.6.3,,,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,11,True,2,,"['scala3', 'scalajs']",,,,
286,couchdb-scala,beloglazov/couchdb-scala,db-clients,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236,,18.0,6,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,,,7.0,A purely functional Scala client for CouchDB.,,,2.0,11,False,3,,,,,,
287,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2023-07-04 16:23:25,2023-07-04 16:23:20,34,1.0,7.0,22,2.0,8.0,5.0,57,2023-02-06 17:13:32,1.1.1,,,4.0,SBT plugin for tweaking various IDE settings.,,,6.0,11,True,3,,,,,,
288,proto,zero-deps/proto,data,https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2023-06-15 21:12:33,2023-06-15 21:12:27,331,4.0,3.0,7,10.0,,19.0,32,2022-06-28 20:48:49,2.1.2,,,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,,,7.0,11,True,3,,['scala3'],,,,
289,gridscale,openmole/gridscale,bigdata,https://github.com/openmole/gridscale,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23,2023-07-13 20:36:23,2023-07-13 20:36:12,1114,14.0,6.0,7,12.0,5.0,8.0,26,,,,,,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",,,5.0,11,True,3,,['scala3'],,,,
290,scountries,lambdaworks/scountries,others,https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2023-09-06 23:37:19,2023-09-06 23:37:19,71,22.0,1.0,8,59.0,,,20,2023-04-24 16:27:10,1.0.0,,,2.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",,,5.0,11,True,3,,['scala3'],io.lambdaworks:scountries_3,https://search.maven.org/artifact/io.lambdaworks/scountries_3,2023-04-24 16:27:10,
291,scurl-detector,lambdaworks/scurl-detector,others,https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2023-09-06 23:42:50,2023-09-06 23:39:19,120,24.0,2.0,8,111.0,1.0,9.0,17,2023-04-24 16:29:18,1.1.0,,,2.0,Scala library that detects and extracts URLs from text.,,,7.0,11,True,3,,['scala3'],io.lambdaworks:scurl-detector_3,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_3,2023-04-24 16:29:18,
292,stac4s,stac-utils/stac4s,others,https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2023-06-10 13:33:51,2023-03-13 16:42:50,394,,9.0,9,554.0,20.0,31.0,15,2022-05-24 18:50:34,0.8.1,,,23.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,,,14.0,11,True,3,,['scalajs'],,,,
293,annette,annetteplatform/annette,distributed,https://github.com/annetteplatform/annette,https://github.com/annetteplatform/annette,Apache-2.0,2020-09-28 16:48:14,2023-07-18 09:13:09,2023-07-18 09:13:04,405,14.0,,2,34.0,,12.0,15,2023-07-18 09:19:53,0.5.1,,,14.0,"Platform to build distributed, scalable, enterprise-wide business applications.",,,,11,True,3,,,,,,
294,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2023-09-05 18:30:42,2023-09-05 18:30:36,178,49.0,,2,,,,4,2023-07-29 11:30:38,0.1.0,,,1.0,Molecule translates custom Scala code to database queries for multiple databases.,,,,11,False,3,,"['scala3', 'scalajs']",,,,
295,subcut,dickwall/subcut,di,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92,,33.0,25,17.0,8.0,21.0,405,,,,,,Scala Uniquely Bound Classes Under Traits.,,,11.0,10,False,3,,,,,,
296,replesent,marconilanna/replesent,others,https://github.com/marconilanna/REPLesent,https://github.com/marconilanna/REPLesent,Apache-2.0,2015-02-02 02:37:44,2019-10-02 19:39:29,2019-08-27 14:36:48,73,,34.0,14,13.0,5.0,,403,,,,,,A neat little tool to build presentations using the Scala REPL.,,,9.0,10,False,3,,,,,,
297,scalatex,lihaoyi/scalatex,env,https://github.com/lihaoyi/Scalatex,https://github.com/lihaoyi/Scalatex,,2014-12-19 04:14:12,2020-02-21 06:44:18,2020-02-21 06:44:18,232,,35.0,15,32.0,29.0,21.0,288,,,,,,"Programmable, Typesafe Document Generation.",,,16.0,10,False,2,,['scalajs'],,,,
298,libra,to-ithaca/libra,sci,https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2023-07-18 21:59:14,2021-02-28 00:36:23,143,,26.0,11,186.0,25.0,23.0,200,,,,,,A dimensional analysis library based on dependent types.,,,10.0,10,False,3,,['scalajs'],,,,
299,sbt-groll,sbt/sbt-groll,sbt,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126,,8.0,8,23.0,1.0,4.0,134,2021-12-17 12:41:14,7.1.0,,,3.0,sbt plugin to roll the Git history.,,,8.0,10,False,3,,,,,,
300,clustering4ever,clustering4ever/clustering4ever,sci,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269,,13.0,21,14.0,,,126,,,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",,,5.0,10,False,3,,,,,,
301,roshttp,hmil/roshttp,http,https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135,,24.0,5,49.0,18.0,28.0,125,,,,,,Unified Scala.js + Scala HTTP client API.,,,13.0,10,False,3,,['scalajs'],,,,
302,beard,zalando/beard,templating,https://github.com/zalando/beard,https://github.com/zalando/beard,,2015-07-09 09:11:25,2020-06-16 11:51:28,2020-06-16 11:51:27,240,,28.0,20,55.0,8.0,23.0,122,,,,,,"A lightweight, logicless templating engine, written in Scala and inspired by Mustache.",,,24.0,10,False,3,,,,,,
303,miniboxing-plugin,miniboxing/miniboxing-plugin,others,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143,,17.0,12,31.0,45.0,177.0,121,,,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,,,14.0,10,False,3,,,,,,
304,ScalaJack,gzoller/ScalaJack,json,https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,MIT,2013-06-17 20:20:56,2022-11-15 00:51:10,2022-11-15 00:50:56,923,,8.0,12,182.0,2.0,49.0,110,,,,,,Fast JSON parser/generator for Scala.,,,13.0,10,True,3,,['scala3'],,,,
305,longevity,longevityframework/longevity,db-clients,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216,,5.0,12,8.0,36.0,4.0,103,2018-07-01 17:41:25,0.27.0,,,35.0,A Persistence Framework for Scala and NoSQL.,,,3.0,10,False,3,,,,,,
306,moultingyaml,jcazevedo/moultingyaml,csv-yaml,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171,,33.0,5,28.0,18.0,8.0,98,,,,,,Scala wrapper for SnakeYAML.,,,13.0,10,False,3,,,,,,
307,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2023-08-11 19:55:39,2023-08-11 19:55:00,438,8.0,9.0,4,231.0,6.0,17.0,95,,,,,,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,10,True,3,,"['scala3', 'scalajs']",,,,
308,pushka,fomkin/pushka,json,https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88,,9.0,7,26.0,10.0,25.0,81,,,,,14.0,ABANDONED Pure Scala serialization library with annotations.,,,6.0,10,False,3,,['scalajs'],,,,
309,gallia-core,galliaproject/gallia-core,bigdata,https://github.com/galliaproject/gallia-core,https://github.com/galliaproject/gallia-core,,2021-02-05 18:36:52,2023-07-21 14:02:11,2023-07-21 14:01:59,382,25.0,4.0,7,,1.0,,76,2022-10-07 15:29:11,0.4.0,,,4.0,A schema-aware Scala library for data transformation.,,,1.0,10,False,3,,,,,,
310,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41,,3.0,5,4.0,5.0,11.0,27,2021-04-28 13:50:29,0.1.5,,,5.0,SBT deploy plugin.,,,6.0,10,False,3,,,,,,
311,wire-signals,wireapp/wire-signals,reactive,https://github.com/wireapp/wire-signals,https://github.com/wireapp/wire-signals,GPL-3.0,2019-01-25 09:51:56,2023-08-28 04:14:56,2022-02-06 11:48:23,206,,5.0,6,57.0,7.0,26.0,23,2021-07-02 10:00:31,1.0.0,,,1.0,A small and effective event-handling library for Scala.,,,2.0,10,False,3,,['scala3'],,,,
312,ninny-json,nrktkt/ninny-json,json,https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2023-07-28 17:09:09,2023-07-28 17:08:43,98,2.0,5.0,2,49.0,7.0,4.0,21,2023-07-28 17:09:09,0.8.1,,,27.0,JSON typeclasses that know the difference between null and absent fields.,,,3.0,10,True,3,,['scala3'],,,,
