,name,github_id,category,homepage,contributor_count,github_url,license,created_at,updated_at,projectrank,fork_count,open_issue_count,star_count,description,show,projectrank_placing,maven_id,labels,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,maven_dependent_project_count,trending
174,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,72.0,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50.000,2025-09-08 04:49:41,11,159.0,162.0,340.0,scalaxb is an XML data binding tool for Scala.,True,3.0,,,,,,,,,,,
175,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,68.0,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29.000,2026-07-06 21:51:46,11,76.0,5.0,307.0,sbt plugin to automate Sonatype releases from GitHub Actions.,True,2.0,,,,,,,,,,,
176,hamsters,scala-hamsters/hamsters,toolkits,https://github.com/scala-hamsters/hamsters,25.0,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24.000,2026-06-23 08:13:20,11,21.0,1.0,290.0,A mini Scala utility library.,True,3.0,,['scalajs'],,,,,,,,,
177,scaldi,scaldi/scaldi,di,https://github.com/scaldi/scaldi,13.0,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02.000,2021-07-27 19:12:47,11,24.0,23.0,281.0,Lightweight Scala Dependency Injection Library.,False,3.0,,,,,,,,,,,
178,each,ThoughtWorksInc/each,toolkits,https://github.com/ThoughtWorksInc/each,15.0,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00.000,2024-08-19 21:12:41,11,26.0,20.0,256.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,False,3.0,,['scalajs'],,,,,,,,,
179,borer,sirthias/borer,json,https://github.com/sirthias/borer,11.0,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46.000,2025-11-03 16:44:39,11,16.0,11.0,238.0,Efficient CBOR and JSON (de)serialization in Scala.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
180,pulsar4s,CleverCloud/pulsar4s,db-clients,https://github.com/CleverCloud/pulsar4s,30.0,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12.000,2025-05-24 00:13:59,11,45.0,31.0,230.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",True,2.0,,['scala3'],,,,,,,,,
181,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,35.0,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13.000,2026-05-10 17:21:29,11,48.0,1.0,228.0,sbt plugin for Scalafmt.,True,2.0,,,,,,,,,,,
182,mainargs,com-lihaoyi/mainargs,others,https://github.com/com-lihaoyi/mainargs,15.0,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48.000,2026-01-14 12:14:06,11,27.0,36.0,205.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",False,2.0,,"['scala3', 'scalajs']",,,,,,,,,
183,youi,outr/youi,web-frameworks,https://github.com/outr/youi,12.0,https://github.com/outr/youi,MIT,2012-06-26 14:06:32.000,2021-11-28 22:18:49,11,29.0,22.0,194.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",False,3.0,,['scalajs'],,,,,,,,,
184,scalacollider,sciss/scalacollider,media,https://github.com/sciss/scalacollider,2.0,https://github.com/sciss/scalacollider,AGPL-3.0,2009-12-10 16:39:10.000,2021-10-24 16:34:30,11,19.0,8.0,186.0,A Scala sound synthesis library based on SuperCollider.,False,2.0,,"['scala3', 'scalajs']",,,,,,,,,
185,log4s,Log4s/log4s,logging,https://github.com/Log4s/log4s,16.0,https://github.com/Log4s/log4s,,2013-04-28 07:57:48.000,2026-03-13 22:57:39,11,26.0,10.0,174.0,High-performance SLF4J wrapper for Scala.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
186,enableIf.scala,ThoughtWorksInc/enableIf.scala,toolkits,https://github.com/ThoughtWorksInc/enableIf.scala,6.0,https://github.com/ThoughtWorksInc/enableIf.scala,Apache-2.0,2016-04-13 14:26:48.000,2024-06-25 04:37:36,11,4.0,8.0,68.0,"A library that toggles Scala code at compile-time, like #if in C/C++.",False,3.0,,,,,,,,,,,
187,otavia,otavia-projects/otavia,reactive,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,11,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,2.0,cc.otavia:otavia-runtime_3,['scala3'],15.0,,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,2024-09-15 09:19:26,0.4.5,11.0,15.0,
188,otavia-runtime,otavia-projects/otavia,di,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,11,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,3.0,cc.otavia:otavia-runtime_3,['scala3'],15.0,,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,2024-09-15 09:19:26,0.4.5,11.0,15.0,
189,gridscale,openmole/gridscale,bigdata,https://github.com/openmole/gridscale,5.0,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23.000,2025-07-10 07:28:40,11,8.0,4.0,28.0,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",True,3.0,,['scala3'],,,,,,,,,
190,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,1.0,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41.000,2026-01-19 10:34:53,11,,,20.0,Scala 3 library to compose domain-tailored data from SQL databases.,True,2.0,,"['scala3', 'scalajs']",,,,,,,,,3.0
191,cassovary,twitter/cassovary,toolkits,https://github.com/twitter/cassovary,30.0,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30.000,2021-10-08 21:22:29,10,148.0,33.0,1051.0,Cassovary is a simple big graph processing library for the JVM.,False,3.0,,,,,,,,,,,
192,scalaj-http,scalaj/scalaj-http,http,https://github.com/scalaj/scalaj-http,29.0,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19.000,2022-04-03 21:19:24,10,119.0,28.0,973.0,Simple scala wrapper for HttpURLConnection. OAuth included.,False,3.0,,,,,,,,,,,
193,tensorflow_scala,eaplatanios/tensorflow_scala,sci,https://github.com/eaplatanios/tensorflow_scala,12.0,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29.000,2022-06-22 21:53:34,10,95.0,29.0,939.0,TensorFlow API for the Scala Programming Language.,False,3.0,,,,,,,,,,,
194,rediscala,etaty/rediscala,db-clients,https://github.com/etaty/rediscala,32.0,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16.000,2020-03-28 01:20:00,10,134.0,74.0,786.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",False,2.0,,,,,,,,,,,
195,sbt-updates,rtimush/sbt-updates,sbt,https://github.com/rtimush/sbt-updates,30.0,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50.000,2021-03-06 13:32:54,10,48.0,12.0,655.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,False,2.0,,,,,,,,,,,
196,play2-auth,t2v/play2-auth,sec,https://github.com/t2v/play2-auth,22.0,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14.000,2019-09-10 09:34:53,10,136.0,23.0,606.0,Play2.x Authentication and Authorization module.,False,1.0,,,,,,,,,,,
197,tut,tpolecat/tut,sbt,https://github.com/tpolecat/tut,38.0,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48.000,2019-10-01 13:28:34,10,62.0,63.0,596.0,doc/tutorial generator for scala.,False,2.0,,,,,,,,,,,
198,korolev,fomkin/korolev,web-frameworks,https://github.com/fomkin/korolev,26.0,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56.000,2023-08-13 15:22:53,10,50.0,16.0,577.0,Single Page Applications running on the server side.,False,3.0,,"['scala3', 'scalajs']",,,,,,,,,
199,sbt-buildinfo,sbt/sbt-buildinfo,sbt,https://github.com/sbt/sbt-buildinfo,51.0,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30.000,2025-08-14 04:42:33,10,91.0,12.0,558.0,I know this because build.sbt knows this.,True,2.0,,,,,,,,,,,
200,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,https://github.com/nulab/scala-oauth2-provider,28.0,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40.000,2023-12-04 15:31:56,10,99.0,4.0,538.0,OAuth 2.0 server-side implementation written in Scala.,False,1.0,,,,,,,,,,,
201,salat,salat/salat,db-clients,https://github.com/salat/salat,43.0,https://github.com/salat/salat,,2011-01-12 16:54:23.000,2019-03-03 13:32:54,10,105.0,34.0,488.0,Salat is a simple serialization library for case classes.,False,2.0,,,,,,,,,,,
202,akka-http-session,softwaremill/akka-http-session,sec,https://github.com/softwaremill/akka-http-session,24.0,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05.000,2023-08-29 17:18:02,10,58.0,11.0,437.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",False,1.0,,,,,,,,,,,
203,play-pac4j,pac4j/play-pac4j,sec,https://github.com/pac4j/play-pac4j,55.0,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26.000,2026-03-02 14:48:05,10,104.0,6.0,410.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",True,1.0,,,,,,,,,,,
204,play-swagger,iheartradio/play-swagger,others,https://github.com/iheartradio/play-swagger,54.0,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52.000,2023-11-10 07:27:13,10,137.0,22.0,406.0,Swagger spec generator for play framework.,False,2.0,,,,,,,,,,,
205,splain,tek/splain,sbt,https://github.com/tek/splain,21.0,https://github.com/tek/splain,MIT,2016-12-18 00:02:41.000,2026-01-16 22:50:13,10,28.0,9.0,373.0,better implicit errors for scala.,True,2.0,,,,,,,,,,,
206,sbt-git,sbt/sbt-git,sbt,https://github.com/sbt/sbt-git,58.0,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57.000,2025-08-11 05:32:31,10,102.0,33.0,355.0,A git plugin for sbt.,True,2.0,,,,,,,,,,,
207,tsec,jmcardon/tsec,sec,https://github.com/jmcardon/tsec,30.0,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11.000,2021-11-26 17:57:19,10,55.0,65.0,350.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,False,1.0,,['scala3'],,,,,,,,,
208,sbt-sonatype,xerial/sbt-sonatype,sbt,https://github.com/xerial/sbt-sonatype,38.0,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49.000,2025-03-21 12:04:29,10,65.0,25.0,337.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,True,2.0,,,,,,,,,,,
209,scala-activerecord,aselab/scala-activerecord,db-clients,https://github.com/aselab/scala-activerecord,9.0,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31.000,2021-01-08 00:05:38,10,27.0,20.0,321.0,ActiveRecord-like ORM library for Scala.,False,2.0,,,,,,,,,,,
210,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,78.0,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02.000,2025-09-15 05:13:14,10,64.0,38.0,318.0,An sbt plugin to create awesome microsites for your project.,True,2.0,,,,,,,,,,,
211,banana-rdf,banana-rdf/banana-rdf,others,https://github.com/banana-rdf/banana-rdf,31.0,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56.000,2023-07-11 15:24:27,10,67.0,99.0,299.0,Banana RDF.,False,2.0,,['scalajs'],,,,,,,,,
212,scalismo,unibas-gravis/scalismo,media,https://github.com/unibas-gravis/scalismo,23.0,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38.000,2024-03-13 18:47:06,10,66.0,10.0,239.0,Scalable Image Analysis and Shape Modelling.,False,2.0,,['scala3'],,,,,,,,,
213,scala-ssh,sirthias/scala-ssh,others,https://github.com/sirthias/scala-ssh,22.0,https://github.com/sirthias/scala-ssh,Apache-2.0,2011-10-28 14:07:59.000,2021-07-09 08:32:58,10,52.0,19.0,233.0,Remote shell access via SSH for your Scala applications.,False,2.0,,['scala3'],,,,,,,,,
214,Remora,zalando-incubator/remora,distributed,https://github.com/zalando-incubator/remora,29.0,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05.000,2022-09-29 17:13:59,10,31.0,6.0,196.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",False,2.0,,,,,,,,,,,
215,sbt-header,sbt/sbt-header,sbt,https://github.com/sbt/sbt-header,40.0,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45.000,2025-09-14 00:30:33,10,58.0,12.0,187.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",True,2.0,,,,,,,,,,,
216,spoiwo,norbert-radyk/spoiwo,csv-yaml,https://github.com/norbert-radyk/spoiwo,21.0,https://github.com/norbert-radyk/spoiwo,MIT,2014-01-05 13:42:05.000,2025-06-14 12:45:59,10,48.0,12.0,183.0,Scala POI Wrapper for the spreadsheet generation in Excel:.,True,3.0,,['scala3'],,,,,,,,,
217,relate,lucidsoftware/relate,db-clients,https://github.com/lucidsoftware/relate,19.0,https://github.com/lucidsoftware/relate,Apache-2.0,2014-05-19 19:18:32.000,2025-05-13 16:12:32,10,15.0,12.0,162.0,Performant database access in Scala.,True,2.0,,,,,,,,,,,
218,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,6.0,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55.000,2025-11-05 09:56:44,10,10.0,19.0,111.0,Typesafe HTML templates and static site generator in pure Scala.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
219,rescala,rescala-lang/rescala,reactive,https://github.com/rescala-lang/rescala,30.0,https://github.com/rescala-lang/rescala,Apache-2.0,2013-06-07 09:30:17.000,2026-05-09 12:51:33,10,29.0,,98.0,REScala - distributed and reactive programming embedded in OO and FP programs.,True,3.0,,"['scala3', 'scalajs']",,,,,,,,,
220,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,11.0,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12.000,2025-09-11 23:26:12,10,14.0,16.0,96.0,A Future-free Fs2 native pure FP Redis client.,True,2.0,,['scalajs'],,,,,,,,,
221,fintrospect,daviddenton/fintrospect,http,https://github.com/daviddenton/fintrospect,5.0,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11.000,2020-08-26 11:42:43,10,10.0,3.0,91.0,"Implement fast, type-safe HTTP webservices for Finagle.",False,3.0,,,,,,,,,,,
222,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,https://github.com/polyvariant/sttp-oauth2,16.0,,Apache-2.0,,2024-05-12 18:38:37,10,25.0,,80.0,sttp-oauth2.,False,1.0,com.ocadotechnology:sttp-oauth2_2.13,,4.0,,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,2024-05-12 18:38:37,0.18.0,29.0,4.0,
223,sharaf,sake92/sharaf,web-frameworks,https://github.com/sake92/sharaf,3.0,https://github.com/sake92/sharaf,Apache-2.0,2023-04-06 01:38:35.000,2026-06-23 13:02:08,10,2.0,8.0,65.0,Minimalistic Scala 3 web framework.,True,3.0,,['scala3'],,,,,,,,,
224,otavia-all,otavia-projects/otavia,toolkits,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,10,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,3.0,cc.otavia:otavia-all_3,['scala3'],,,https://search.maven.org/artifact/cc.otavia/otavia-all_3,2024-09-15 09:19:00,2024-09-15 09:19:00,0.4.5,7.0,,
225,otavia-codec-http,otavia-projects/otavia,http,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,10,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,3.0,cc.otavia:otavia-codec-http_3,['scala3'],2.0,,https://search.maven.org/artifact/cc.otavia/otavia-codec-http_3,2024-09-15 09:19:08,2024-09-15 09:19:08,0.4.5,11.0,2.0,
226,otavia-serde-json,otavia-projects/otavia,json,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,10,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,3.0,cc.otavia:otavia-serde-json_3,['scala3'],3.0,,https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-09-15 09:19:32,2024-09-15 09:19:32,0.4.5,11.0,3.0,
227,otavia-sql,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,10,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,2.0,cc.otavia:otavia-sql_3,['scala3'],4.0,,https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-09-15 09:19:41,2024-09-15 09:19:41,0.4.5,11.0,4.0,
228,otavia-postgres-driver,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,10,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,2.0,cc.otavia:otavia-postgres-driver_3,['scala3'],2.0,,https://search.maven.org/artifact/cc.otavia/otavia-postgres-driver_3,2024-09-15 09:19:40,2024-09-15 09:19:40,0.4.5,10.0,2.0,
229,otavia-mysql-driver,otavia-projects/otavia,db-clients,https://github.com/otavia-projects/otavia,1.0,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59.000,2026-06-01 16:31:12,10,4.0,,54.0,Your shiny new IO & Actor programming model!.,True,2.0,cc.otavia:otavia-mysql-driver_3,['scala3'],2.0,,https://search.maven.org/artifact/cc.otavia/otavia-mysql-driver_3,2024-09-15 09:19:38,2024-09-15 09:19:38,0.4.5,11.0,2.0,
230,reactor-scala-extensions,spring-attic/reactor-scala-extensions,reactive,https://github.com/spring-attic/reactor-scala-extensions,16.0,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30.000,2022-03-01 19:25:25,10,15.0,,52.0,A scala extension for Project Reactors Flux and Mono.,False,3.0,,,,,,,,,,,
231,zio-dynamodb,zio/zio-dynamodb,db-clients,https://github.com/zio/zio-dynamodb,22.0,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45.000,2026-05-31 09:22:13,10,24.0,21.0,48.0,"Simple, type-safe, and efficient access to DynamoDB.",True,2.0,,"['zio', 'scala3']",,,,,,,,,
232,scountries,lambdaworks/scountries,others,https://github.com/lambdaworks/scountries,6.0,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45.000,2026-02-16 18:46:45,10,3.0,3.0,22.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",True,2.0,io.lambdaworks:scountries_3,['scala3'],,,https://search.maven.org/artifact/io.lambdaworks/scountries_3,2026-01-13 12:14:39,2026-01-13 12:14:39,1.2.0,3.0,,
233,annette,annetteplatform/annette,distributed,https://github.com/annetteplatform/annette,2.0,https://github.com/annetteplatform/annette,Apache-2.0,2020-09-28 16:48:14.000,2024-06-21 13:14:48,10,1.0,,19.0,"Platform to build distributed, scalable, enterprise-wide business applications.",False,2.0,,,,,,,,,,,3.0
234,scurl-detector,lambdaworks/scurl-detector,others,https://github.com/lambdaworks/scurl-detector,11.0,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41.000,2026-02-16 18:49:28,10,2.0,,16.0,Scala library that detects and extracts URLs from text.,True,2.0,io.lambdaworks:scurl-detector_3,['scala3'],,,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_3,2026-01-13 12:20:08,2026-01-13 12:20:08,1.3.0,3.0,,
235,scala-redis,debasishg/scala-redis,db-clients,https://github.com/debasishg/scala-redis,72.0,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15.000,2023-01-25 21:39:14,9,219.0,78.0,1019.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",False,3.0,,,,,,,,,,,
236,sbt-revolver,spray/sbt-revolver,sbt,https://github.com/spray/sbt-revolver,17.0,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49.000,2024-10-18 06:08:21,9,54.0,27.0,858.0,An SBT plugin for dangerously fast development turnaround in Scala.,False,3.0,,,,,,,,,,,
237,figaro,charles-river-analytics/figaro,sci,https://github.com/charles-river-analytics/figaro,29.0,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17.000,2022-06-01 16:25:49,9,152.0,122.0,760.0,Figaro Programming Language and Core Libraries.,False,3.0,,,,,,,,,,,
238,vegas,vegas-viz/vegas,bigdata,https://github.com/vegas-viz/vegas,20.0,https://github.com/vegas-viz/vegas,MIT,2016-04-14 16:44:32.000,2022-01-30 23:39:05,9,98.0,54.0,730.0,The missing MatPlotLib for Scala + Spark.,False,3.0,,,,,,,,,,,
239,better-monadic-for,oleg-py/better-monadic-for,sbt,https://github.com/oleg-py/better-monadic-for,10.0,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54.000,2024-05-07 13:24:27,9,32.0,13.0,709.0,Desugaring scala `for` without implicit `withFilter`s.,False,3.0,,,,,,,,,,,
240,akka-quartz-scheduler,enragedginger/akka-quartz-scheduler,others,https://github.com/enragedginger/akka-quartz-scheduler,41.0,https://github.com/enragedginger/akka-quartz-scheduler,,2013-04-13 02:48:41.000,2023-11-27 09:23:13,9,113.0,10.0,558.0,Quartz Extension and utilities for cron-style scheduling in Akka.,False,3.0,,['scala3'],,,,,,,,,
241,sbt-pack,xerial/sbt-pack,sbt,https://github.com/xerial/sbt-pack,39.0,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58.000,2026-06-24 04:33:37,9,77.0,43.0,503.0,A sbt plugin for creating distributable Scala packages.,False,3.0,,,,,,,,,,,
242,curiodb,stephenmcd/curiodb,distributed,https://github.com/stephenmcd/curiodb,6.0,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43.000,2016-10-04 04:39:37,9,43.0,5.0,490.0,Distributed NoSQL Database.,False,3.0,,,,,,,,,,,
243,larray,xerial/larray,toolkits,https://github.com/xerial/larray,11.0,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50.000,2022-11-30 18:43:55,9,43.0,26.0,401.0,Large off-heap arrays and mmap files for Scala and Java.,False,3.0,,,,,,,,,,,
244,replesent,marconilanna/replesent,others,https://github.com/marconilanna/replesent,9.0,https://github.com/marconilanna/replesent,Apache-2.0,2015-02-02 02:37:44.000,2017-10-13 20:52:54,9,31.0,1.0,353.0,A neat little tool to build presentations using the Scala REPL.,False,3.0,,,,,,,,,,,
245,scalajs-angular,greencatsoft/scalajs-angular,scala-js,https://github.com/greencatsoft/scalajs-angular,18.0,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33.000,2019-03-29 07:39:22,9,43.0,18.0,259.0,AngularJS Binding for Scala.js.,False,3.0,,['scalajs'],,,,,,,,,
246,sbt-dependency-check,albuch/sbt-dependency-check,sbt,https://github.com/albuch/sbt-dependency-check,19.0,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44.000,2023-11-15 08:21:08,9,35.0,4.0,258.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,False,3.0,,,,,,,,,,,
247,scrypto,input-output-hk/scrypto,sec,https://github.com/input-output-hk/scrypto,26.0,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21.000,2025-03-18 10:41:33,9,49.0,4.0,202.0,Cryptographic primitives for Scala.,False,3.0,,['scalajs'],,,,,,,,,
248,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,18.0,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08.000,2025-06-27 14:32:50,9,35.0,13.0,171.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",True,3.0,,,,,,,,,,,
249,optimus,vagmcs/optimus,sci,https://github.com/vagmcs/optimus,10.0,https://github.com/vagmcs/optimus,LGPL-3.0,2014-12-23 12:23:36.000,2024-12-02 16:41:19,9,28.0,1.0,141.0,Optimus is a mathematical programming library for Scala.,False,3.0,,['scala3'],,,,,,,,,
250,parapet,parapet-io/parapet,distributed,https://github.com/parapet-io/parapet,7.0,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31.000,2023-04-30 02:37:57,9,7.0,8.0,140.0,A purely functional library to build distributed and event-driven systems.,False,3.0,,,,,,,,,,,
251,zio-redis,zio/zio-redis,db-clients,https://github.com/zio/zio-redis,50.0,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24.000,2026-03-31 03:14:25,9,68.0,23.0,133.0,A ZIO-based redis client.,True,3.0,,"['zio', 'scala3']",,,,,,,,,
252,clustering4ever,clustering4ever/clustering4ever,sci,https://github.com/clustering4ever/clustering4ever,5.0,https://github.com/clustering4ever/clustering4ever,Apache-2.0,2018-03-26 19:58:12.000,2021-01-26 19:43:10,9,12.0,,130.0,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",False,3.0,,,,,,,,,,,
253,fastring,atry/fastring,env,https://github.com/atry/fastring,7.0,https://github.com/atry/fastring,Apache-2.0,2012-11-25 07:09:25.000,2024-11-17 01:22:04,9,10.0,7.0,127.0,Extremely fast string formatting.,False,1.0,,['scalajs'],,,,,,,,,
254,sbt-unidoc,sbt/sbt-unidoc,sbt,https://github.com/sbt/sbt-unidoc,23.0,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23.000,2026-01-06 03:16:43,9,26.0,24.0,126.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,True,3.0,,,,,,,,,,,
255,cilib,ciren/cilib,others,https://github.com/ciren/cilib,26.0,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13.000,2026-04-30 10:09:08,9,99.0,6.0,125.0,"Typesafe, purely functional Computational Intelligence.",True,3.0,,,,,,,,,,,
256,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,https://github.com/crobox/clickhouse-scala-client,22.0,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12.000,2025-11-28 11:22:57,9,28.0,15.0,119.0,Clickhouse Scala Client with Reactive Streams support.,True,3.0,,,,,,,,,,,
257,octopus,krzemin/octopus,data,https://github.com/krzemin/octopus,9.0,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09.000,2020-07-12 18:40:10,9,18.0,13.0,119.0,Scala library for boilerplate-free validation.,False,3.0,,['scalajs'],,,,,,,,,
