,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
0,playframework,playframework/playframework,com.typesafe.play:play_3,web-frameworks,"['scala3', 'scalajs']",https://github.com/playframework/playframework,https://github.com/playframework/playframework,Apache-2.0,2011-09-07 09:24:08,2024-12-04 15:26:56,2024-12-04 14:55:46,13905.0,98.0,4097.0,626.0,8992.0,464.0,3368.0,12560,2024-11-29 09:56:40,3.0.6,76.0,The Community Maintained High Velocity Web Framework For Java and Scala.,85.0,21.0,982.0,33,https://search.maven.org/artifact/com.typesafe.play/play_3,2024-11-28 13:15:55,64.0,True,1,,,,
1,gitbucket,gitbucket/gitbucket,,development-cycle,,https://github.com/gitbucket/gitbucket,https://github.com/gitbucket/gitbucket,Apache-2.0,2013-04-10 16:41:35,2024-12-19 06:19:44,2024-12-19 06:19:42,6030.0,47.0,1250.0,453.0,1878.0,351.0,1454.0,9176,2024-05-18 07:27:15,4.41.0,100.0,"A Git platform powered by Scala with easy installation, high extensibility & GitHub API compatibility.",21.0,21.0,198.0,33,,,,True,1,744693.0,5772.0,,
2,sbt,sbt/sbt,,development-cycle,['scala3'],https://github.com/sbt/sbt,https://github.com/sbt/sbt,Apache-2.0,2009-08-17 00:31:14,2024-12-18 06:20:16,2024-12-18 02:50:15,12202.0,149.0,938.0,170.0,3435.0,821.0,3537.0,4813,2024-11-30 07:09:14,1.10.6,100.0,"sbt, the interactive build tool.",,,426.0,33,,,,True,1,22687124.0,294637.0,,
3,zio,zio/zio,dev.zio:zio_2.13,toolkits,"['scala3', 'scalajs']",https://github.com/zio/zio,https://github.com/zio/zio,Apache-2.0,2018-05-19 16:40:37,2024-12-19 17:45:33,2024-12-19 17:28:56,7921.0,138.0,1301.0,113.0,6759.0,388.0,2270.0,4125,2024-12-19 12:51:12,2.1.14,100.0,"ZIO A type-safe, composable library for async and concurrent programming in Scala.",1241.0,,737.0,32,https://search.maven.org/artifact/dev.zio/zio_2.13,2024-11-20 06:04:06,1241.0,True,1,,,,
4,coursier,coursier/coursier,,sbt,['scalajs'],https://github.com/coursier/coursier,https://github.com/coursier/coursier,Apache-2.0,2015-06-16 18:32:53,2024-12-19 15:42:28,2024-12-19 15:01:59,4601.0,224.0,312.0,58.0,2041.0,402.0,743.0,2060,2024-12-17 14:53:52,2.1.22,100.0,Pure Scala Artifact Fetching.,,,150.0,31,,,,True,1,13218020.0,227896.0,,
5,akka,akka/akka,,distributed,['scala3'],https://github.com/akka/akka,https://github.com/akka/akka,,2009-02-16 12:51:54,2024-12-06 01:07:01,2024-11-29 12:20:18,27156.0,58.0,3592.0,572.0,11937.0,879.0,7185.0,13073,2024-10-28 08:05:39,2.8.8,60.0,"A platform to build and run apps that are elastic, agile, and resilient. SDK, libraries, and hosted environments.",21.0,21.0,1060.0,30,,,,False,1,,,,
6,mill,com-lihaoyi/mill,,development-cycle,,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2024-12-18 08:20:03,2024-12-18 08:11:21,4153.0,419.0,359.0,52.0,2856.0,186.0,947.0,2251,2024-12-17 12:50:07,0.12.4,100.0,"Mill is a fast JVM build tool that supports Java, Scala and Kotlin. 2-4x faster than Gradle and 4-10x faster than..",,,241.0,30,,,,True,2,1875020.0,26408.0,,
7,kafka,apache/kafka,,distributed,,https://github.com/apache/kafka,https://github.com/apache/kafka,Apache-2.0,2011-08-15 18:06:16,2024-12-19 17:32:39,2024-12-19 15:12:50,14555.0,774.0,14003.0,1062.0,18269.0,1024.0,,29098,,,,Mirror of Apache Kafka.,25.0,25.0,1488.0,29,,,,True,1,,,,
8,flink,apache/flink,,bigdata,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10,2024-12-19 17:57:23,2024-12-19 17:57:23,36224.0,375.0,13369.0,939.0,25806.0,1242.0,,24283,,,,Apache Flink.,21.0,21.0,1953.0,29,,,,True,1,,,,
9,spark-nlp,johnsnowlabs/spark-nlp,,sci,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44,2024-12-19 12:10:02,2024-12-18 16:54:40,8638.0,46.0,715.0,101.0,13388.0,34.0,864.0,3891,2024-12-18 17:20:39,5.5.2,100.0,State of the Art Natural Language Processing.,531.0,531.0,114.0,29,,,,True,1,,,1.0,
10,spark,apache/spark,,bigdata,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08,2024-12-19 11:21:20,2024-12-19 11:21:13,43056.0,816.0,28347.0,2023.0,49209.0,229.0,,40212,,,,Apache Spark - A unified analytics engine for large-scale data processing.,,,3158.0,28,,,,True,1,,,,
11,finagle,twitter/finagle,,distributed,,https://github.com/twitter/finagle,https://github.com/twitter/finagle,Apache-2.0,2010-10-19 22:10:09,2024-12-18 19:11:12,2024-12-18 19:11:11,8193.0,29.0,1455.0,551.0,549.0,62.0,357.0,8795,2024-05-07 19:46:22,finagle-24.5.0,84.0,"A fault tolerant, protocol-agnostic RPC system.",21.0,21.0,532.0,28,,,,True,2,,,,
12,bigdl,intel-analytics/bigdl,,sci,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50,2024-12-19 09:25:46,2024-12-19 09:25:46,3797.0,317.0,1231.0,253.0,9920.0,1015.0,1640.0,6821,2024-08-22 09:06:57,2.1.0,19.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Mixtral, Gemma, Phi, MiniCPM, Qwen-VL,..",,,112.0,28,,,,True,1,644.0,7.0,,intel-analytics/ipex-llm
13,gatling,gatling/gatling,,test,,https://github.com/gatling/gatling,https://github.com/gatling/gatling,Apache-2.0,2011-05-31 12:40:25,2024-12-19 15:12:04,2024-12-19 15:11:54,10905.0,147.0,1196.0,233.0,841.0,38.0,3720.0,6499,,,,Modern Load Testing as Code.,23.0,23.0,241.0,28,,,,True,1,,,,
14,circe,circe/circe,io.circe:circe-core_2.13,json,"['scala3', 'scalajs']",https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2024-12-18 18:37:47,2024-12-18 18:32:12,3219.0,31.0,541.0,64.0,1770.0,121.0,449.0,2501,2024-09-06 14:45:40,0.14.10,73.0,Yet another JSON library for Scala.,854.0,,290.0,28,https://search.maven.org/artifact/io.circe/circe-core_2.13,2024-09-06 14:45:40,854.0,True,1,,,,
15,smile,haifengl/smile,,sci,['scala3'],https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2024-12-18 03:01:40,2024-12-18 03:01:34,4181.0,162.0,1130.0,268.0,176.0,9.0,611.0,6069,2024-11-25 13:42:24,4.0.0,29.0,Statistical Machine Intelligence & Learning Engine.,21.0,21.0,72.0,27,,,,False,1,11980.0,114.0,,
16,http4s,http4s/http4s,,http,"['scala3', 'scalajs']",https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2024-12-17 12:21:51,2024-12-13 07:27:16,17727.0,101.0,791.0,74.0,6038.0,331.0,1161.0,2565,2024-12-04 18:16:06,0.23.30,100.0,"A minimal, idiomatic Scala interface for HTTP.",,,475.0,27,,,,True,1,,,,
17,metals,scalameta/metals,,development-cycle,['scala3'],https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2024-12-19 13:12:42,2024-12-19 12:49:50,9109.0,227.0,335.0,48.0,4741.0,269.0,1765.0,2109,2024-12-17 16:32:00,1.4.2,68.0,Scala language server with rich IDE features.,,,203.0,27,,,,True,2,31.0,0.0,,
18,scalameta,scalameta/scalameta,,toolkits,['scalajs'],https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2024-12-17 16:34:53,2024-12-17 16:34:53,8893.0,150.0,225.0,40.0,2835.0,145.0,1106.0,1121,2024-12-12 15:11:37,4.12.1,100.0,"Library to read, analyze, transform and generate Scala programs.",3.0,3.0,126.0,27,,,,True,1,,,,
19,bloop,scalacenter/bloop,,development-cycle,['scalajs'],https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2024-12-19 12:01:43,2024-12-19 11:59:10,5752.0,160.0,201.0,24.0,1768.0,99.0,646.0,911,2024-12-13 13:53:09,2.0.6,72.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",,,150.0,27,,,,True,2,210078.0,2531.0,,
20,cats,typelevel/cats,,toolkits,"['scala3', 'scalajs']",https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2024-12-19 00:20:37,2024-12-18 23:48:12,6958.0,48.0,1210.0,188.0,3446.0,253.0,995.0,5277,2024-05-28 15:37:17,2.12.0,66.0,"Lightweight, modular, and extensible library for functional programming.",20.0,20.0,561.0,26,,,,False,1,,,,
21,ammonite,com-lihaoyi/ammonite,,toolkits,['scala3'],https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2024-10-24 01:38:52,2024-10-24 01:38:51,2848.0,8.0,372.0,64.0,744.0,157.0,697.0,2611,2024-09-25 06:47:46,3.0.0,100.0,Scala Scripting.,,,146.0,26,,,,True,1,959616.0,10545.0,-1.0,
22,scio,spotify/scio,,bigdata,,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2024-12-19 16:12:56,2024-12-19 11:06:09,5416.0,20.0,514.0,115.0,4249.0,143.0,1164.0,2565,2024-11-06 08:06:23,0.14.9,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,,,246.0,26,,,,True,2,12215.0,138.0,,
23,elastic4s,sksamuel/elastic4s,com.sksamuel.elastic4s:elastic4s_2.13,db-clients,['scala3'],https://github.com/Philippus/elastic4s,https://github.com/Philippus/elastic4s,Apache-2.0,2013-06-10 20:23:57,2024-12-19 17:18:50,2024-12-19 17:18:50,5026.0,101.0,684.0,76.0,2069.0,11.0,1162.0,1640,2024-11-30 11:37:56,8.16.0,58.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",,,416.0,26,https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,True,1,,,,Philippus/elastic4s
24,tapir,softwaremill/tapir,,http,"['scala3', 'scalajs']",https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2024-12-19 17:33:32,2024-12-19 17:33:29,9267.0,139.0,422.0,46.0,3314.0,163.0,748.0,1370,2024-12-03 15:25:16,1.11.10,100.0,Rapid development of self-documenting APIs.,,,312.0,26,,,,True,1,,,,
25,scalapb,scalapb/scalapb,,data,"['scala3', 'scalajs']",https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2024-12-13 17:43:54,2024-12-13 17:43:54,2581.0,36.0,284.0,45.0,1192.0,38.0,577.0,1309,2024-10-01 03:15:46,1.0.0-alpha.1,100.0,Protocol buffer compiler for Scala.,,,127.0,26,,,,True,1,547141.0,5640.0,,
26,scala-cli,VirtusLab/scala-cli,,development-cycle,['scala3'],https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-05-10 12:29:24,2024-12-19 17:22:26,2024-12-19 17:22:26,4456.0,158.0,131.0,21.0,2325.0,275.0,700.0,565,2024-11-20 15:58:31,1.5.4,61.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",,,92.0,26,,,,True,2,1456185.0,36404.0,,
27,Snowplow,snowplow/snowplow,,sci,,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2024-09-02 14:31:11,2024-09-02 14:31:06,6749.0,,1189.0,270.0,492.0,57.0,3906.0,6859,2022-01-31 21:28:26,22.01,85.0,The leader in Next-Generation Customer Data Infrastructure.,21.0,21.0,104.0,25,,,,True,2,7170.0,52.0,,
28,scala-js,scala-js/scala-js,,scala-js,['scalajs'],https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2024-12-17 08:21:31,2024-12-17 08:21:31,7467.0,83.0,394.0,148.0,2814.0,48.0,2208.0,4610,2024-09-28 08:23:33,1.17.0,27.0,"Scala.js, the Scala to JavaScript compiler.",,,105.0,25,,,,True,1,,,,
29,shapeless,milessabin/shapeless,,toolkits,"['scala3', 'scalajs']",https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2024-11-17 08:14:41,2024-11-17 08:14:40,2736.0,8.0,533.0,101.0,976.0,34.0,384.0,3398,2024-05-18 09:37:07,2.3.12,9.0,Generic programming for Scala.,138.0,138.0,154.0,25,,,,True,2,,,,
30,doobie,tpolecat/doobie,,db-clients,['scala3'],https://github.com/typelevel/doobie,https://github.com/typelevel/doobie,MIT,2013-11-25 07:25:20,2024-12-15 10:44:42,2024-12-14 15:35:01,3721.0,65.0,355.0,68.0,1582.0,127.0,437.0,2178,2024-09-18 11:27:46,1.0.0-RC6,20.0,Functional JDBC layer for Scala.,,,179.0,25,,,,True,1,,,,typelevel/doobie
31,sttp,softwaremill/sttp,,http,"['scala3', 'scalajs']",https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2024-12-19 15:33:41,2024-12-19 15:33:34,5854.0,78.0,309.0,40.0,1924.0,59.0,412.0,1459,2024-12-16 10:33:55,4.0.0-M20,100.0,The Scala HTTP client you always wanted!.,,,218.0,25,,,,True,2,,,,
32,scalikejdbc,scalikejdbc/scalikejdbc,org.scalikejdbc:scalikejdbc_2.13,db-clients,['scala3'],https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2024-12-19 08:11:22,2024-12-19 05:19:39,3405.0,31.0,230.0,59.0,1891.0,36.0,455.0,1266,2024-09-26 05:23:58,4.3.2,52.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,27.0,,115.0,25,https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2024-09-26 04:59:04,27.0,True,1,,,,
33,eclair,acinq/eclair,,others,,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2024-12-19 17:20:57,2024-12-19 13:43:51,2676.0,38.0,266.0,90.0,2122.0,50.0,702.0,1248,2024-12-04 09:23:28,0.11.0,39.0,A scala implementation of the Lightning Network.,,,50.0,25,,,,True,1,46476.0,499.0,,
34,tinylog,tinylog-org/tinylog,,logging,,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2024-12-19 16:35:14,2024-05-02 14:37:53,1248.0,,82.0,13.0,517.0,38.0,219.0,708,2024-01-31 20:36:31,2.7.0,83.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1608.0,1608.0,23.0,25,,,,True,1,51987.0,429.0,,
35,zeppelin,apache/zeppelin,,sci,,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2024-12-19 09:23:08,2024-12-19 09:19:39,5447.0,50.0,2806.0,310.0,4903.0,178.0,,6428,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",21.0,21.0,556.0,24,,,,True,2,,,,
36,slick,slick/slick,,db-clients,['scala3'],https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2024-12-19 16:25:49,2024-10-26 01:52:16,3513.0,41.0,611.0,142.0,1648.0,444.0,951.0,2655,2024-10-01 12:42:17,3.5.2,22.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,,,205.0,24,,,,True,1,,,-1.0,
37,fs2,typelevel/fs2,,reactive,"['scala3', 'scalajs']",https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2024-12-13 00:23:02,2024-11-29 14:51:46,9796.0,55.0,601.0,88.0,2736.0,109.0,668.0,2381,2024-08-26 19:20:03,3.11.0,100.0,"Compositional, streaming I/O library for Scala.",,,327.0,24,,,,False,1,,,,
38,quill,zio/zio-quill,,db-clients,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2024-12-19 00:15:29,2024-12-06 03:39:46,3631.0,34.0,348.0,60.0,2106.0,304.0,763.0,2153,2024-11-24 07:07:50,4.8.5,11.0,Compile-time Language Integrated Queries for Scala.,,,151.0,24,,,,True,1,,,-1.0,
39,sangria,sangria-graphql/sangria,,others,['scala3'],https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2024-12-16 10:57:35,2024-12-16 10:50:01,2272.0,47.0,226.0,62.0,700.0,63.0,410.0,1959,2024-12-16 13:30:59,4.2.4,90.0,Scala GraphQL implementation.,,,68.0,24,,,,True,1,,,,
40,sbt-native-packager,sbt/sbt-native-packager,,sbt,,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,BSD-2-Clause,2011-12-20 02:04:49,2024-11-25 09:00:27,2024-11-25 09:00:27,1741.0,10.0,439.0,52.0,830.0,143.0,668.0,1598,2024-07-30 20:41:20,1.10.4,100.0,sbt Native Packager.,,,275.0,24,,,,True,1,,,,
41,scalacheck,typelevel/scalacheck,,test,"['scala3', 'scalajs']",https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2024-12-03 20:17:05,2024-12-02 19:25:46,2176.0,14.0,407.0,57.0,738.0,66.0,290.0,1945,2024-09-15 19:14:39,1.18.1,13.0,Property-based testing for Scala.,,,147.0,23,,,,True,1,,,,
42,giter8,foundweekends/giter8,,development-cycle,,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2024-12-18 07:18:12,2024-12-18 07:18:12,1402.0,37.0,225.0,70.0,654.0,49.0,230.0,1742,2024-12-14 06:17:37,0.17.0,19.0,a command line tool to apply templates defined on GitHub.,,,83.0,23,,,,True,3,,,1.0,
43,refined,fthomas/refined,,toolkits,"['scala3', 'scalajs']",https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2024-12-19 15:07:20,2024-12-19 15:07:20,3320.0,50.0,157.0,23.0,1108.0,72.0,149.0,1717,2024-06-01 16:33:31,0.11.2,70.0,Refinement types for Scala.,,,79.0,23,,,,True,2,,,,
44,Monocle,optics-dev/monocle,,toolkits,"['scala3', 'scalajs']",https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2024-12-01 22:07:46,2024-12-01 21:58:04,2220.0,11.0,206.0,54.0,1097.0,50.0,334.0,1663,2024-08-09 09:12:26,3.3.0,10.0,Optics library for Scala.,,,125.0,23,,,,True,2,,,,
45,spark-testing-base,holdenk/spark-testing-base,,test,,https://github.com/holdenk/spark-testing-base,https://github.com/holdenk/spark-testing-base,Apache-2.0,2015-01-30 22:23:59,2024-11-03 02:40:02,2024-11-03 02:39:59,785.0,10.0,357.0,77.0,227.0,105.0,119.0,1525,2023-04-25 21:17:13,1.4.3,4.0,Base classes to use when writing tests with Spark.,43.0,43.0,61.0,23,,,,True,1,,,,
46,akka-http,akka/akka-http,,http,['scala3'],https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2024-12-16 12:13:48,2024-12-16 12:13:45,4512.0,25.0,594.0,68.0,2486.0,577.0,1392.0,1338,2024-10-17 12:56:37,10.7.0,66.0,The Streaming-first HTTP server/module of Akka.,,,359.0,23,,,,False,2,,,,
47,nussknacker,touk/nussknacker,,bigdata,,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2024-12-19 18:32:42,2024-12-19 15:10:43,6998.0,214.0,94.0,39.0,6893.0,101.0,392.0,669,2024-11-22 14:01:13,1.18.0,53.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,85.0,23,,,,True,2,539.0,6.0,,
48,argonaut,argonaut-io/argonaut,io.argonaut:argonaut_2.13,json,"['scala3', 'scalajs']",https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2024-12-16 07:45:35,2024-12-16 07:45:34,1752.0,37.0,108.0,25.0,772.0,28.0,169.0,547,2024-06-01 22:47:08,6.3.10,17.0,Purely functional JSON parser and library in scala.,50.0,,66.0,23,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2024-06-01 22:47:08,50.0,True,1,,,,
49,scalding,twitter/scalding,,bigdata,,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,707.0,321.0,1384.0,316.0,329.0,3506,2017-12-22 20:23:36,0.17.4,17.0,A Scala API for Cascading.,,,212.0,22,,,,False,2,,,,
50,sbt-assembly,sbt/sbt-assembly,,sbt,,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2024-11-13 03:19:36,2024-11-13 03:19:36,673.0,17.0,224.0,50.0,186.0,110.0,252.0,1953,2024-10-06 23:37:27,2.3.0,22.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,84.0,22,,,,True,1,,,,
51,scalajs-react,japgolly/scalajs-react,,scala-js,"['scala3', 'scalajs']",https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2024-12-18 22:19:47,2024-12-16 14:32:01,3211.0,4.0,232.0,65.0,566.0,28.0,510.0,1645,2024-07-11 04:13:26,2.1.2,66.0,Facebooks React on Scala.JS.,,,82.0,22,,,,True,2,,,,
52,finch,finagle/finch,,http,,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2024-12-11 16:29:52,2024-12-11 16:29:52,2379.0,20.0,221.0,60.0,1329.0,42.0,369.0,1599,2022-09-16 18:19:38,0.34.0,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,,,,True,2,,,,
53,pekko,apache/incubator-pekko,,distributed,['scala3'],https://github.com/apache/pekko,https://github.com/apache/pekko,Apache-2.0,2022-10-31 08:40:39,2024-12-18 02:43:23,2024-12-18 02:43:23,27404.0,69.0,142.0,55.0,1192.0,112.0,233.0,1241,,,,"Build highly concurrent, distributed, and resilient message-driven applications using Java/Scala.",,,1074.0,22,,,,True,2,,,,apache/pekko
54,chimney,scalalandio/chimney,,toolkits,"['scala3', 'scalajs']",https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2024-12-18 22:40:29,2024-12-11 20:26:54,1306.0,66.0,95.0,20.0,429.0,17.0,193.0,1180,2024-10-08 16:21:34,1.5.0,38.0,"Scala library for boilerplate-free, type-safe data transformations.",,,39.0,22,,,,True,2,,,,
55,scalafix,scalacenter/scalafix,,development-cycle,['scalajs'],https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2024-12-19 00:24:18,2024-12-18 22:54:41,3843.0,122.0,186.0,28.0,1455.0,81.0,617.0,835,2024-09-27 22:39:43,0.13.0,72.0,Refactoring and linting tool for Scala.,,,110.0,22,,,,True,3,38.0,0.0,,
56,jsoniter-scala,plokhotnyuk/jsoniter-scala,,json,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2024-12-19 12:00:44,2024-12-19 12:02:33,5017.0,108.0,100.0,21.0,893.0,80.0,259.0,752,2024-12-12 08:37:21,2.32.0,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,1.0,1.0,26.0,22,,,,True,2,,,,
57,avro4s,sksamuel/avro4s,,data,['scala3'],https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2024-12-02 02:18:02,2024-12-02 02:02:08,1576.0,14.0,238.0,26.0,471.0,27.0,364.0,721,2024-12-02 02:18:02,5.0.14,8.0,Avro schema generation and serialization / deserialization for Scala.,,,108.0,22,,,,True,1,,,,
58,spark-notebook,spark-notebook/spark-notebook,,sci,,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,654.0,187.0,484.0,208.0,307.0,3155,2017-07-23 14:44:02,0.8.3,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,,,,False,2,,,,
59,util,twitter/util,,toolkits,['scala3'],https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2024-12-13 20:10:51,2024-12-13 20:10:50,3141.0,9.0,583.0,225.0,197.0,14.0,111.0,2693,2022-12-26 14:38:56,util-22.12.0,81.0,Wonderful reusable code from Twitter.,,,323.0,21,,,,True,2,,,,
60,lagom,lagom/lagom,,distributed,,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,634.0,148.0,2274.0,455.0,642.0,2634,2021-12-14 11:16:46,1.6.7,49.0,Reactive Microservices for the JVM.,,,149.0,21,,,,True,2,,,,
61,spray-json,spray/spray-json,io.spray:spray-json_2.13,json,,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,564.0,37.0,155.0,97.0,116.0,2508,2020-11-11 13:05:44,1.3.6,3.0,"A lightweight, clean and simple JSON implementation in Scala.",155.0,,48.0,21,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,155.0,False,2,,,,
62,algebird,twitter/algebird,,sci,,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2024-08-19 21:31:41,2024-02-24 18:39:07,1905.0,,345.0,231.0,956.0,108.0,177.0,2289,2023-07-10 21:51:16,0.13.10,30.0,Abstract Algebra for Scala.,,,116.0,21,,,,True,2,,,,
63,finatra,twitter/finatra,,web-frameworks,,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2024-05-07 20:18:06,2024-05-07 20:18:05,2655.0,,410.0,210.0,267.0,16.0,309.0,2269,2022-12-26 14:40:15,finatra-22.12.0,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,258.0,21,,,,True,1,,,,
