,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,updated_github_id
199,larray,xerial/larray,,toolkits,,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465.0,,43.0,25.0,26.0,26.0,33.0,401,2016-12-14 04:07:48,0.4.0,3.0,Large off-heap arrays and mmap files for Scala and Java.,,,11.0,15,,,,False,3,,,,
200,tsec,jmcardon/tsec,,sec,['scala3'],https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841.0,,55.0,10.0,332.0,65.0,55.0,350,2019-04-23 03:46:29,0.1.0,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,,,30.0,15,,,,False,3,,,,
201,scala-guice,codingwell/scala-guice,,di,['scala3'],https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278.0,,44.0,13.0,44.0,12.0,50.0,341,2023-03-12 18:12:58,5.1.1,8.0,Scala extensions for Google Guice.,,,26.0,15,,,,False,2,,,,
202,scala-activerecord,aselab/scala-activerecord,,db-clients,,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513.0,,31.0,35.0,12.0,20.0,62.0,322,2020-10-07 00:17:01,0.6.1,8.0,ActiveRecord-like ORM library for Scala.,,,9.0,15,,,,False,3,,,,
203,diffson,gnieh/diffson,,json,"['scala3', 'scalajs']",https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2024-09-21 14:06:56,2024-09-21 13:45:07,569.0,4.0,51.0,13.0,393.0,13.0,48.0,315,2024-04-02 18:25:18,4.6.0,16.0,A scala diff/patch library for Json.,,,33.0,15,,,,True,3,,,,
204,each,ThoughtWorksInc/each,,toolkits,['scalajs'],https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2024-08-19 21:12:41,2023-02-03 06:45:06,739.0,,27.0,28.0,158.0,10.0,28.0,256,2023-02-03 06:24:22,3.3.2,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,,,15.0,15,,,,False,3,,,,
205,chaos,mesosphere/chaos,,web-frameworks,,https://github.com/d2iq-archive/chaos,https://github.com/d2iq-archive/chaos,Apache-2.0,2013-06-25 14:53:40,2019-04-15 12:17:35,2019-04-15 12:17:21,224.0,,36.0,150.0,52.0,12.0,15.0,252,2017-04-05 09:50:47,0.8.8,1.0,A lightweight framework for writing REST services in Scala.,,,21.0,15,,,,False,3,,,,d2iq-archive/chaos
206,pprint,com-lihaoyi/pprint,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2024-10-24 00:58:24,2024-10-24 00:58:24,155.0,2.0,39.0,6.0,105.0,33.0,22.0,228,2024-04-15 01:54:51,0.9.0,10.0,"Pretty-printing value, types and type-signatures in Scala.",,,18.0,15,,,,True,2,,,,
207,scrypto,input-output-hk/scrypto,,sec,['scalajs'],https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2024-09-22 18:28:41,2024-09-22 18:25:20,1030.0,3.0,52.0,22.0,90.0,5.0,18.0,201,2024-09-22 18:28:42,3.0.0,10.0,Cryptographic primitives for Scala.,,,25.0,15,,,,False,3,,,,
208,sbt-header,sbt/sbt-header,,sbt,,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2024-08-13 03:15:45,2023-06-07 08:14:12,320.0,,55.0,10.0,243.0,11.0,77.0,186,2023-06-07 11:27:41,5.10.0,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",,,38.0,15,,,,True,3,,,,
209,sbt-pgp,sbt/sbt-pgp,,sbt,,https://github.com/sbt/sbt-pgp,https://github.com/sbt/sbt-pgp,,2011-09-08 15:58:10,2024-12-19 06:05:21,2024-12-19 06:04:43,373.0,38.0,56.0,7.0,104.0,19.0,97.0,144,2024-12-10 14:48:36,2.3.1,17.0,PGP plugin for sbt.,,,36.0,15,,,,False,3,,,,
210,skuber,hagay3/skuber,,others,['scala3'],https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2024-12-17 16:25:32,2024-11-27 13:13:24,1149.0,2.0,29.0,3.0,407.0,23.0,23.0,76,2024-03-04 12:13:20,4.0.3,21.0,A Scala Kubernetes client library.,,,66.0,15,,,,True,2,,,,
211,sttp-oauth2,ocadotechnology/sttp-oauth2,com.ocadotechnology:sttp-oauth2_2.13,sec,,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2024-08-21 21:08:16,2024-08-21 20:31:47,484.0,,22.0,9.0,517.0,11.0,23.0,74,2024-08-21 20:05:38,0.19.2,35.0,OAuth2 client library implemented in Scala using sttp.,4.0,,14.0,15,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,True,3,,,,polyvariant/sttp-oauth2
212,chronoscala,chronoscala/chronoscala,,toolkits,"['scala3', 'scalajs']",https://github.com/chronoscala/chronoscala,https://github.com/chronoscala/chronoscala,MIT,2016-07-11 17:30:46,2024-12-09 08:50:04,2024-10-26 09:16:50,505.0,34.0,8.0,46.0,249.0,1.0,16.0,68,2024-09-22 08:28:11,2.0.13,14.0,A JSR-310 port of nscala_time.,,,10.0,15,,,,True,3,,,,
213,zio-dynamodb,zio/zio-dynamodb,,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2024-12-18 08:38:15,2024-12-14 14:37:23,351.0,23.0,20.0,5.0,475.0,17.0,66.0,38,2024-10-04 16:45:12,1.0.0-RC8,25.0,"Simple, type-safe, and efficient access to DynamoDB.",,,17.0,15,,,,True,3,,,,
214,scala-redis,debasishg/scala-redis,,db-clients,,https://github.com/debasishg/scala-redis,https://github.com/debasishg/scala-redis,,2009-12-31 06:31:15,2023-01-25 21:39:14,2021-12-19 15:12:11,485.0,,219.0,61.0,150.0,78.0,82.0,1020,2021-11-02 15:19:32,3.42,11.0,"A scala library for connecting to a redis server, or a cluster of redis nodes using consistent hashing on the client..",,,72.0,14,,,,False,3,,,,
215,scalatags,com-lihaoyi/scalatags,,templating,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2024-10-24 00:57:58,2024-10-24 00:57:58,611.0,2.0,117.0,38.0,143.0,39.0,111.0,760,,,,ScalaTags is a small XML/HTML construction library for Scala.,,,62.0,14,,,,True,3,,,,
216,sbt-android,scala-android/sbt-android,,others,,https://github.com/scala-android/sbt-android,https://github.com/scala-android/sbt-android,,2012-02-24 04:11:36,2020-12-03 18:44:05,2019-10-18 20:27:53,1284.0,,94.0,57.0,77.0,22.0,253.0,743,,,,An easy-to-use sbt plugin for working with all Android projects.,,,35.0,14,,,,False,2,,,,
217,requests-scala,com-lihaoyi/requests-scala,,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2024-10-24 00:58:31,2024-10-24 00:58:31,183.0,2.0,86.0,12.0,106.0,35.0,51.0,732,2024-07-22 10:23:03,0.9.0,10.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",,,35.0,14,,,,False,3,,,,
218,parboiled2,sirthias/parboiled2,,parsers,"['scala3', 'scalajs']",https://github.com/sirthias/parboiled2,https://github.com/sirthias/parboiled2,,2013-04-18 10:48:21,2024-12-19 07:13:32,2024-12-19 07:13:31,995.0,12.0,86.0,28.0,424.0,36.0,119.0,717,,,,A macro-based PEG parser generator for Scala 2.10+.,,,38.0,14,,,,False,3,,,,
219,scala-csv,tototoshi/scala-csv,,csv-yaml,['scala3'],https://github.com/tototoshi/scala-csv,https://github.com/tototoshi/scala-csv,,2012-03-08 17:02:19,2024-12-13 21:03:44,2024-12-13 21:03:44,532.0,12.0,141.0,29.0,245.0,30.0,68.0,698,,,,CSV Reader/Writer for Scala.,,,35.0,14,,,,False,2,,,,
220,sbt-pack,xerial/sbt-pack,,sbt,,https://github.com/xerial/sbt-pack,https://github.com/xerial/sbt-pack,,2012-11-19 06:44:58,2024-12-17 08:24:03,2024-12-17 08:24:01,954.0,17.0,76.0,14.0,444.0,31.0,70.0,496,2024-05-08 00:59:29,0.20,15.0,A sbt plugin for creating distributable Scala packages.,,,38.0,14,,,,False,3,,,,
221,splain,tek/splain,,sbt,,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2024-10-09 16:45:11,2024-10-09 16:45:07,361.0,2.0,28.0,9.0,56.0,9.0,59.0,370,2024-05-09 22:38:03,Release/1.1.0-2.13.14,50.0,better implicit errors for scala.,,,21.0,14,,,,True,3,684.0,7.0,,
222,atto,tpolecat/atto,,parsers,"['scala3', 'scalajs']",https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2024-08-19 21:17:45,2022-07-07 03:03:10,588.0,,58.0,13.0,389.0,19.0,11.0,359,2021-05-14 18:36:22,0.9.5,2.0,friendly little parsers.,,,31.0,14,,,,False,3,,,,
223,kantan.csv,nrinaudo/kantan.csv,,csv-yaml,['scalajs'],https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2024-07-10 18:18:51,2022-09-06 14:24:02,1028.0,,36.0,10.0,206.0,50.0,134.0,346,2019-06-04 07:25:39,0.5.1,12.0,CSV handling library for Scala.,,,9.0,14,,,,False,2,,,,
224,hamsters,scala-hamsters/hamsters,,toolkits,['scalajs'],https://github.com/scala-hamsters/hamsters,https://github.com/scala-hamsters/hamsters,Apache-2.0,2016-04-18 13:12:24,2020-12-19 17:54:15,2020-02-25 09:53:53,587.0,,23.0,22.0,70.0,6.0,61.0,291,,,,A mini Scala utility library.,,,24.0,14,,,,False,3,,,,
225,scaldi,scaldi/scaldi,,di,,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2024-08-13 03:47:38,2022-06-08 15:18:06,506.0,,24.0,7.0,227.0,23.0,49.0,289,2021-07-27 19:27:16,0.6.2,16.0,Lightweight Scala Dependency Injection Library.,,,13.0,14,,,,False,3,,,,
226,scalaprops,scalaprops/scalaprops,,test,"['scala3', 'scalajs']",https://github.com/scalaprops/scalaprops,https://github.com/scalaprops/scalaprops,MIT,2015-05-05 03:19:11,2024-12-16 19:45:02,2024-12-10 22:08:15,1291.0,19.0,22.0,13.0,454.0,10.0,12.0,277,,,,property based testing library for Scala.,,,12.0,14,,,,True,3,,,,
227,sbt-dependency-check,albuch/sbt-dependency-check,,sbt,,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2024-08-21 12:54:02,2023-11-15 08:21:08,625.0,,35.0,11.0,247.0,5.0,79.0,266,2023-03-05 11:31:58,5.1.0,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,,,18.0,14,,,,True,3,,,,
228,scalajs-angular,greencatsoft/scalajs-angular,,scala-js,['scalajs'],https://github.com/greencatsoft/scalajs-angular,https://github.com/greencatsoft/scalajs-angular,Apache-2.0,2014-07-20 06:46:33,2021-01-18 09:51:02,2021-01-18 09:49:36,349.0,,43.0,25.0,60.0,18.0,39.0,259,2015-02-04 12:43:03,0.3,2.0,AngularJS Binding for Scala.js.,,,18.0,14,,,,False,3,,,,
229,scalajs-bundler,scalacenter/scalajs-bundler,,scala-js,,https://github.com/scalacenter/scalajs-bundler,https://github.com/scalacenter/scalajs-bundler,,2016-09-21 12:18:53,2024-11-10 00:21:08,2023-12-08 16:37:37,548.0,,103.0,23.0,287.0,97.0,134.0,238,2022-11-14 16:00:20,0.21.1,13.0,,,,51.0,14,,,,False,3,,,,
230,fansi,com-lihaoyi/fansi,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/fansi,https://github.com/com-lihaoyi/fansi,,2016-05-26 00:43:32,2024-10-24 00:57:50,2024-10-24 00:57:50,142.0,2.0,26.0,7.0,89.0,24.0,11.0,228,2024-04-15 00:42:50,0.5.0,7.0,Scala/Scala.js library for manipulating Fancy Ansi colored strings.,,,15.0,14,,,,False,2,,,,
231,Remora,zalando-incubator/remora,,distributed,,https://github.com/zalando-incubator/remora,https://github.com/zalando-incubator/remora,MIT,2017-04-20 16:57:05,2022-09-29 17:13:59,2022-09-29 17:13:59,142.0,,31.0,17.0,62.0,6.0,31.0,196,2022-06-09 14:45:31,2.0.0,10.0,"Kafka consumer lag-checking application for monitoring, written in Scala and Akka HTTP; a wrap around the Kafka..",,,29.0,14,,,,False,3,,,,
232,iteratee,travisbrown/iteratee,,reactive,"['scala3', 'scalajs']",https://github.com/travisbrown/iteratee,https://github.com/travisbrown/iteratee,Apache-2.0,2015-09-09 02:17:38,2024-08-15 20:41:07,2021-10-11 13:01:45,1019.0,,17.0,5.0,673.0,40.0,23.0,183,2021-06-09 12:56:34,0.20.0,31.0,Iteratees for Cats.,,,29.0,14,,,,False,3,,,,
233,minitest,monix/minitest,,test,"['scala3', 'scalajs']",https://github.com/monix/minitest,https://github.com/monix/minitest,Apache-2.0,2014-12-16 01:17:08,2024-08-12 23:45:08,2021-11-28 09:54:57,394.0,,34.0,6.0,180.0,12.0,10.0,179,2021-05-13 19:30:08,2.9.6,13.0,The super light testing library for Scala and Scala.js.,,,23.0,14,,,,False,3,,,,
234,nodejs,scalajs-io/nodejs,,scala-js,['scalajs'],https://github.com/scalajs-io/nodejs,https://github.com/scalajs-io/nodejs,Apache-2.0,2016-04-09 01:52:17,2023-05-20 00:10:23,2019-06-17 23:00:05,209.0,,25.0,15.0,8.0,5.0,14.0,163,2017-10-14 23:09:17,0.4.2,49.0,This project provides Scala.js type-safe bindings for Node.js (current) v8.7.0 and LTS v6.11.4 APIs. The platform..,,,4.0,14,,,,False,3,10269.0,98.0,,
235,rtree2d,plokhotnyuk/rtree2d,,others,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2024-12-11 21:50:16,2024-12-11 21:50:16,779.0,20.0,11.0,11.0,541.0,9.0,10.0,132,2024-07-21 09:08:50,0.11.13,27.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,14,,,,True,2,,,,
236,franklin,azavea/franklin,,others,,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2024-12-19 13:39:21,2024-12-19 13:39:21,1248.0,59.0,19.0,13.0,1652.0,96.0,102.0,79,,,,A STAC/OGC API Features Web Service.,,,13.0,14,,,,True,2,,,,
237,zio-elasticsearch,lambdaworks/zio-elasticsearch,io.lambdaworks:zio-elasticsearch_3,db-clients,"['zio', 'scala3']",https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2024-12-19 15:37:27,2024-12-19 15:35:04,495.0,37.0,19.0,13.0,489.0,13.0,36.0,60,2024-06-04 22:31:56,0.4.0,4.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,,,20.0,14,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2024-06-04 22:31:56,,True,3,,,,
238,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,,db-clients,,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2024-12-19 04:39:20,2024-12-19 04:39:16,2944.0,82.0,41.0,10.0,28.0,2.0,2.0,47,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",1.0,1.0,24.0,14,,,,True,3,,,,
239,otavia,otavia-projects/otavia,cc.otavia:otavia-runtime_3,reactive,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,4.0,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model! Star Me Please.,15.0,,1.0,14,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,15.0,True,3,,,,
240,otavia-runtime,otavia-projects/otavia,cc.otavia:otavia-runtime_3,di,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,4.0,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model! Star Me Please.,15.0,,1.0,14,https://search.maven.org/artifact/cc.otavia/otavia-runtime_3,2024-09-15 09:19:26,15.0,True,3,,,,
241,scaloid,pocorall/scaloid,,others,,https://github.com/pocorall/scaloid,https://github.com/pocorall/scaloid,,2012-10-08 05:53:22,2024-06-13 04:46:50,2024-06-13 04:46:44,901.0,,171.0,137.0,58.0,18.0,78.0,2100,2016-03-09 01:14:23,4.2,1.0,Scaloid makes your Android code easy to understand and maintain.,,,19.0,13,,,,False,2,,,,
242,sbt-revolver,spray/sbt-revolver,,sbt,,https://github.com/spray/sbt-revolver,https://github.com/spray/sbt-revolver,Apache-2.0,2011-12-15 10:04:49,2024-10-18 06:08:21,2024-10-18 06:08:20,171.0,1.0,54.0,22.0,32.0,22.0,65.0,852,,,,An SBT plugin for dangerously fast development turnaround in Scala.,,,17.0,13,,,,True,3,,,,
243,tut,tpolecat/tut,,sbt,,https://github.com/tpolecat/tut,https://github.com/tpolecat/tut,MIT,2013-10-25 21:41:48,2021-04-12 21:20:42,2021-04-12 21:20:42,454.0,,62.0,19.0,150.0,63.0,52.0,596,,,,doc/tutorial generator for scala.,,,38.0,13,,,,False,3,,,,
244,scalameter,scalameter/scalameter,,test,,https://github.com/scalameter/scalameter,https://github.com/scalameter/scalameter,,2012-11-18 20:56:32,2022-08-22 09:03:55,2022-08-22 09:03:55,798.0,,72.0,29.0,130.0,50.0,65.0,511,,,,Microbenchmarking and performance regression testing framework for the JVM platform.,,,49.0,13,,,,False,3,,,,
245,scala-clippy,softwaremill/scala-clippy,,sbt,,https://github.com/softwaremill/scala-clippy,https://github.com/softwaremill/scala-clippy,Apache-2.0,2015-12-19 20:13:21,2019-03-14 17:25:51,2019-03-14 11:17:52,260.0,,20.0,19.0,29.0,14.0,22.0,312,2019-03-14 17:25:51,0.6.1,20.0,Good advice for Scala compiler errors.,,,8.0,13,,,,False,3,,,,
246,banana-rdf,banana-rdf/banana-rdf,,others,['scalajs'],https://github.com/banana-rdf/banana-rdf,https://github.com/banana-rdf/banana-rdf,,2012-04-30 03:02:56,2023-07-11 15:24:27,2021-10-29 02:29:24,1342.0,,72.0,32.0,194.0,100.0,90.0,295,,,,Banana RDF.,,,31.0,13,,,,False,2,,,,
247,op-rabbit,spingo/op-rabbit,,others,,https://github.com/SpinGo/op-rabbit,https://github.com/SpinGo/op-rabbit,,2015-05-11 02:09:44,2021-10-28 21:40:36,2020-03-07 23:06:30,345.0,,72.0,13.0,59.0,40.0,107.0,232,2018-02-03 17:34:07,2.1.0,2.0,The Opinionated RabbitMQ Library for Scala and Akka.,,,38.0,13,,,,False,2,,,,
248,borer,sirthias/borer,,json,"['scala3', 'scalajs']",https://github.com/sirthias/borer,https://github.com/sirthias/borer,MPL-2.0,2019-03-04 21:32:46,2024-12-06 16:44:15,2024-12-06 16:41:49,1053.0,19.0,16.0,11.0,610.0,9.0,116.0,226,,,,Efficient CBOR and JSON (de)serialization in Scala.,,,10.0,13,,,,True,3,,,,
249,mainargs,com-lihaoyi/mainargs,,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/mainargs,https://github.com/com-lihaoyi/mainargs,,2020-11-14 09:00:48,2024-10-24 00:57:48,2024-10-24 00:57:46,201.0,4.0,21.0,8.0,138.0,25.0,16.0,191,2024-10-11 09:56:03,0.7.6,21.0,"A small, convenient, dependency-free library for command-line argument parsing in Scala.",,,13.0,13,,,,False,2,,,,
250,sbt-site,sbt/sbt-site,,sbt,,https://github.com/sbt/sbt-site,https://github.com/sbt/sbt-site,,2012-05-16 15:10:10,2024-04-06 08:23:48,2024-03-25 13:21:22,437.0,,74.0,17.0,137.0,27.0,54.0,174,2024-04-06 08:23:48,1.7.0,19.0,Site generation for sbt.,,,45.0,13,,,,False,3,,,,
251,scredis,Livestream/scredis,,db-clients,,https://github.com/Livestream/scredis,https://github.com/Livestream/scredis,Apache-2.0,2013-02-27 16:13:18,2018-06-21 20:42:37,2018-06-21 20:42:37,147.0,,17.0,35.0,8.0,1.0,51.0,153,2014-12-16 16:04:30,2.0.6,24.0,"Non-blocking, ultra-fast Scala Redis client built on top of Akka IO, used in production at Livestream.",,,7.0,13,,,,False,3,,,,
252,scruid,ing-bank/scruid,,db-clients,,https://github.com/ing-bank/scruid,https://github.com/ing-bank/scruid,Apache-2.0,2017-07-04 07:59:24,2021-07-04 10:22:44,2021-06-07 15:35:59,252.0,,26.0,16.0,77.0,7.0,31.0,115,2021-06-07 15:35:10,2.5.0,15.0,"Scala + Druid: Scruid. A library that allows you to compose queries in Scala, and parse the result back into typesafe..",,,20.0,13,,,,False,3,,,,
253,hepek,sake92/hepek,,templating,"['scala3', 'scalajs']",https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2024-10-09 16:52:04,2024-10-09 16:51:59,511.0,3.0,10.0,7.0,278.0,13.0,23.0,107,2024-05-29 10:14:57,0.29.0,2.0,Typesafe HTML templates and static site generator in pure Scala.,,,6.0,13,,,,True,3,,,,
254,laserdisc,laserdisc-io/laserdisc,,db-clients,['scalajs'],https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2024-12-15 22:49:16,2024-12-15 22:31:43,750.0,14.0,14.0,7.0,827.0,14.0,11.0,94,2024-12-15 22:49:16,.0.7.0,22.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,13,,,,True,3,,,,
255,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,,env,"['scala3', 'scalajs']",https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2024-12-11 21:50:57,2024-12-11 21:50:57,397.0,11.0,7.0,16.0,311.0,2.0,5.0,90,2022-10-13 08:37:27,0.6.3,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,13,,,,True,1,,,,
256,finagle-postgres,finagle/finagle-postgres,,db-clients,,https://github.com/finagle/finagle-postgres,https://github.com/finagle/finagle-postgres,Apache-2.0,2015-03-10 16:01:08,2023-09-05 22:07:32,2021-06-02 20:15:58,486.0,,40.0,9.0,287.0,15.0,25.0,81,2021-04-23 22:46:03,0.13,16.0,PostgreSQL protocol support for Finagle.,,,34.0,13,,,,False,3,,,,
257,reactor-scala-extensions,spring-attic/reactor-scala-extensions,,reactive,,https://github.com/spring-attic/reactor-scala-extensions,https://github.com/spring-attic/reactor-scala-extensions,Apache-2.0,2017-04-18 11:51:30,2022-03-01 19:25:25,2022-03-01 19:25:25,1392.0,,15.0,6.0,42.0,,34.0,52,2020-08-10 14:28:32,0.8.0,21.0,A scala extension for Project Reactors Flux and Mono.,,,16.0,13,,,,False,3,,,,
258,dregex,marianobarrios/dregex,,env,,https://github.com/marianobarrios/dregex,https://github.com/marianobarrios/dregex,BSD-2-Clause,2014-05-20 22:38:39,2024-12-19 18:17:20,2024-12-19 12:53:47,399.0,15.0,5.0,6.0,146.0,1.0,5.0,47,2024-04-06 22:41:19,0.9.0,5.0,dregex is a Java library that implements a regular expression engine using deterministic finite automata (DFA). It..,,,6.0,13,,,,True,1,,,,
259,otavia-serde-json,otavia-projects/otavia,cc.otavia:otavia-serde-json_3,json,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,4.0,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model! Star Me Please.,3.0,,1.0,13,https://search.maven.org/artifact/cc.otavia/otavia-serde-json_3,2024-09-15 09:19:32,3.0,True,3,,,,
260,otavia-sql,otavia-projects/otavia,cc.otavia:otavia-sql_3,db-clients,['scala3'],https://github.com/otavia-projects/otavia,https://github.com/otavia-projects/otavia,Apache-2.0,2022-10-01 15:15:59,2024-10-21 13:50:45,2024-10-21 13:42:50,573.0,4.0,3.0,3.0,,,,36,2024-09-16 16:21:02,0.4.5,11.0,Your shiny new IO & Actor programming model! Star Me Please.,4.0,,1.0,13,https://search.maven.org/artifact/cc.otavia/otavia-sql_3,2024-09-15 09:19:41,4.0,True,3,,,,
261,spata,fingo/spata,,csv-yaml,['scala3'],https://github.com/fingo/spata,https://github.com/fingo/spata,Apache-2.0,2020-05-29 22:01:35,2024-11-17 12:17:39,2024-09-30 18:08:47,465.0,4.0,8.0,4.0,29.0,,5.0,35,2024-11-17 13:10:44,2.1.4,13.0,"Functional, stream-based CSV processor for Scala.",,,4.0,13,,,,True,3,,,,
262,stac4s,stac-utils/stac4s,,others,['scalajs'],https://github.com/stac-utils/stac4s,https://github.com/stac-utils/stac4s,Apache-2.0,2019-11-23 20:43:52,2024-12-12 02:46:02,2024-12-12 02:46:01,510.0,25.0,9.0,10.0,678.0,20.0,31.0,17,2024-05-13 00:53:22,0.9.1,25.0,a scala library with primitives to build applications using the SpatioTemporal Asset Catalogs specification.,,,16.0,13,,,,True,2,,,,
263,aptus-core,aptusproject/aptus-core,,others,['scala3'],https://github.com/aptusproject/aptus-core,https://github.com/aptusproject/aptus-core,Apache-2.0,2021-05-25 18:13:35,2024-12-06 17:09:19,2024-12-06 16:30:26,246.0,55.0,1.0,3.0,,,,10,2024-12-02 20:35:31,0.7.0,10.0,A utility library aiming to simplify the Scala coding experience.,,,,13,,,,False,2,,,,
264,scala.rx,lihaoyi/scala.rx,,reactive,['scalajs'],https://github.com/lihaoyi/scala.rx,https://github.com/lihaoyi/scala.rx,,2012-09-26 15:18:46,2023-06-10 18:22:22,2022-02-14 22:51:54,323.0,,79.0,56.0,223.0,29.0,55.0,984,,,,An experimental library for Functional Reactive Programming in Scala.,,,21.0,12,,,,False,3,,,,
265,better-monadic-for,oleg-py/better-monadic-for,,sbt,,https://github.com/oleg-py/better-monadic-for,https://github.com/oleg-py/better-monadic-for,MIT,2018-03-29 19:47:54,2024-05-07 13:24:27,2021-05-25 08:10:05,80.0,,33.0,21.0,19.0,13.0,27.0,709,,,1.0,Desugaring scala `for` without implicit `withFilter`s.,,,10.0,12,,,,False,3,,,,
