,name,github_id,maven_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,github_release_downloads,monthly_downloads,updated_github_id
0,playframework,playframework/playframework,com.typesafe.play:play_3,web-frameworks,"['scala3', 'scalajs']",https://github.com/playframework/playframework,https://github.com/playframework/playframework,Apache-2.0,2011-09-07 09:24:08,2024-05-29 13:23:57,2024-05-28 20:23:50,13663.0,149.0,4092.0,631.0,8704.0,441.0,3354.0,12512,2024-05-07 09:46:57,3.0.3,69.0,The Community Maintained High Velocity Web Framework For Java and Scala.,80.0,21.0,974.0,33,https://search.maven.org/artifact/com.typesafe.play/play_3,2024-05-07 08:23:12,59.0,True,1,-1.0,,,
1,gitbucket,gitbucket/gitbucket,,development-cycle,,https://github.com/gitbucket/gitbucket,https://github.com/gitbucket/gitbucket,Apache-2.0,2013-04-10 16:41:35,2024-05-24 20:08:23,2024-05-24 20:08:23,5927.0,36.0,1239.0,457.0,1774.0,343.0,1446.0,9074,2024-05-18 07:27:15,4.41.0,100.0,"A Git platform powered by Scala with easy installation, high extensibility & GitHub API compatibility.",21.0,21.0,198.0,33,,,,True,1,,734109.0,6017.0,
2,sbt,sbt/sbt,,development-cycle,['scala3'],https://github.com/sbt/sbt,https://github.com/sbt/sbt,Apache-2.0,2009-08-17 00:31:14,2024-05-29 11:56:34,2024-05-23 06:50:43,12010.0,39.0,928.0,173.0,3226.0,785.0,3416.0,4759,2024-05-06 03:36:23,1.10.0,100.0,"sbt, the interactive build tool.",,,424.0,32,,,,True,1,-1.0,16238960.0,222451.0,
3,zio,zio/zio,dev.zio:zio_2.13,toolkits,"['scala3', 'scalajs']",https://github.com/zio/zio,https://github.com/zio/zio,Apache-2.0,2018-05-19 16:40:37,2024-05-30 18:05:36,2024-05-29 08:00:06,7589.0,121.0,1250.0,112.0,6350.0,396.0,2139.0,4002,2024-05-11 09:35:59,2.1.1,100.0,"ZIO A type-safe, composable library for async and concurrent programming in Scala.",1140.0,,709.0,32,https://search.maven.org/artifact/dev.zio/zio_2.13,2024-05-11 09:35:59,1140.0,True,1,,,,
4,akka,akka/akka,,distributed,['scala3'],https://github.com/akka/akka,https://github.com/akka/akka,,2009-02-16 12:51:54,2024-05-24 12:02:55,2024-05-23 07:29:24,27037.0,67.0,3586.0,579.0,11785.0,873.0,7154.0,12948,2024-05-07 11:01:44,2.9.3,50.0,"Build highly concurrent, distributed, and resilient message-driven applications on the JVM.",21.0,21.0,1057.0,30,,,,False,1,,,,
5,bigdl,intel-analytics/bigdl,,sci,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50,2024-05-30 10:27:29,2024-05-30 09:40:18,2885.0,583.0,1166.0,243.0,8866.0,822.0,1480.0,6108,2023-11-13 02:02:20,2.4.0,19.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Baichuan, Mixtral, Gemma, Phi, etc.) on..",51.0,51.0,100.0,30,,,,True,1,,491.0,5.0,intel-analytics/ipex-llm
6,spark,apache/spark,,bigdata,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08,2024-05-30 18:42:19,2024-05-30 16:49:55,41167.0,1143.0,27972.0,2030.0,46783.0,199.0,,38599,,,,Apache Spark - A unified analytics engine for large-scale data processing.,,,3073.0,29,,,,True,1,,,,
7,kafka,apache/kafka,,distributed,,https://github.com/apache/kafka,https://github.com/apache/kafka,Apache-2.0,2011-08-15 18:06:16,2024-05-30 18:36:11,2024-05-30 18:36:11,12923.0,496.0,13522.0,1069.0,16139.0,1098.0,,27595,,,,Mirror of Apache Kafka.,25.0,25.0,1392.0,29,,,,True,1,,,,
8,flink,apache/flink,,bigdata,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10,2024-05-30 17:52:49,2024-05-30 14:34:04,35396.0,415.0,12994.0,944.0,24857.0,1187.0,,23317,,,,Apache Flink.,21.0,21.0,1864.0,29,,,,True,1,,,,
9,finagle,twitter/finagle,,distributed,,https://github.com/twitter/finagle,https://github.com/twitter/finagle,Apache-2.0,2010-10-19 22:10:09,2024-05-07 20:17:55,2024-05-07 20:17:55,8159.0,10.0,1446.0,558.0,548.0,58.0,357.0,8751,2024-05-07 19:46:22,finagle-24.5.0,84.0,"A fault tolerant, protocol-agnostic RPC system.",21.0,21.0,527.0,29,,,,True,1,,,,
10,circe,circe/circe,io.circe:circe-core_2.13,json,"['scala3', 'scalajs']",https://github.com/circe/circe,https://github.com/circe/circe,Apache-2.0,2015-07-31 15:12:09,2024-05-30 10:46:11,2024-05-30 10:23:10,3100.0,71.0,530.0,66.0,1726.0,153.0,418.0,2474,2024-04-26 06:52:57,0.14.7,70.0,Yet another JSON library for Scala.,795.0,,281.0,29,https://search.maven.org/artifact/io.circe/circe-core_2.13,2024-04-26 06:52:57,795.0,True,1,,,,
11,coursier,coursier/coursier,,sbt,['scalajs'],https://github.com/coursier/coursier,https://github.com/coursier/coursier,Apache-2.0,2015-06-16 18:32:53,2024-05-29 18:15:28,2024-05-29 17:27:40,4275.0,79.0,303.0,55.0,1891.0,382.0,724.0,2009,2024-05-06 12:58:28,2.1.10,100.0,Pure Scala Artifact Fetching.,,,146.0,29,,,,True,1,,13180256.0,235361.0,
12,mill,com-lihaoyi/mill,,development-cycle,,https://github.com/com-lihaoyi/mill,https://github.com/com-lihaoyi/mill,MIT,2017-10-17 03:43:19,2024-05-30 15:02:36,2024-05-30 12:18:48,3455.0,88.0,299.0,48.0,2152.0,140.0,746.0,1984,2024-02-05 19:00:38,0.11.7,100.0,Your shiny new Java/Scala build tool!.,,,216.0,29,,,,True,2,,1569349.0,20924.0,
13,gatling,gatling/gatling,,test,,https://github.com/gatling/gatling,https://github.com/gatling/gatling,Apache-2.0,2011-05-31 12:40:25,2024-05-28 09:30:13,2024-05-27 18:11:30,10598.0,185.0,1175.0,234.0,836.0,45.0,3687.0,6295,,,,Modern Load Testing as Code.,23.0,23.0,237.0,28,,,,True,1,,,,
14,smile,haifengl/smile,,sci,['scala3'],https://github.com/haifengl/smile,https://github.com/haifengl/smile,,2014-11-20 16:28:12,2024-05-29 23:07:29,2024-05-29 23:07:23,3685.0,540.0,1122.0,269.0,174.0,11.0,587.0,5938,2024-05-22 14:55:38,3.1.1,28.0,Statistical Machine Intelligence & Learning Engine.,21.0,21.0,70.0,28,,,,False,1,,11343.0,115.0,
15,spark-nlp,johnsnowlabs/spark-nlp,,sci,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44,2024-05-30 14:11:39,2024-05-27 14:06:00,8514.0,32.0,698.0,100.0,13238.0,52.0,832.0,3724,2024-04-05 17:44:10,5.3.3,100.0,State of the Art Natural Language Processing.,434.0,434.0,112.0,28,,,,True,1,,,,
16,ammonite,com-lihaoyi/ammonite,,toolkits,['scala3'],https://github.com/com-lihaoyi/Ammonite,https://github.com/com-lihaoyi/Ammonite,MIT,2015-01-13 07:34:38,2024-05-27 13:26:13,2024-05-25 17:56:42,2813.0,64.0,365.0,66.0,677.0,138.0,690.0,2590,2024-05-13 14:41:45,3.0.0-M2,100.0,Scala Scripting.,,,144.0,28,,,,True,1,,919616.0,10947.0,
17,cats,typelevel/cats,,toolkits,"['scala3', 'scalajs']",https://github.com/typelevel/cats,https://github.com/typelevel/cats,,2015-01-28 20:26:48,2024-05-29 16:04:56,2024-05-28 15:33:16,6832.0,71.0,1186.0,188.0,3382.0,238.0,990.0,5188,2024-05-28 15:37:17,2.12.0,66.0,"Lightweight, modular, and extensible library for functional programming.",20.0,20.0,554.0,27,,,,False,1,1.0,,,
18,scio,spotify/scio,,bigdata,,https://github.com/spotify/scio,https://github.com/spotify/scio,Apache-2.0,2015-03-26 19:07:34,2024-05-29 20:07:35,2024-05-29 09:16:09,5302.0,75.0,507.0,115.0,4115.0,132.0,1152.0,2529,2024-04-18 15:22:57,0.14.4,100.0,A Scala API for Apache Beam and Google Cloud Dataflow.,,,231.0,27,,,,True,2,,11569.0,141.0,
19,http4s,http4s/http4s,,http,"['scala3', 'scalajs']",https://github.com/http4s/http4s,https://github.com/http4s/http4s,Apache-2.0,2012-03-12 04:41:20,2024-05-28 20:23:27,2024-05-28 20:17:39,17489.0,95.0,785.0,71.0,5901.0,317.0,1156.0,2515,2024-05-03 17:34:45,0.23.27,100.0,"A minimal, idiomatic Scala interface for HTTP.",,,467.0,27,,,,True,1,,,,
20,metals,scalameta/metals,,development-cycle,['scala3'],https://github.com/scalameta/metals,https://github.com/scalameta/metals,Apache-2.0,2017-11-03 14:18:53,2024-05-30 15:26:58,2024-05-30 12:24:53,8611.0,193.0,315.0,47.0,4342.0,258.0,1623.0,2029,2024-05-16 13:37:31,1.3.1,61.0,Scala language server with rich IDE features.,,,189.0,27,,,,True,2,1.0,29.0,0.0,
21,tapir,softwaremill/tapir,,http,"['scala3', 'scalajs']",https://github.com/softwaremill/tapir,https://github.com/softwaremill/tapir,Apache-2.0,2018-12-09 16:43:49,2024-05-30 00:53:15,2024-05-30 00:53:14,8895.0,196.0,397.0,47.0,2962.0,138.0,701.0,1300,2024-05-28 11:13:23,1.10.8,100.0,Rapid development of self-documenting APIs.,,,292.0,27,,,,True,1,,,,
22,tinylog,tinylog-org/tinylog,,logging,,https://github.com/tinylog-org/tinylog,https://github.com/tinylog-org/tinylog,Apache-2.0,2012-09-13 11:21:42,2024-05-22 01:09:27,2024-05-02 14:37:53,1248.0,17.0,82.0,12.0,511.0,33.0,217.0,675,2024-01-31 20:36:31,2.7.0,83.0,"tinylog is a lightweight logging framework for Java, Kotlin, Scala, and Android.",1437.0,1437.0,23.0,27,,,,True,1,,39405.0,345.0,
23,Snowplow,snowplow/snowplow,,sci,,https://github.com/snowplow/snowplow,https://github.com/snowplow/snowplow,Apache-2.0,2012-03-01 13:02:21,2024-03-26 10:29:28,2024-03-26 10:29:28,6747.0,6.0,1212.0,267.0,491.0,57.0,3906.0,6759,2022-01-31 21:28:26,22.01,85.0,"The enterprise-grade behavioral data engine (web, mobile, server-side, webhooks), running cloud-natively on AWS and GCP.",21.0,21.0,102.0,26,,,,True,2,-1.0,6278.0,48.0,
24,shapeless,milessabin/shapeless,,toolkits,"['scala3', 'scalajs']",https://github.com/milessabin/shapeless,https://github.com/milessabin/shapeless,Apache-2.0,2011-12-18 13:36:38,2024-05-30 04:54:37,2024-05-30 04:54:37,2720.0,8.0,530.0,103.0,951.0,33.0,383.0,3366,2024-05-18 09:37:07,2.3.12,9.0,Generic programming for Scala.,127.0,127.0,154.0,26,,,,True,1,,,,
25,elastic4s,sksamuel/elastic4s,com.sksamuel.elastic4s:elastic4s_2.13,db-clients,['scala3'],https://github.com/Philippus/elastic4s,https://github.com/Philippus/elastic4s,Apache-2.0,2013-06-10 20:23:57,2024-05-26 18:56:28,2024-05-26 18:56:28,4836.0,64.0,680.0,74.0,1915.0,20.0,1139.0,1633,2024-05-26 15:34:43,8.12.0,47.0,"Elasticsearch Scala Client - Reactive, Non Blocking, Type Safe, HTTP Client.",,,409.0,26,https://search.maven.org/artifact/com.sksamuel.elastic4s/elastic4s_2.13,,,True,1,,,,Philippus/elastic4s
26,scalapb,scalapb/scalapb,,data,"['scala3', 'scalajs']",https://github.com/scalapb/ScalaPB,https://github.com/scalapb/ScalaPB,Apache-2.0,2014-10-02 01:11:41,2024-05-29 19:25:31,2024-05-23 19:56:57,2515.0,34.0,277.0,44.0,1118.0,27.0,563.0,1285,2024-01-21 01:35:46,0.11.15,100.0,Protocol buffer compiler for Scala.,,,125.0,26,,,,True,1,,476771.0,5182.0,
27,scalameta,scalameta/scalameta,,toolkits,['scalajs'],https://github.com/scalameta/scalameta,https://github.com/scalameta/scalameta,BSD-3-Clause,2014-06-16 23:00:32,2024-05-27 16:48:42,2024-05-27 16:48:42,8414.0,140.0,223.0,38.0,2502.0,145.0,1073.0,1097,2024-05-19 13:50:12,4.9.5,100.0,"Library to read, analyze, transform and generate Scala programs.",3.0,3.0,122.0,26,,,,True,1,,,,
28,bloop,scalacenter/bloop,,development-cycle,['scalajs'],https://github.com/scalacenter/bloop,https://github.com/scalacenter/bloop,Apache-2.0,2017-11-11 09:39:34,2024-05-30 13:15:19,2024-05-30 13:13:00,5396.0,96.0,199.0,27.0,1595.0,128.0,604.0,879,2024-05-23 12:49:14,1.5.18,63.0,"Bloop is a build server and CLI tool to compile, test and run Scala fast from any editor or build tool.",,,146.0,26,,,,True,2,,185670.0,2443.0,
29,scala-cli,VirtusLab/scala-cli,,development-cycle,['scala3'],https://github.com/VirtusLab/scala-cli,https://github.com/VirtusLab/scala-cli,Apache-2.0,2021-05-10 12:29:24,2024-05-30 09:42:03,2024-05-30 09:42:03,4087.0,165.0,119.0,22.0,2016.0,230.0,626.0,517,2024-05-24 10:43:12,1.3.2,52.0,"Scala CLI is a command-line tool to interact with the Scala language. It lets you compile, run, test, and package your..",,,82.0,26,,,,True,2,,1004384.0,30435.0,
30,scala-js,scala-js/scala-js,,scala-js,['scalajs'],https://github.com/scala-js/scala-js,https://github.com/scala-js/scala-js,Apache-2.0,2013-02-18 16:33:55,2024-05-30 08:29:37,2024-05-27 07:52:33,7286.0,65.0,383.0,146.0,2744.0,36.0,2189.0,4551,2024-03-19 10:40:51,1.16.0,26.0,"Scala.js, the Scala to JavaScript compiler.",,,103.0,25,,,,True,1,,,,
31,slick,slick/slick,,db-clients,['scala3'],https://github.com/slick/slick,https://github.com/slick/slick,BSD-2-Clause,2009-02-20 22:51:53,2024-05-30 12:26:27,2024-05-30 09:42:03,3414.0,57.0,608.0,143.0,1535.0,437.0,949.0,2639,2024-04-14 20:00:39,3.5.1,21.0,Slick (Scala Language Integrated Connection Kit) is a modern database query and access library for Scala.,,,203.0,25,,,,True,1,,,,
32,sttp,softwaremill/sttp,,http,"['scala3', 'scalajs']",https://github.com/softwaremill/sttp,https://github.com/softwaremill/sttp,Apache-2.0,2017-06-30 15:15:07,2024-05-30 09:29:22,2024-05-30 00:39:52,5693.0,130.0,299.0,40.0,1762.0,55.0,385.0,1421,2024-05-28 08:14:01,4.0.0-M16,100.0,The Scala HTTP client you always wanted!.,,,212.0,25,,,,True,2,,,,
33,scalikejdbc,scalikejdbc/scalikejdbc,org.scalikejdbc:scalikejdbc_2.13,db-clients,['scala3'],https://github.com/scalikejdbc/scalikejdbc,https://github.com/scalikejdbc/scalikejdbc,Apache-2.0,2011-11-18 06:56:36,2024-05-28 08:28:10,2024-05-28 08:28:10,3341.0,34.0,226.0,58.0,1753.0,29.0,454.0,1261,2024-05-11 14:42:53,4.3.0,50.0,A tidy SQL-based DB access library for Scala developers. This library naturally wraps JDBC APIs and provides you easy-..,26.0,,109.0,25,https://search.maven.org/artifact/org.scalikejdbc/scalikejdbc_2.13,2024-05-11 08:27:12,26.0,True,1,,,,
34,fs2,typelevel/fs2,,reactive,"['scala3', 'scalajs']",https://github.com/typelevel/fs2,https://github.com/typelevel/fs2,,2013-03-06 17:34:15,2024-05-30 11:49:24,2024-05-30 11:47:03,9661.0,69.0,591.0,89.0,2685.0,98.0,664.0,2330,2024-05-16 17:15:25,2.5.12,100.0,"Compositional, streaming I/O library for Scala.",,,319.0,24,,,,False,1,,,,
35,quill,zio/zio-quill,,db-clients,"['zio', 'scala3', 'scalajs']",https://github.com/zio/zio-quill,https://github.com/zio/zio-quill,Apache-2.0,2015-07-20 22:15:04,2024-05-29 03:36:23,2024-05-29 03:36:22,3559.0,50.0,344.0,63.0,2003.0,296.0,763.0,2139,2024-05-07 14:35:25,4.8.4,10.0,Compile-time Language Integrated Queries for Scala.,,,147.0,24,,,,True,1,,,,
36,doobie,tpolecat/doobie,,db-clients,['scala3'],https://github.com/tpolecat/doobie,https://github.com/tpolecat/doobie,MIT,2013-11-25 07:25:20,2024-05-29 20:53:48,2024-05-29 20:13:56,3566.0,81.0,349.0,66.0,1493.0,150.0,417.0,2127,2023-11-19 20:22:28,1.0.0-RC5,19.0,Functional JDBC layer for Scala.,,,171.0,24,,,,True,1,,,,
37,sbt-native-packager,sbt/sbt-native-packager,,sbt,,https://github.com/sbt/sbt-native-packager,https://github.com/sbt/sbt-native-packager,BSD-2-Clause,2011-12-20 02:04:49,2024-05-25 19:29:39,2024-04-12 09:59:31,1711.0,13.0,437.0,54.0,797.0,145.0,663.0,1588,2024-04-12 17:56:28,1.10.0,100.0,sbt Native Packager.,,,271.0,24,,,,True,1,,,,
38,eclair,acinq/eclair,,others,,https://github.com/ACINQ/eclair,https://github.com/ACINQ/eclair,Apache-2.0,2015-08-19 11:47:01,2024-05-29 14:27:52,2024-05-22 08:47:18,2611.0,9.0,254.0,92.0,2031.0,43.0,681.0,1211,2024-02-29 09:24:36,0.10.0,38.0,A scala implementation of the Lightning Network.,,,50.0,24,,,,True,1,-1.0,45280.0,526.0,
39,zeppelin,apache/zeppelin,,sci,,https://github.com/apache/zeppelin,https://github.com/apache/zeppelin,Apache-2.0,2015-03-25 07:00:06,2024-05-30 01:17:01,2024-05-16 18:24:23,5355.0,27.0,2776.0,318.0,4764.0,154.0,,6288,,,,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala..",21.0,21.0,534.0,23,,,,True,2,,,,
40,sangria,sangria-graphql/sangria,,others,['scala3'],https://github.com/sangria-graphql/sangria,https://github.com/sangria-graphql/sangria,Apache-2.0,2015-07-05 21:29:30,2024-05-10 02:34:33,2024-05-10 02:30:28,2147.0,16.0,221.0,62.0,647.0,65.0,404.0,1968,2024-02-01 10:01:14,4.1.0,83.0,Scala GraphQL implementation.,,,65.0,23,,,,True,1,,,,
41,scalacheck,typelevel/scalacheck,,test,"['scala3', 'scalajs']",https://github.com/typelevel/scalacheck,https://github.com/typelevel/scalacheck,BSD-3-Clause,2011-05-26 11:44:12,2024-05-29 16:09:48,2024-05-24 16:00:09,2134.0,31.0,405.0,58.0,712.0,67.0,287.0,1933,2024-04-17 11:54:16,1.18.0,12.0,Property-based testing for Scala.,,,138.0,23,,,,True,1,,,,
42,refined,fthomas/refined,,toolkits,"['scala3', 'scalajs']",https://github.com/fthomas/refined,https://github.com/fthomas/refined,MIT,2015-05-10 16:23:16,2024-05-29 15:26:56,2024-05-17 15:18:40,3231.0,29.0,154.0,25.0,1063.0,73.0,149.0,1685,2024-01-26 07:56:44,0.11.1,69.0,Refinement types for Scala.,,,77.0,23,,,,True,2,,,,
43,skunk,typelevel/skunk,,db-clients,"['scala3', 'scalajs']",https://github.com/typelevel/skunk,https://github.com/typelevel/skunk,MIT,2018-09-21 06:46:41,2024-05-29 16:10:11,2024-05-10 18:21:29,1966.0,84.0,156.0,31.0,955.0,82.0,68.0,1554,2024-05-11 13:18:29,0.6.4,36.0,A data access library for Scala + Postgres.,,,81.0,23,,,,True,2,,,,
44,akka-http,akka/akka-http,,http,['scala3'],https://github.com/akka/akka-http,https://github.com/akka/akka-http,,2016-08-19 11:33:36,2024-05-30 15:25:04,2024-05-30 15:25:04,4474.0,39.0,595.0,70.0,2443.0,570.0,1388.0,1335,2024-05-07 13:39:41,10.6.3,64.0,The Streaming-first HTTP server/module of Akka.,,,358.0,23,,,,False,2,,,,
45,chimney,scalalandio/chimney,,toolkits,"['scala3', 'scalajs']",https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2024-05-30 15:04:36,2024-05-28 10:05:45,1118.0,204.0,85.0,20.0,342.0,20.0,175.0,1125,2024-05-23 04:49:38,1.0.0,33.0,"Scala library for boilerplate-free, type-safe data transformations.",,,33.0,23,,,,True,2,,,,
46,nussknacker,touk/nussknacker,,bigdata,,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2024-05-29 14:40:58,2024-05-29 08:22:25,6350.0,260.0,90.0,33.0,5657.0,98.0,379.0,617,2024-03-29 14:58:42,1.14.0,44.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,84.0,23,,,,True,2,,372.0,4.0,
47,argonaut,argonaut-io/argonaut,io.argonaut:argonaut_2.13,json,"['scala3', 'scalajs']",https://github.com/argonaut-io/argonaut,https://github.com/argonaut-io/argonaut,BSD-3-Clause,2012-12-09 12:11:48,2024-05-30 00:22:54,2024-05-20 21:02:26,1687.0,22.0,112.0,24.0,689.0,33.0,168.0,545,2023-10-09 09:53:11,6.3.9,16.0,Purely functional JSON parser and library in scala.,43.0,,59.0,23,https://search.maven.org/artifact/io.argonaut/argonaut_2.13,2023-10-09 09:53:11,43.0,True,1,,,,
48,scalding,twitter/scalding,,bigdata,,https://github.com/twitter/scalding,https://github.com/twitter/scalding,Apache-2.0,2012-01-10 16:22:08,2023-05-28 19:18:59,2023-05-28 19:18:59,4195.0,,703.0,322.0,1384.0,318.0,329.0,3472,2017-12-22 20:23:36,0.17.4,17.0,A Scala API for Cascading.,,,212.0,22,,,,True,2,,,,
49,lagom,lagom/lagom,,distributed,,https://github.com/lagom/lagom,https://github.com/lagom/lagom,Apache-2.0,2016-02-23 01:51:06,2023-08-14 13:43:48,2023-08-14 13:43:48,2427.0,,633.0,151.0,2274.0,454.0,642.0,2632,2021-12-14 11:16:46,1.6.7,49.0,Reactive Microservices for the JVM.,,,149.0,22,,,,True,2,,,,
50,spray-json,spray/spray-json,io.spray:spray-json_2.13,json,,https://github.com/spray/spray-json,https://github.com/spray/spray-json,Apache-2.0,2011-05-06 21:31:38,2024-01-10 20:17:55,2021-12-09 19:21:31,331.0,,566.0,37.0,155.0,97.0,116.0,2514,2020-11-11 13:05:44,1.3.6,3.0,"A lightweight, clean and simple JSON implementation in Scala.",277.0,146.0,48.0,22,https://search.maven.org/artifact/io.spray/spray-json_2.13,2020-11-10 13:18:28,131.0,False,2,,,,
51,algebird,twitter/algebird,,sci,,https://github.com/twitter/algebird,https://github.com/twitter/algebird,Apache-2.0,2012-08-02 17:24:42,2024-05-17 19:43:13,2024-02-24 18:39:07,1905.0,,343.0,234.0,936.0,103.0,166.0,2285,2023-07-10 21:51:16,0.13.10,30.0,Abstract Algebra for Scala.,,,115.0,22,,,,True,2,,,,
52,finatra,twitter/finatra,,web-frameworks,,https://github.com/twitter/finatra,https://github.com/twitter/finatra,Apache-2.0,2012-02-16 23:55:29,2024-05-07 20:18:06,2024-05-07 20:18:05,2655.0,4.0,406.0,214.0,266.0,14.0,309.0,2269,2022-12-26 14:40:15,finatra-22.12.0,92.0,"Fast, testable, Scala services built on TwitterServer and Finagle.",,,255.0,22,,,,True,1,,,,
53,sbt-assembly,sbt/sbt-assembly,,sbt,,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2024-05-06 07:25:38,2024-05-06 07:25:38,654.0,12.0,222.0,54.0,175.0,106.0,250.0,1941,2024-03-14 04:41:30,2.2.0,21.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,83.0,22,,,,True,1,,,,
54,giter8,foundweekends/giter8,,development-cycle,,https://github.com/foundweekends/giter8,https://github.com/foundweekends/giter8,Apache-2.0,2010-08-10 04:08:48,2024-05-06 16:42:47,2024-05-06 16:42:47,1351.0,15.0,225.0,69.0,611.0,49.0,229.0,1734,2023-05-02 05:25:32,0.16.2,17.0,a command line tool to apply templates defined on GitHub.,,,83.0,22,,,,True,3,,,,
55,Monocle,optics-dev/monocle,,toolkits,"['scala3', 'scalajs']",https://github.com/optics-dev/Monocle,https://github.com/optics-dev/Monocle,MIT,2014-01-17 19:49:22,2024-05-29 17:37:47,2024-05-17 22:10:25,2189.0,10.0,202.0,53.0,1062.0,51.0,333.0,1632,2023-01-03 14:12:47,3.2.0,9.0,Optics library for Scala.,,,125.0,22,,,,True,2,,,,
56,finch,finagle/finch,,http,,https://github.com/finagle/finch,https://github.com/finagle/finch,Apache-2.0,2014-04-15 12:17:44,2024-05-30 07:22:10,2024-05-30 07:22:10,2336.0,17.0,221.0,61.0,1285.0,42.0,369.0,1596,2022-09-16 18:19:38,0.34.0,61.0,Scala combinator library for building Finagle HTTP services.,,,128.0,22,,,,True,2,,,,
57,slick-pg,tminglei/slick-pg,,db-clients,,https://github.com/tminglei/slick-pg,https://github.com/tminglei/slick-pg,BSD-2-Clause,2013-05-09 15:57:40,2024-05-19 17:13:25,2024-05-18 14:21:06,1291.0,32.0,181.0,22.0,332.0,115.0,275.0,836,2024-05-18 14:23:53,0.22.2,94.0,Slick extensions for PostgreSQL.,,,96.0,22,,,,True,2,,,,
58,scalafix,scalacenter/scalafix,,development-cycle,['scalajs'],https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2024-05-27 06:42:33,2024-05-01 21:25:32,3596.0,71.0,182.0,29.0,1335.0,69.0,604.0,811,2024-05-01 20:24:54,0.12.1,71.0,Refactoring and linting tool for Scala.,,,109.0,22,,,,True,3,,35.0,0.0,
59,avro4s,sksamuel/avro4s,,data,['scala3'],https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2024-05-29 19:50:15,2024-05-25 03:10:21,1562.0,10.0,236.0,26.0,455.0,24.0,364.0,717,2024-05-25 03:20:18,5.0.13,7.0,Avro schema generation and serialization / deserialization for Scala.,,,107.0,22,,,,True,1,,,,
60,scanamo,scanamo/scanamo,,db-clients,['scala3'],https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2024-05-22 04:39:09,2024-05-22 04:39:09,2147.0,69.0,124.0,34.0,1575.0,51.0,156.0,315,2024-04-01 21:45:12,1.1.1,23.0,Simpler DynamoDB access for Scala.,,,87.0,22,,,,True,2,,,,
61,spark-notebook,spark-notebook/spark-notebook,,sci,,https://github.com/spark-notebook/spark-notebook,https://github.com/spark-notebook/spark-notebook,Apache-2.0,2014-09-05 19:35:25,2023-05-16 16:06:37,2021-03-30 08:57:25,2326.0,,659.0,190.0,484.0,208.0,307.0,3148,2017-07-23 14:44:02,0.8.3,18.0,Interactive and Reactive Data Science using Scala and Spark.,,,84.0,21,,,,False,2,,,,
62,util,twitter/util,,toolkits,['scala3'],https://github.com/twitter/util,https://github.com/twitter/util,Apache-2.0,2011-03-26 01:23:21,2024-05-07 20:17:43,2024-05-07 20:17:43,3131.0,4.0,580.0,228.0,196.0,12.0,111.0,2679,2022-12-26 14:38:56,util-22.12.0,81.0,Wonderful reusable code from Twitter.,,,321.0,21,,,,True,2,,,,
63,monix,monix/monix,,reactive,"['scala3', 'scalajs']",https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-05-29 17:03:37,2023-10-17 17:17:02,1694.0,,243.0,60.0,1173.0,127.0,577.0,1921,2022-05-07 18:40:42,3.4.1,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,113.0,21,,,,True,1,,,,
64,scalajs-react,japgolly/scalajs-react,,scala-js,"['scala3', 'scalajs']",https://github.com/japgolly/scalajs-react,https://github.com/japgolly/scalajs-react,Apache-2.0,2014-07-03 09:58:42,2024-03-06 16:05:13,2024-02-02 14:55:12,3202.0,,231.0,65.0,559.0,28.0,508.0,1638,2022-04-26 04:07:04,2.1.1,65.0,Facebooks React on Scala.JS.,,,81.0,21,,,,True,2,,,,
