,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,maven_id,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,new_addition
133,munit,scalameta/munit,test,"['scala3', 'scalajs']",https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2023-08-04 00:43:07,2023-07-28 18:12:51,906,25.0,72.0,15,557.0,45.0,93.0,382,2023-06-09 12:50:53,1.0.0-M8,,,40.0,Scala testing library with actionable errors and extensible APIs.,44.0,18,True,3,,,,,,,,
134,mdoc,scalameta/mdoc,sbt,['scala3'],https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2023-07-31 01:35:27,2023-07-31 01:35:27,1267,31.0,68.0,11,594.0,53.0,143.0,371,2023-02-07 19:04:02,2.3.7,,,64.0,Typechecked markdown documentation for Scala.,43.0,18,True,2,,,,,,,,
135,sbt-sonatype,xerial/sbt-sonatype,sbt,,https://github.com/xerial/sbt-sonatype,https://github.com/xerial/sbt-sonatype,Apache-2.0,2014-01-20 16:13:49,2023-08-08 20:21:51,2023-08-08 20:21:50,679,22.0,49.0,14,331.0,9.0,86.0,312,2023-05-16 17:40:36,3.9.21,,,8.0,A sbt plugin for publishing Scala/Java projects to the Maven central.,28.0,18,True,2,,,,,,,,
136,sbt-ci-release,sbt/sbt-ci-release,sbt,,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2023-07-24 19:27:30,2023-06-30 11:59:58,440,10.0,65.0,10,209.0,14.0,67.0,264,2023-05-02 15:21:16,1.5.12,,,24.0,sbt plugin to automate Sonatype releases from GitHub Actions.,54.0,18,True,2,,,,,,,,
137,play-ws,playframework/play-ws,http,"['scala3', 'play']",https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2023-07-30 18:33:36,2023-07-19 17:41:06,968,30.0,84.0,15,639.0,72.0,75.0,216,2023-07-21 16:37:14,2.1.11,,,13.0,"Standalone Play WS, an async HTTP client with fluent API.",48.0,18,True,3,,,,,,,,
138,cats-parse,typelevel/cats-parse,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2023-08-09 20:29:49,2023-08-09 20:27:00,403,28.0,45.0,15,439.0,25.0,67.0,214,2023-06-25 22:06:52,0.3.10,,,14.0,A parsing library for the cats ecosystem.,31.0,18,True,2,,,,,,,,
139,fs2-aws,laserdisc-io/fs2-aws,misc,['scala3'],https://github.com/laserdisc-io/fs2-aws,https://github.com/laserdisc-io/fs2-aws,MIT,2018-01-13 18:32:52,2023-08-03 17:30:42,2023-08-03 17:30:42,639,41.0,40.0,4,1001.0,27.0,41.0,169,2023-06-27 02:01:18,6.0.2,,,58.0,fs2 utilities to interact with AWS.,24.0,18,True,2,,,,,,,,
140,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2023-08-10 17:43:20,2023-08-10 17:43:18,2436,94.0,35.0,10,25.0,1.0,,39,,,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",21.0,18,True,2,,144.0,144.0,,,,,
141,securesocial,jaliss/securesocial,sec,,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571,,528.0,89,257.0,68.0,324.0,1199,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",98.0,17,False,1,,,,,,,,
142,cassovary,twitter/cassovary,toolkits,,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503,,144.0,162,155.0,34.0,48.0,1042,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,30.0,17,False,3,,,,,,,,
143,squants,typelevel/squants,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2023-07-07 00:25:31,2022-12-13 15:56:08,825,,112.0,21,452.0,42.0,100.0,896,2021-08-26 20:15:30,1.8.3,,,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",60.0,17,True,2,,,,,,,,
144,rediscala,etaty/rediscala,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2023-08-03 18:18:46,2019-10-17 08:36:11,414,,135.0,40,99.0,74.0,83.0,791,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",31.0,17,False,2,,,,,,,,
145,sbt-docker,marcuslonnberg/sbt-docker,sbt,,https://github.com/marcuslonnberg/sbt-docker,https://github.com/marcuslonnberg/sbt-docker,MIT,2014-01-12 19:43:03,2023-06-06 17:56:20,2023-03-06 13:38:43,374,,105.0,18,45.0,21.0,69.0,726,2023-03-06 13:38:15,1.10.0,,,8.0,Create Docker images directly from sbt.,26.0,17,True,2,,,,,,,,
146,unfiltered,unfiltered/unfiltered,web-frameworks,['scala3'],https://github.com/unfiltered/unfiltered,https://github.com/unfiltered/unfiltered,MIT,2010-05-19 04:00:57,2023-08-10 17:45:02,2023-08-10 17:45:01,2829,22.0,112.0,25,922.0,47.0,146.0,708,,,,,,A toolkit for servicing HTTP requests in Scala.,87.0,17,True,3,,,,,,,,
147,scala-scraper,ruippeixotog/scala-scraper,misc,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2023-08-08 05:48:20,2023-08-08 05:48:20,651,24.0,105.0,27,367.0,8.0,53.0,704,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,15.0,17,True,2,,,,,,,,
148,freestyle,frees-io/freestyle,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526,,52.0,44,321.0,38.0,211.0,623,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,44.0,17,False,3,,,,,,,,
149,scalate,scalate/scalate,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2023-08-09 22:39:46,2023-08-09 22:39:45,2683,22.0,102.0,22,540.0,31.0,33.0,599,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",73.0,17,True,2,,,,,,,,
150,sbt-buildinfo,sbt/sbt-buildinfo,sbt,,https://github.com/sbt/sbt-buildinfo,https://github.com/sbt/sbt-buildinfo,MIT,2012-03-03 14:47:30,2023-08-06 00:59:26,2023-08-06 00:59:26,319,3.0,87.0,22,95.0,16.0,88.0,539,2022-02-17 05:57:05,0.11.0,,,5.0,I know this because build.sbt knows this.,49.0,17,True,2,,,,,,,,
151,akka-http-session,softwaremill/akka-http-session,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-07-30 10:35:00,2022-01-31 15:14:16,265,,61.0,49,44.0,11.0,32.0,440,2022-01-31 15:21:26,0.7.0,,,8.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",24.0,17,False,1,,,,,,,,
152,reboot,dispatch/reboot,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2023-02-02 15:22:17,2023-02-02 15:22:17,722,,106.0,35,135.0,5.0,97.0,434,2020-01-11 01:05:15,1.2.0,,,24.0,Scala wrapper for the Java AsyncHttpClient.,38.0,17,True,3,,,,,,,,
153,weaver-test,disneystreaming/weaver-test,test,"['scala3', 'scalajs']",https://github.com/disneystreaming/weaver-test,https://github.com/disneystreaming/weaver-test,,2020-04-24 17:21:55,2023-08-05 14:40:36,2023-08-05 14:40:36,655,16.0,45.0,10,580.0,34.0,68.0,393,2023-04-14 16:20:16,0.8.3,2308.0,60.0,36.0,A test framework that runs everything in parallel.,38.0,17,False,3,,,,,,,,
154,mockito-scala,mockito/mockito-scala,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2023-08-07 18:16:57,2023-03-20 21:45:23,870,,51.0,17,385.0,31.0,96.0,325,2023-03-20 22:05:34,1.17.14,,,25.0,Mockito for Scala language.,29.0,17,True,3,,,,,,,,
155,diffson,gnieh/diffson,json,"['scala3', 'scalajs']",https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2023-08-05 15:26:24,2023-05-06 08:47:33,477,,52.0,12,318.0,10.0,43.0,295,2023-03-03 08:34:40,4.4.0,,,14.0,A scala diff/patch library for Json.,31.0,17,True,3,,,,,,,,
156,Dsl.scala,ThoughtWorksInc/Dsl.scala,toolkits,"['scala3', 'scalajs']",https://github.com/ThoughtWorksInc/Dsl.scala,https://github.com/ThoughtWorksInc/Dsl.scala,Apache-2.0,2017-10-14 01:21:02,2023-08-06 00:20:08,2023-07-02 07:50:12,1821,24.0,29.0,28,662.0,17.0,18.0,256,2023-01-26 02:47:03,2.0.0,,,17.0,A framework to create embedded Domain-Specific Languages in Scala.,5.0,17,True,3,,,,,,,,
157,anorm,playframework/anorm,db-clients,"['scala3', 'play']",https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2023-08-08 09:57:17,2023-08-08 09:57:17,713,19.0,69.0,17,502.0,6.0,61.0,226,2022-09-29 14:17:35,2.7.0,,,3.0,The Anorm database library.,54.0,17,True,2,,,,,,,,
158,sbt-header,sbt/sbt-header,sbt,,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2023-07-28 15:57:44,2023-06-07 08:14:12,320,3.0,53.0,10,229.0,10.0,77.0,191,2023-06-07 11:27:41,5.10.0,,,24.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",38.0,17,True,2,,,,,,,,
159,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2023-08-04 03:21:10,2023-08-04 03:21:09,257,13.0,35.0,9,209.0,5.0,56.0,166,2022-11-14 19:51:16,2.5.0,,,23.0,sbt plugin for Scalafmt.,27.0,17,True,2,,,,,,,,
160,openmole,openmole/openmole,sci,,https://github.com/openmole/openmole,https://github.com/openmole/openmole,AGPL-3.0,2014-10-08 09:37:00,2023-07-19 18:54:08,2023-07-19 18:53:38,13907,140.0,34.0,18,106.0,78.0,366.0,135,2017-01-24 22:47:01,6.2,56.0,0.0,4.0,Workflow engine for exploration of simulation models using high throughput computing.,47.0,17,True,2,,,,,,,,
161,zio-redis,zio/zio-redis,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2023-08-09 15:07:05,2023-07-27 21:44:23,560,12.0,59.0,14,752.0,20.0,106.0,108,2023-03-28 12:22:41,0.2.0,,,2.0,A ZIO-based redis client.,37.0,17,True,2,,,,,,,,
162,pekko-http,apache/incubator-pekko-http,http,['scala3'],https://github.com/apache/incubator-pekko-http,https://github.com/apache/incubator-pekko-http,Apache-2.0,2022-10-31 08:43:27,2023-08-09 21:39:16,2023-08-09 08:23:08,4526,130.0,17.0,21,239.0,15.0,45.0,101,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,356.0,17,True,3,,,,,,,,True
163,scopt,scopt/scopt,misc,"['scala3', 'scalajs']",https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2023-04-14 06:22:04,2023-04-14 06:22:04,491,,164.0,37,176.0,57.0,116.0,1410,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,62.0,16,False,2,,,,,,,,
164,tensorflow_scala,eaplatanios/tensorflow_scala,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260,,99.0,70,51.0,29.0,120.0,923,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,12.0,16,True,2,,,,,,,,
165,rxscala,reactivex/rxscala,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857,,116.0,59,122.0,2.0,85.0,890,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,44.0,16,False,2,,,,,,,,
166,nscala-time,nscala-time/nscala-time,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2023-07-26 03:30:44,2023-07-26 03:30:42,640,13.0,86.0,27,242.0,6.0,49.0,871,,,,,,A new Scala wrapper for Joda Time based on scala-time.,25.0,16,True,3,,,,,,,,
167,figaro,charles-river-analytics/figaro,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478,,158.0,84,303.0,122.0,332.0,756,2017-08-24 18:00:35,5.0.0.0,1438.0,12.0,16.0,Figaro Programming Language and Core Libraries.,29.0,16,False,2,,,,,,,,
168,scalastyle,scalastyle/scalastyle,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629,,219.0,31,148.0,82.0,149.0,680,,,,,,scalastyle.,70.0,16,False,3,,,,,,,,
169,testcontainers-scala,testcontainers/testcontainers-scala,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2023-06-18 02:12:23,2023-06-17 19:46:21,656,10.0,113.0,20,156.0,30.0,70.0,586,2019-06-23 16:51:16,0.27.0,,,1.0,Docker containers for testing in scala.,76.0,16,True,3,,,,,,,,
170,squeryl,squeryl/squeryl,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2023-08-04 02:56:42,2023-08-04 02:56:42,1089,25.0,142.0,28,336.0,40.0,112.0,583,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,60.0,16,True,2,,,,,,,,
171,scala-graph,scala-graph/scala-graph,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2023-08-07 20:44:47,2023-06-17 17:48:48,681,11.0,72.0,31,169.0,15.0,107.0,552,2022-05-28 07:23:56,1.13.5,,,1.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,18.0,16,True,3,,,,,,,,
172,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2023-01-18 10:13:33,2022-02-10 15:13:00,254,,101.0,61,85.0,4.0,62.0,533,2019-08-09 09:45:14,1.5.0,,,27.0,OAuth 2.0 server-side implementation written in Scala.,27.0,16,True,2,,,,,,,,
173,xitrum,xitrum-framework/xitrum,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082,,52.0,39,36.0,56.0,600.0,449,,,,,,Async and clustered Scala web framework and HTTP(S) server.,31.0,16,True,3,,,,,,,,
174,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,,https://github.com/earldouglas/xsbt-web-plugin,https://github.com/earldouglas/xsbt-web-plugin,BSD-3-Clause,2011-04-24 10:27:46,2023-08-05 21:01:39,2023-08-05 21:01:38,999,34.0,98.0,19,550.0,12.0,247.0,384,,,,,,Servlet support for sbt.,33.0,16,True,3,,,,,,,,
175,sbt-git,sbt/sbt-git,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2023-06-22 17:17:58,2022-11-22 08:24:38,313,,96.0,16,127.0,27.0,81.0,343,2022-12-05 16:20:46,2.0.1,,,7.0,A git plugin for sbt.,50.0,16,True,3,,,,,,,,
176,scala-guice,codingwell/scala-guice,di,['scala3'],https://github.com/codingwell/scala-guice,https://github.com/codingwell/scala-guice,Apache-2.0,2012-03-17 06:02:25,2023-05-13 19:14:00,2023-05-13 19:14:00,278,6.0,46.0,14,44.0,12.0,49.0,341,2023-03-12 18:12:58,5.1.1,,,8.0,Scala extensions for Google Guice.,26.0,16,True,3,,,,,,,,
177,each,ThoughtWorksInc/each,toolkits,['scalajs'],https://github.com/ThoughtWorksInc/each,https://github.com/ThoughtWorksInc/each,Apache-2.0,2015-05-05 07:27:00,2023-08-05 20:11:49,2023-02-03 06:45:06,739,,27.0,29,135.0,10.0,28.0,254,2023-02-03 06:24:22,3.3.2,,,3.0,A macro library that converts native imperative syntax to scalazs monadic expressions.,15.0,16,True,3,,,,,,,,
178,sbt-dependency-check,albuch/sbt-dependency-check,sbt,,https://github.com/albuch/sbt-dependency-check,https://github.com/albuch/sbt-dependency-check,Apache-2.0,2016-01-12 09:14:44,2023-06-12 12:21:32,2023-05-06 07:09:46,621,,35.0,11,226.0,4.0,79.0,253,2023-03-05 11:31:58,5.1.0,,,46.0,SBT Plugin for OWASP DependencyCheck. Monitor your dependencies and report if there are any publicly known..,18.0,16,True,3,,,,,,,,
179,pulsar4s,CleverCloud/pulsar4s,db-clients,['scala3'],https://github.com/CleverCloud/pulsar4s,https://github.com/CleverCloud/pulsar4s,Apache-2.0,2018-01-04 06:29:12,2023-08-01 19:34:43,2023-01-08 02:27:21,711,,42.0,12,483.0,21.0,42.0,219,2023-01-08 02:29:27,2.9.0,,,5.0,"Idiomatic, typesafe, and reactive Scala client for Apache Pulsar.",23.0,16,True,2,,,,,,,,
180,youi,outr/youi,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2023-08-06 00:33:59,2022-12-07 15:24:18,2690,,29.0,17,269.0,22.0,41.0,209,2019-01-30 18:17:20,0.9.0,,,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",11.0,16,True,3,,,,,,,,
181,sbt-doctest,tkawachi/sbt-doctest,sbt,,https://github.com/tkawachi/sbt-doctest,https://github.com/tkawachi/sbt-doctest,MIT,2014-06-10 15:46:12,2023-08-10 15:19:15,2023-08-07 11:58:54,671,25.0,27.0,12,347.0,15.0,47.0,182,2015-12-17 13:37:24,0.3.5,,,1.0,Doctest for scala.,26.0,16,True,3,,,,,,,,
182,cilib,ciren/cilib,misc,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338,,102.0,23,267.0,11.0,54.0,123,2018-03-21 12:08:40,2.0.1,,,5.0,"Typesafe, purely functional Computational Intelligence.",26.0,16,True,2,,,,,,,,
183,skuber,hagay3/skuber,misc,['scala3'],https://github.com/hagay3/skuber,https://github.com/hagay3/skuber,Apache-2.0,2021-03-11 23:49:41,2023-08-07 16:58:55,2023-07-17 17:49:33,1010,30.0,47.0,4,285.0,20.0,21.0,70,2023-07-17 17:50:16,3.1,,,16.0,A Scala Kubernetes client library.,61.0,16,True,2,,,,,,,,
184,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,"['zio', 'scala3']",https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2023-08-10 08:03:57,2023-08-10 08:00:28,277,78.0,16.0,13,256.0,11.0,32.0,54,2023-08-05 17:06:33,0.2.0,,,2.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,17.0,16,True,2,io.lambdaworks:zio-elasticsearch_3,,,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2023-08-05 17:06:33,,,
185,scalaj-http,scalaj/scalaj-http,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300,,123.0,44,84.0,31.0,112.0,978,2016-04-02 20:58:24,2.3.0,,,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,29.0,15,True,3,,,,,,,,
186,simulacrum,typelevel/simulacrum,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2023-01-21 08:35:21,2023-01-21 08:35:21,430,,62.0,34,161.0,28.0,45.0,939,2018-02-20 14:20:53,0.12.0,,,1.0,First class syntax support for type classes in Scala.,34.0,15,True,3,,,,,,,,
187,vegas,vegas-viz/vegas,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237,,104.0,45,77.0,54.0,54.0,728,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,20.0,15,False,3,,,,,,,,
188,scalatags,com-lihaoyi/scalatags,templating,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/scalatags,https://github.com/com-lihaoyi/scalatags,MIT,2012-11-01 21:35:17,2023-06-07 18:26:15,2023-06-07 18:26:14,602,9.0,116.0,36,134.0,31.0,108.0,723,,,,,,ScalaTags is a small XML/HTML construction library for Scala.,61.0,15,True,3,,,,,,,,
189,Laminar,raquo/Laminar,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2023-07-13 05:58:32,2023-07-09 01:48:38,556,18.0,44.0,23,36.0,18.0,74.0,653,,,,,,"Simple, expressive, and safe UI library for Scala.js.",13.0,15,True,3,,,,,,,,
190,scalafx,scalafx/scalafx,misc,['scala3'],https://github.com/scalafx/scalafx,https://github.com/scalafx/scalafx,,2014-05-18 14:12:15,2023-04-04 23:54:43,2023-04-04 23:54:13,2025,,67.0,34,58.0,26.0,294.0,637,2023-04-04 23:52:55,.20.0.0-R31,264.0,2.0,31.0,ScalaFX simplifies creation of JavaFX-based user interfaces in Scala.,56.0,15,False,2,,,,,,,,
191,play2-auth,t2v/play2-auth,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261,,148.0,62,80.0,23.0,97.0,620,2015-08-27 05:10:50,release0.14.1,,,8.0,Play2.x Authentication and Authorization module.,22.0,15,False,2,,,,,,,,
192,decline,bkirwi/decline,misc,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2023-06-11 18:54:44,2023-06-11 18:54:44,788,2.0,61.0,8,424.0,27.0,59.0,604,2021-12-12 22:36:45,2.2.0,,,8.0,A composable command-line parser for Scala.,34.0,15,True,2,,,,,,,,
193,cask,com-lihaoyi/cask,web-frameworks,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/cask,https://github.com/com-lihaoyi/cask,,2018-07-20 00:48:20,2023-07-23 14:27:53,2023-07-23 14:27:52,296,2.0,45.0,12,47.0,9.0,34.0,457,2023-04-04 05:06:56,0.9.1,22020.0,367.0,77.0,Cask: a Scala HTTP micro-framework.,14.0,15,False,3,,,,,,,,
194,play-pac4j,pac4j/play-pac4j,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2023-07-19 15:10:38,2023-07-19 15:10:35,919,12.0,102.0,25,399.0,1.0,,397,,,,,,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",47.0,15,True,2,,,,,,,,
195,larray,xerial/larray,toolkits,,https://github.com/xerial/larray,https://github.com/xerial/larray,Apache-2.0,2013-03-18 01:19:50,2022-11-30 18:43:55,2022-11-25 09:52:48,465,,40.0,27,26.0,22.0,33.0,396,2016-12-14 04:07:48,0.4.0,,,3.0,Large off-heap arrays and mmap files for Scala and Java.,11.0,15,True,3,,,,,,,,
196,atto,tpolecat/atto,parsers,"['scala3', 'scalajs']",https://github.com/tpolecat/atto,https://github.com/tpolecat/atto,MIT,2013-09-04 20:34:40,2023-07-26 22:00:47,2022-07-07 03:03:10,588,,59.0,13,356.0,19.0,11.0,356,2021-05-14 18:36:22,0.9.5,,,2.0,friendly little parsers.,31.0,15,True,3,,,,,,,,
197,tsec,jmcardon/tsec,sec,['scala3'],https://github.com/jmcardon/tsec,https://github.com/jmcardon/tsec,MIT,2017-08-04 20:25:11,2021-11-26 17:57:19,2021-08-24 04:44:55,841,,53.0,10,332.0,57.0,55.0,353,2019-04-23 03:46:29,0.1.0,,,11.0,Type-safe general-cryptography library - https://jmcardon.github.io/tsec/.,30.0,15,False,2,,,,,,,,
198,kantan.csv,nrinaudo/kantan.csv,csv-yaml,['scalajs'],https://github.com/nrinaudo/kantan.csv,https://github.com/nrinaudo/kantan.csv,Apache-2.0,2015-07-22 06:51:22,2023-07-24 19:14:34,2022-09-06 14:24:02,1028,,34.0,9,187.0,45.0,134.0,345,2019-06-04 07:25:39,0.5.1,,,12.0,CSV handling library for Scala.,9.0,15,True,2,,,,,,,,
199,scala-activerecord,aselab/scala-activerecord,db-clients,,https://github.com/aselab/scala-activerecord,https://github.com/aselab/scala-activerecord,MIT,2012-04-10 04:26:31,2021-01-08 00:05:38,2021-01-08 00:05:30,513,,31.0,35,12.0,20.0,62.0,323,2020-10-07 00:17:01,0.6.1,,,8.0,ActiveRecord-like ORM library for Scala.,9.0,15,False,3,,,,,,,,
200,scaldi,scaldi/scaldi,di,,https://github.com/scaldi/scaldi,https://github.com/scaldi/scaldi,Apache-2.0,2010-05-17 17:14:02,2023-08-07 20:55:23,2022-06-08 15:18:06,506,,24.0,8,190.0,23.0,49.0,290,2021-07-27 19:27:16,0.6.2,,,16.0,Lightweight Scala Dependency Injection Library.,13.0,15,True,3,,,,,,,,
201,scrypto,input-output-hk/scrypto,sec,['scalajs'],https://github.com/input-output-hk/scrypto,https://github.com/input-output-hk/scrypto,CC0-1.0,2015-12-22 17:38:21,2023-07-10 12:47:22,2023-03-01 09:26:40,1020,,51.0,23,85.0,7.0,15.0,196,2022-01-05 11:32:22,2.2.1,,,9.0,Cryptographic primitives for Scala.,24.0,15,False,2,,,,,,,,
