,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,maven_id,dependent_project_count,github_dependent_project_count,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,new_addition
346,figlet4s,colofabrix/figlet4s,misc,,https://github.com/ColOfAbRiX/figlet4s,https://github.com/ColOfAbRiX/figlet4s,MIT,2020-08-06 21:12:42,2022-11-09 21:16:15,2022-11-08 17:43:17,192,,,2,1.0,12.0,9.0,36,2022-11-09 21:10:43,0.3.2,,,5.0,ASCII-art banners in Scala.,1.0,8,True,3,,,,,,,,
347,etcd4s,mingchuno/etcd4s,db-clients,,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2023-07-24 10:15:20,2022-03-07 09:38:29,84,,4.0,3,50.0,3.0,1.0,31,,,,,,Scala etcd client implementing V3 APIs.,4.0,8,True,3,,,,,,,,
348,scala-xgettext,xitrum-framework/scala-xgettext,misc,,https://github.com/xitrum-framework/scala-xgettext,https://github.com/xitrum-framework/scala-xgettext,MIT,2013-01-04 10:12:48,2021-01-17 01:44:53,2021-01-17 01:43:33,76,,11.0,9,9.0,3.0,12.0,25,,,,,,Scala compiler plugin that acts like GNU xgettext command to extract i18n strings in Scala source code files to..,8.0,8,False,3,,,,,,,,
349,pos,johnreedlol/pos,env,,https://github.com/JohnReedLOL/pos,https://github.com/JohnReedLOL/pos,Apache-2.0,2018-09-25 01:19:23,2020-10-27 07:37:05,2020-05-05 16:13:09,69,,3.0,3,37.0,12.0,3.0,23,,,,,,Macro based print debugging for Scala code. Locates debug statements in your IDE. Supports logging.,4.0,8,False,3,,,,,,,,
350,scala-phash,poslegm/scala-phash,media,,https://github.com/poslegm/scala-phash,https://github.com/poslegm/scala-phash,MIT,2017-03-17 05:59:47,2020-07-22 10:26:17,2020-07-22 10:26:09,73,,3.0,1,3.0,,5.0,19,2019-06-10 22:19:24,1.2.2,,,5.0,Image comparison by hash codes.,3.0,8,False,3,,,,,,,,
351,mailgun4s,outr/mailgun4s,misc,['scala3'],https://github.com/outr/mailgun4s,https://github.com/outr/mailgun4s,MIT,2016-08-18 01:03:36,2023-08-06 03:15:50,2023-08-06 03:15:37,83,6.0,7.0,4,51.0,,7.0,18,,,,,,Mailgun API implementation in Scala.,6.0,8,True,3,,,,,,,,
352,analogweb-scala,analogweb/analogweb-scala,web-frameworks,['scala3'],https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2022-08-13 08:21:27,2022-07-19 14:14:08,414,,2.0,3,17.0,1.0,26.0,13,,,,,,Tiny High Performance HTTP Server for Scala.,4.0,8,False,3,,,,,,,,
353,reactors,storm-enroute/reactors,reactive,,https://github.com/storm-enroute/reactors,https://github.com/storm-enroute/reactors,BSD-3-Clause,2015-11-15 00:51:21,2018-02-03 20:45:14,2018-02-03 11:10:38,2413,,1.0,4,,,,4,,,,,,A concurrent reactive programming framework.,15.0,8,False,3,,,,,,,,
354,msgpack-scala,msgpack/msgpack-scala,data,,https://github.com/msgpack/msgpack-scala,https://github.com/msgpack/msgpack-scala,,2011-10-18 05:54:24,2018-06-14 09:56:10,2017-11-30 05:23:29,66,,28.0,10,14.0,8.0,6.0,93,,,,,,MessagePack serializer implementation for Scala / msgpack.org[Scala].,8.0,7,False,3,,,,,,,,
355,aws4s,aws4s/aws4s,misc,,https://github.com/aws4s/aws4s,https://github.com/aws4s/aws4s,MIT,2017-12-03 14:49:45,2018-06-20 20:31:43,2018-06-20 20:31:30,100,,12.0,6,21.0,9.0,7.0,88,,,,,,"Non-blocking AWS SDK for Scala exposing strongly-typed APIs built on top of http4s, fs2 and cats.",1.0,7,False,3,,,,,,,,
356,chromaprint.scala,mgdigital/chromaprint.scala,media,,https://github.com/mgdigital/Chromaprint.scala,https://github.com/mgdigital/Chromaprint.scala,,2019-05-06 21:36:41,2019-07-04 12:53:08,2019-07-04 12:52:59,162,,7.0,4,9.0,2.0,,85,,,,,,Chromaprint/AcoustID audio fingerprinting for the JVM.,,7,False,3,,,,,,,,
357,sfcurve,locationtech/sfcurve,misc,,https://github.com/locationtech/sfcurve,https://github.com/locationtech/sfcurve,,2015-06-25 18:38:33,2022-11-28 19:43:38,2022-11-28 19:43:38,47,,23.0,12,23.0,6.0,2.0,80,,,,,,"LocationTech SFCurve is a Scala library for the creation, transformation, and querying of space-filling curves.",6.0,7,False,3,,,,,,,,
358,pagelets,splink/pagelets,web-frameworks,,https://github.com/splink/pagelets,https://github.com/splink/pagelets,Apache-2.0,2016-10-03 17:48:28,2022-01-31 22:50:46,2022-01-31 22:49:47,138,,6.0,9,7.0,,5.0,77,,,,,,A module for the Play Framework to build highly modular applications.,2.0,7,False,3,,,,,,,,
359,mgo,openmole/mgo,sci,['scala3'],https://github.com/openmole/mgo,https://github.com/openmole/mgo,,2012-08-29 13:04:39,2023-07-11 14:27:58,2023-07-11 14:27:51,1230,2.0,3.0,12,1.0,9.0,2.0,70,2016-04-26 07:11:36,2.0,,,1.0,Purely functional genetic algorithms for multi-objective optimisation.,8.0,7,False,3,,,,,,,,
360,synapses,mrdimosthenis/synapses,sci,,https://github.com/mrdimosthenis/Synapses,https://github.com/mrdimosthenis/Synapses,MIT,2019-11-24 17:51:43,2021-09-23 20:55:47,2021-09-23 20:55:47,99,,6.0,8,23.0,,2.0,68,,,,,,A group of neural-network libraries for functional and mainstream languages.,6.0,7,False,3,,,,,,,,
361,spliff,sirthias/spliff,misc,"['scala3', 'scalajs']",https://github.com/sirthias/spliff,https://github.com/sirthias/spliff,MPL-2.0,2021-04-22 08:08:09,2023-07-24 22:00:14,2022-05-17 14:17:27,87,,1.0,4,87.0,1.0,,44,,,,,,Efficient diffing in Scala.,2.0,7,True,3,,,,,,,,
362,codacy-scalameta,codacy/codacy-scalameta,development-cycle,,https://github.com/codacy/codacy-scalameta,https://github.com/codacy/codacy-scalameta,,2016-06-14 13:54:18,2022-02-04 11:17:42,2022-02-04 11:08:32,164,,17.0,15,61.0,1.0,18.0,35,,,,,,Codacy tool for Scalameta.,19.0,7,False,3,,,,,,,,
363,sbt-json,battermann/sbt-json,json,,https://github.com/battermann/sbt-json,https://github.com/battermann/sbt-json,MIT,2017-08-16 16:28:39,2018-05-29 20:34:36,2018-05-29 20:33:52,104,,3.0,5,6.0,1.0,4.0,32,,,,,,"sbt plugin that generates Scala case classes for easy, statically typed and implicit access of JSON data e.g. from API..",2.0,7,False,3,,,,,,,,
364,OAuth2-mock-play,zalando-stups/OAuth2-mock-play,sec,,https://github.com/zalando-stups/OAuth2-mock-play,https://github.com/zalando-stups/OAuth2-mock-play,MIT,2016-06-01 12:50:40,2019-04-10 09:30:03,2017-07-23 10:30:38,47,,5.0,9,16.0,3.0,2.0,25,,,,,,An implementation of an OAuth2 server designed for mocking/testing.,8.0,7,False,3,,,,,,,,
365,google-api-scala,eckerdcollege/google-api-scala,misc,,https://github.com/EckerdCollege/google-api-scala,https://github.com/EckerdCollege/google-api-scala,Apache-2.0,2016-05-11 02:57:25,2018-02-13 23:18:23,2018-02-13 23:17:47,162,,5.0,4,9.0,2.0,2.0,18,,,,,,"This API is a wrapper for the google java libraries. Currently mapping Admin Directory, Drive, and Calendar.",,7,False,3,,,,,,,,
366,mapperdao,kostaskougios/mapperdao,db-clients,,https://github.com/kostaskougios/mapperdao,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56,2018-05-14 17:34:31,2018-05-14 17:34:27,2004,,4.0,3,4.0,3.0,6.0,14,,,,,,A Scala ORM library.,10.0,7,False,3,,,,,,,,
367,fm-flatfile,frugalmechanic/fm-flatfile,csv-yaml,['scala3'],https://github.com/frugalmechanic/fm-flatfile,https://github.com/frugalmechanic/fm-flatfile,Apache-2.0,2014-04-23 20:49:52,2023-07-13 23:54:52,2023-07-13 23:54:43,110,6.0,3.0,5,3.0,3.0,,10,,,,,,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,2.0,7,False,3,,,,,,,,
368,avro-codegen,malcolmgreaves/avro-codegen,data,,https://github.com/malcolmgreaves/avro-codegen,https://github.com/malcolmgreaves/avro-codegen,,2017-07-28 04:15:28,2020-05-29 21:59:56,2020-05-28 18:28:33,56,,4.0,4,5.0,,,9,2018-05-04 02:38:58,0.3.7,,,3.0,Scala code generator for Avro schemas.,10.0,7,False,3,,,,,,,,
369,jefe,outr/jefe,http,,https://github.com/outr/jefe,https://github.com/outr/jefe,MIT,2016-03-23 13:45:36,2020-01-17 23:50:29,2020-01-17 23:49:36,203,,,4,1.0,8.0,13.0,8,,,,,,"Manages installation, updating, downloading, launching, error reporting, and more for your application.",,7,False,3,,,,,,,,
370,lamma,maxcellent/lamma,toolkits,,https://github.com/maxcellent/lamma,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29,2020-05-25 08:37:51,2020-05-25 08:37:50,230,,18.0,7,1.0,1.0,13.0,90,,,,,,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,1.0,6,False,3,,,,,,,,
371,scala-sql,wangzaixiang/scala-sql,db-clients,['scala3'],https://github.com/wangzaixiang/scala-sql,https://github.com/wangzaixiang/scala-sql,,2012-05-29 01:09:15,2023-05-31 09:16:02,2023-05-31 09:15:37,126,1.0,19.0,10,1.0,,2.0,89,2019-01-04 03:19:55,2.0.7,,,3.0,scala SQL api.,5.0,6,False,3,,,,,,,,
372,ndscala,sciscala/ndscala,sci,,https://github.com/SciScala/NDScala,https://github.com/SciScala/NDScala,AGPL-3.0,2020-06-14 13:57:45,2022-12-22 18:02:46,2022-12-22 18:02:26,112,,6.0,7,2.0,,1.0,46,,,,,,N-dimensional / multi-dimensional arrays (tensors) in Scala 3. Think NumPy ndarray / PyTorch Tensor but type-safe over..,3.0,6,True,3,,,,,,,,
373,dupin,yakivy/dupin,data,"['scala3', 'scalajs']",https://github.com/yakivy/dupin,https://github.com/yakivy/dupin,MIT,2019-11-06 18:56:13,2023-04-25 20:43:17,2023-04-25 20:43:13,73,,2.0,3,1.0,,,41,,,,,,"Minimal, idiomatic, customizable validation Scala library.",2.0,6,True,3,,,,,,,,
374,kvs,zero-deps/kvs,db-clients,,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,,2019-08-09 21:21:29,2023-03-26 22:14:33,2022-09-01 22:23:42,770,,2.0,6,4.0,,11.0,20,2022-06-24 23:03:51,6.1,,,2.0,Highly available distributed strong eventual consistent and sequentially consistent storage with feeds and search.,16.0,6,False,3,,,,,,,,
375,sclasner,xitrum-framework/sclasner,di,,https://github.com/xitrum-framework/sclasner,https://github.com/xitrum-framework/sclasner,MIT,2011-09-09 04:48:43,2019-11-16 00:08:39,2019-11-16 00:08:30,66,,,5,,,3.0,10,,,,,,Scala classpath scanner.,5.0,6,False,3,,,,,,,,
376,stone,sake92/stone,env,['scalajs'],https://github.com/sake92/stone,https://github.com/sake92/stone,Apache-2.0,2019-08-14 18:46:15,2020-10-01 13:21:19,2020-10-01 13:21:18,31,,3.0,2,4.0,2.0,2.0,4,2020-09-08 16:42:47,0.2.0,,,1.0,URL (de)construct. Withers.,,6,False,3,,,,,,,,
377,frontier,zero-deps/frontier,http,,https://github.com/zero-deps/frontier,https://github.com/zero-deps/frontier,,2020-10-02 14:06:05,2022-09-13 13:27:13,2022-09-13 13:27:09,123,,3.0,5,4.0,,4.0,10,,,,,,"Fast, efficient, pure-functional, effect-free websocket, http and udp server, http client and telegram bot.",6.0,5,False,3,,,,,,,,
378,service-chassis,allawala/service-chassis,misc,,https://github.com/allawala/service-chassis,https://github.com/allawala/service-chassis,,2017-03-18 11:30:44,2022-08-09 02:02:19,2022-08-09 02:02:12,150,,2.0,1,3.0,,79.0,7,,,,,,A scala chassis to get your applications and services bootstrapped quickly.,4.0,5,False,3,,,,,,,,
379,sevenz4s,gonearewe/sevenz4s,misc,,https://github.com/gonearewe/SevenZ4S,https://github.com/gonearewe/SevenZ4S,LGPL-2.1,2021-01-11 08:15:26,2021-02-01 02:27:22,2021-02-01 02:27:22,19,,8.0,2,1.0,,,43,,,,,,"SevenZip library for Scala, easy to use.",1.0,4,False,3,,,,,,,,
380,veto,splink/veto,data,,https://github.com/splink/veto,https://github.com/splink/veto,Apache-2.0,2019-02-27 14:05:46,2020-01-21 23:32:27,2020-01-21 23:32:26,31,,1.0,2,1.0,,,6,,,,,,If you dont agree with the data.,2.0,4,False,3,,,,,,,,
381,scalajs-router,sake92/scalajs-router,env,['scalajs'],https://github.com/sake92/scalajs-router,https://github.com/sake92/scalajs-router,Apache-2.0,2020-09-09 19:32:07,2020-12-14 15:21:12,2020-12-14 15:21:06,18,,,2,,,,4,,,,,,ScalaJS frontend router.,,4,False,3,,,,,,,,
382,json,nestorpersist/json,json,,https://github.com/nestorpersist/json,https://github.com/nestorpersist/json,,2012-11-17 19:43:13,2018-03-09 04:32:45,2016-12-16 16:48:10,115,,8.0,6,10.0,,2.0,11,,,,,,"Persist-Json, a Fast Json Parser Written in Scala.",2.0,3,False,3,,,,,,,,
383,google4s,toknapp/google4s,misc,,https://github.com/toknapp/google4s,https://github.com/toknapp/google4s,,2018-12-27 23:37:30,2019-01-22 12:00:59,2019-01-22 12:00:52,29,,,5,3.0,3.0,1.0,11,,,,,,"A lean, functional library for Google Cloud Services in Scala.",3.0,3,False,3,,,,,,,,
