,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
130,sbt-header,sbt/sbt-header,sbt,,https://github.com/sbt/sbt-header,https://github.com/sbt/sbt-header,Apache-2.0,2015-02-05 16:25:45,2026-02-05 06:37:05,2026-02-05 06:37:03,412.0,24.0,58.0,7.0,299.0,13.0,79.0,187.0,2025-09-12 03:19:49,5.11.0,,,25.0,"sbt-header is an sbt plugin for creating file headers, e.g. copyright headers.",40.0,18,True,2.0,,,,,,,,
131,pekko-http,apache/incubator-pekko-http,http,['scala3'],https://github.com/apache/pekko-http,https://github.com/apache/pekko-http,Apache-2.0,2022-10-31 08:43:27,2026-02-05 03:15:26,2026-02-05 03:15:26,4956.0,72.0,50.0,19.0,809.0,37.0,93.0,186.0,,,,,,The Streaming-first HTTP server/module of Apache Pekko.,368.0,18,True,3.0,,,,,,,apache/pekko-http,
132,sttp-oauth2,ocadotechnology/sttp-oauth2,sec,,https://github.com/polyvariant/sttp-oauth2,https://github.com/polyvariant/sttp-oauth2,Apache-2.0,2020-12-08 14:03:13,2025-12-29 12:21:29,2025-12-29 12:21:08,540.0,43.0,25.0,8.0,613.0,12.0,23.0,81.0,2025-12-14 17:11:39,0.21.0,,,39.0,OAuth2 client library implemented in Scala using sttp.,16.0,18,True,1.0,4.0,,com.ocadotechnology:sttp-oauth2_2.13,https://search.maven.org/artifact/com.ocadotechnology/sttp-oauth2_2.13,2024-05-12 18:38:37,4.0,polyvariant/sttp-oauth2,
133,scopt,scopt/scopt,others,"['scala3', 'scalajs']",https://github.com/scopt/scopt,https://github.com/scopt/scopt,,2012-03-18 19:27:17,2025-09-06 15:52:57,2025-09-06 15:52:57,510.0,,161.0,33.0,185.0,58.0,117.0,1447.0,2022-07-02 20:30:57,4.1.0,,,17.0,command line options parsing for Scala.,62.0,17,False,2.0,,,,,,,,
134,securesocial,jaliss/securesocial,sec,,https://github.com/jaliss/securesocial,https://github.com/jaliss/securesocial,Apache-2.0,2011-11-10 17:32:54,2020-10-09 22:17:20,2018-07-21 14:07:06,571.0,,528.0,88.0,257.0,68.0,324.0,1199.0,,,,,,"A module that provides OAuth, OAuth2 and OpenID authentication for Play Framework applications.",98.0,17,False,1.0,,,,,,,,
135,cassovary,twitter/cassovary,toolkits,,https://github.com/twitter/cassovary,https://github.com/twitter/cassovary,Apache-2.0,2012-02-21 23:22:30,2021-10-08 21:22:29,2021-10-08 21:22:23,503.0,,148.0,156.0,155.0,33.0,48.0,1053.0,2015-03-18 21:37:14,5.1.0,,,5.0,Cassovary is a simple big graph processing library for the JVM.,30.0,17,False,3.0,,,,,,,,
136,quicklens,softwaremill/quicklens,toolkits,"['scala3', 'scalajs']",https://github.com/softwaremill/quicklens,https://github.com/softwaremill/quicklens,Apache-2.0,2015-02-28 12:32:34,2026-01-25 00:12:08,2025-10-30 10:58:20,533.0,,53.0,38.0,240.0,38.0,35.0,845.0,2025-01-31 14:59:52,1.9.12,,,33.0,Modify deeply nested case class fields.,27.0,17,True,3.0,,,,,,,,
137,sbt-updates,rtimush/sbt-updates,sbt,,https://github.com/rtimush/sbt-updates,https://github.com/rtimush/sbt-updates,BSD-3-Clause,2012-10-07 17:20:50,2026-02-02 09:57:21,2026-02-02 09:57:21,712.0,32.0,58.0,20.0,369.0,12.0,67.0,777.0,2022-05-30 08:03:01,0.6.3,,,24.0,sbt plugin that can check Maven and Ivy repositories for dependency updates.,29.0,17,True,2.0,,,,,,,,
138,figaro,charles-river-analytics/figaro,sci,,https://github.com/charles-river-analytics/figaro,https://github.com/charles-river-analytics/figaro,,2013-08-14 18:13:17,2022-06-01 16:25:49,2022-06-01 16:25:48,1478.0,,152.0,83.0,303.0,122.0,332.0,762.0,2017-08-24 18:00:35,5.0.0.0,3241.0,22.0,16.0,Figaro Programming Language and Core Libraries.,29.0,17,False,3.0,,,,,,,,
139,scala-scraper,ruippeixotog/scala-scraper,others,['scala3'],https://github.com/ruippeixotog/scala-scraper,https://github.com/ruippeixotog/scala-scraper,MIT,2014-10-12 21:58:22,2026-02-02 00:29:24,2026-02-02 00:29:23,859.0,19.0,105.0,26.0,571.0,9.0,56.0,731.0,2017-07-21 21:40:45,2.0.0,,,5.0,A Scala library for scraping content from HTML pages.,16.0,17,True,2.0,,,,,,,,
140,scallop,scallop/scallop,others,"['scala3', 'scalajs']",https://github.com/scallop/scallop,https://github.com/scallop/scallop,MIT,2012-03-22 19:17:41,2025-11-30 06:59:37,2025-11-30 06:57:31,621.0,7.0,58.0,14.0,58.0,11.0,191.0,682.0,2025-11-30 07:00:38,6.0.0,,,30.0,a simple Scala CLI parsing library.,27.0,17,True,2.0,,,,,,,,
141,decline,bkirwi/decline,others,"['scala3', 'scalajs']",https://github.com/bkirwi/decline,https://github.com/bkirwi/decline,Apache-2.0,2016-10-23 00:30:19,2026-01-30 04:51:24,2026-01-30 04:51:24,904.0,22.0,74.0,6.0,559.0,34.0,65.0,669.0,2021-12-12 22:36:45,2.2.0,,,8.0,A composable command-line parser for Scala.,38.0,17,True,2.0,,,,,,,,
142,testcontainers-scala,testcontainers/testcontainers-scala,test,['scala3'],https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2025-12-23 02:34:33,2025-12-23 02:33:28,813.0,7.0,134.0,15.0,433.0,59.0,78.0,662.0,2025-12-23 02:34:33,0.44.1,,,11.0,Docker containers for testing in scala.,91.0,17,True,3.0,,,,,,,,
143,chill,twitter/chill,data,,https://github.com/twitter/chill,https://github.com/twitter/chill,Apache-2.0,2012-10-15 22:01:08,2024-08-19 21:32:21,2023-03-19 07:21:05,928.0,,154.0,125.0,724.0,75.0,92.0,617.0,2021-06-04 22:29:04,0.10.0,,,34.0,Scala extensions for the Kryo serialization library.,68.0,17,False,2.0,,,,,,,,
144,freestyle,frees-io/freestyle,toolkits,['scalajs'],https://github.com/frees-io/freestyle,https://github.com/frees-io/freestyle,Apache-2.0,2016-10-19 22:31:44,2019-08-13 06:52:17,2019-08-13 06:52:16,526.0,,51.0,38.0,321.0,34.0,214.0,616.0,2018-06-07 10:17:38,0.8.2,,,24.0,A cohesive & pragmatic framework of FP centric Scala libraries.,47.0,17,False,3.0,,,,,,,,
145,squeryl,squeryl/squeryl,db-clients,['scala3'],https://github.com/squeryl/squeryl,https://github.com/squeryl/squeryl,Apache-2.0,2010-01-30 16:07:07,2026-02-04 07:40:52,2026-02-04 07:40:52,1260.0,29.0,140.0,25.0,524.0,39.0,112.0,587.0,,,,,,A Scala DSL for talking with databases with minimum verbosity and maximum type safety.,60.0,17,True,2.0,,,,,,,,
146,scalariform,scala-ide/scalariform,development-cycle,,https://github.com/scala-ide/scalariform,https://github.com/scala-ide/scalariform,MIT,2010-04-10 22:24:20,2024-05-11 00:35:23,2019-06-11 05:21:17,734.0,,147.0,25.0,98.0,67.0,140.0,524.0,2019-06-11 05:28:37,0.2.10,10454.0,101.0,11.0,Scala source code formatter.,56.0,17,False,3.0,,,,,,,,
147,mima,lightbend/mima,sbt,['scala3'],https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2025-11-27 13:52:38,2025-11-27 13:52:38,1669.0,3.0,73.0,15.0,662.0,32.0,190.0,478.0,2024-08-09 02:29:56,1.1.4,,,33.0,A tool for catching binary incompatibility in Scala.,51.0,17,True,2.0,,,,,,,lightbend-labs/mima,
148,endpoints4s,endpoints4s/endpoints4s,http,"['scala3', 'scalajs']",https://github.com/endpoints4s/endpoints4s,https://github.com/endpoints4s/endpoints4s,MIT,2016-04-25 12:48:00,2025-03-25 19:34:46,2025-03-25 19:34:46,1613.0,,96.0,10.0,1153.0,56.0,171.0,416.0,2024-09-20 20:34:06,1.12.1,,,33.0,"Describe HTTP endpoints in Scala and derive clients, servers, and documentation.",64.0,17,True,3.0,,,,,,,,
149,play-pac4j,pac4j/play-pac4j,sec,,https://github.com/pac4j/play-pac4j,https://github.com/pac4j/play-pac4j,Apache-2.0,2012-11-10 08:19:26,2026-02-03 20:57:48,2026-02-03 20:57:26,1182.0,55.0,102.0,25.0,648.0,4.0,,411.0,2023-11-15 08:16:36,play-pac4j-parent-12.0.0-PLAY2.8-RC1,,,1.0,"Security library for Play framework 2 in Java and Scala: OAuth, CAS, SAML, OpenID Connect, LDAP, JWT...",55.0,17,True,1.0,,,,,,,,
150,play-swagger,iheartradio/play-swagger,others,,https://github.com/iheartradio/play-swagger,https://github.com/iheartradio/play-swagger,Apache-2.0,2015-09-17 20:56:52,2023-11-10 07:27:13,2023-07-28 01:36:51,778.0,,137.0,22.0,438.0,22.0,160.0,406.0,2023-07-27 02:50:55,1.1.12,,,39.0,Swagger spec generator for play framework.,54.0,17,False,2.0,,,,,,,,
151,xsbt-web-plugin,earldouglas/xsbt-web-plugin,sbt,,https://github.com/earldouglas/sbt-war,https://github.com/earldouglas/sbt-war,BSD-3-Clause,2011-04-24 10:27:46,2026-02-01 21:07:45,2026-02-01 01:22:05,1297.0,18.0,100.0,16.0,834.0,,288.0,381.0,,,,,,Package and run WAR files from sbt.,33.0,17,True,2.0,,,,,,,earldouglas/sbt-war,
152,sbt-git,sbt/sbt-git,sbt,,https://github.com/sbt/sbt-git,https://github.com/sbt/sbt-git,BSD-2-Clause,2011-10-26 18:18:57,2026-02-05 12:43:11,2026-02-05 12:43:11,496.0,22.0,102.0,17.0,233.0,33.0,86.0,355.0,2024-10-09 22:55:17,2.1.0,,,8.0,A git plugin for sbt.,57.0,17,True,2.0,,,,,,,,
153,sbt-microsites,47degrees/sbt-microsites,sbt,,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2025-09-15 05:13:14,2024-04-29 05:19:30,1290.0,,64.0,48.0,702.0,38.0,122.0,319.0,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,78.0,17,False,2.0,,,,,,,,
154,sbt-ci-release,sbt/sbt-ci-release,sbt,,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2026-02-05 10:03:05,2026-02-05 10:03:04,659.0,28.0,78.0,9.0,336.0,4.0,92.0,304.0,2025-08-17 06:14:02,1.11.2,,,38.0,sbt plugin to automate Sonatype releases from GitHub Actions.,67.0,17,True,2.0,,,,,,,,
155,pprint,com-lihaoyi/pprint,others,"['scala3', 'scalajs']",https://github.com/com-lihaoyi/PPrint,https://github.com/com-lihaoyi/PPrint,MIT,2017-05-12 09:10:20,2025-12-04 03:31:02,2025-12-04 03:29:43,171.0,4.0,41.0,5.0,125.0,19.0,26.0,248.0,2025-12-04 03:32:46,0.9.6,,,16.0,"Pretty-printing value, types and type-signatures in Scala.",21.0,17,True,2.0,,,,,,,,
156,youi,outr/youi,web-frameworks,['scalajs'],https://github.com/outr/youi,https://github.com/outr/youi,MIT,2012-06-26 14:06:32,2026-02-01 00:08:47,2026-01-09 01:27:33,2808.0,32.0,29.0,14.0,399.0,22.0,41.0,212.0,2019-01-30 18:17:20,0.9.0,,,12.0,"Next generation user interface and application development in Scala and Scala.js for web, mobile, and desktop.",12.0,17,True,3.0,,,,,,,,
157,zio-redis,zio/zio-redis,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-redis,https://github.com/zio/zio-redis,Apache-2.0,2020-01-07 16:12:24,2026-02-05 04:49:53,2026-02-05 04:49:52,792.0,40.0,68.0,11.0,1070.0,22.0,127.0,130.0,2026-01-16 08:38:16,1.1.13,,,18.0,A ZIO-based redis client.,50.0,17,True,2.0,,,,,,,,
158,ldbc,takapi327/ldbc,db-clients,"['scala3', 'scalajs']",https://github.com/takapi327/ldbc,https://github.com/takapi327/ldbc,MIT,2023-02-06 11:15:08,2026-02-03 15:42:00,2026-02-01 14:17:31,6230.0,310.0,6.0,1.0,619.0,12.0,25.0,85.0,2026-01-10 08:38:35,0.5.2,,,34.0,ldbc is Pure functional JDBC layer with Cats Effect 3 and Scala 3.,6.0,17,True,2.0,,,,,,,,
159,couchbase-jvm-clients,couchbase/couchbase-jvm-clients,db-clients,,https://github.com/couchbase/couchbase-jvm-clients,https://github.com/couchbase/couchbase-jvm-clients,Apache-2.0,2018-10-01 16:44:58,2026-02-05 00:47:24,2026-02-05 00:46:41,3193.0,28.0,44.0,5.0,30.0,1.0,17.0,52.0,,,,,,"The Couchbase Monorepo for JVM Clients: Java, Scala, io-core.",26.0,17,True,2.0,176.0,176.0,,,,,,
160,play-googleauth,guardian/play-googleauth,sec,,https://github.com/guardian/play-googleauth,https://github.com/guardian/play-googleauth,Apache-2.0,2014-06-16 15:15:10,2026-02-04 19:55:05,2026-01-23 13:20:47,989.0,67.0,11.0,55.0,368.0,11.0,,37.0,2026-01-23 13:20:46,32.0.2,,,80.0,Simple play module for authenticating against Google.,87.0,17,True,1.0,,,,,,,,
161,better-files,pathikrit/better-files,toolkits,['scala3'],https://github.com/pathikrit/better-files,https://github.com/pathikrit/better-files,MIT,2015-09-12 03:48:31,2024-08-13 00:56:52,2024-03-18 04:06:32,1092.0,,139.0,35.0,475.0,51.0,178.0,1479.0,,,,,,"Simple, safe and intuitive Scala I/O.",63.0,16,False,3.0,,,,,,,,
162,tensorflow_scala,eaplatanios/tensorflow_scala,sci,,https://github.com/eaplatanios/tensorflow_scala,https://github.com/eaplatanios/tensorflow_scala,Apache-2.0,2017-04-01 18:00:29,2022-06-22 21:53:34,2022-06-22 21:50:29,2260.0,,95.0,64.0,51.0,29.0,120.0,941.0,2020-10-08 19:13:41,0.5.6,,,11.0,TensorFlow API for the Scala Programming Language.,12.0,16,False,3.0,,,,,,,,
163,squants,typelevel/squants,sci,"['scala3', 'scalajs']",https://github.com/typelevel/squants,https://github.com/typelevel/squants,Apache-2.0,2014-03-06 16:28:32,2026-01-12 09:29:39,2025-07-17 13:48:52,831.0,,123.0,17.0,514.0,62.0,101.0,930.0,2021-08-26 20:15:30,1.8.3,,,17.0,"The Scala API for Quantities, Units of Measure and Dimensional Analysis.",64.0,16,True,3.0,,,,,,,,
164,rxscala,reactivex/rxscala,reactive,,https://github.com/ReactiveX/RxScala,https://github.com/ReactiveX/RxScala,Apache-2.0,2014-08-19 03:45:33,2020-01-08 16:00:38,2019-12-29 15:39:19,857.0,,112.0,56.0,122.0,2.0,85.0,887.0,2019-12-29 15:41:19,0.27.0,,,15.0,RxScala Reactive Extensions for Scala a library for composing asynchronous and event-based programs using observable..,46.0,16,False,2.0,,,,,,,,
165,nscala-time,nscala-time/nscala-time,toolkits,"['scala3', 'scalajs']",https://github.com/nscala-time/nscala-time,https://github.com/nscala-time/nscala-time,Apache-2.0,2012-12-06 09:39:55,2026-02-05 04:23:36,2026-02-05 04:23:34,757.0,15.0,78.0,22.0,353.0,6.0,50.0,869.0,,,,,,A new Scala wrapper for Joda Time based on scala-time.,26.0,16,True,3.0,,,,,,,,
166,rediscala,etaty/rediscala,db-clients,,https://github.com/etaty/rediscala,https://github.com/etaty/rediscala,Apache-2.0,2013-04-15 13:49:16,2024-05-07 19:31:37,2019-10-17 08:36:11,414.0,,134.0,37.0,101.0,74.0,83.0,786.0,2019-06-23 15:29:14,1.9.0,,,13.0,"Non-blocking, Reactive Redis driver for Scala (with Sentinel support).",32.0,16,False,2.0,,,,,,,,
167,requests-scala,com-lihaoyi/requests-scala,http,['scala3'],https://github.com/com-lihaoyi/requests-scala,https://github.com/com-lihaoyi/requests-scala,,2018-07-19 11:06:17,2026-02-01 06:57:30,2026-02-01 06:57:21,202.0,10.0,91.0,9.0,139.0,29.0,60.0,743.0,2026-02-01 07:03:11,0.9.3,,,13.0,"A Scala port of the popular Python Requests HTTP client: flexible, intuitive, and straightforward to use.",39.0,16,False,3.0,,,,,,,,
168,vegas,vegas-viz/vegas,bigdata,,https://github.com/vegas-viz/Vegas,https://github.com/vegas-viz/Vegas,MIT,2016-04-14 16:44:32,2022-01-30 23:39:05,2019-09-17 18:54:19,237.0,,98.0,39.0,77.0,54.0,55.0,730.0,2017-07-25 22:34:25,0.3.11,,,8.0,The missing MatPlotLib for Scala + Spark.,21.0,16,False,3.0,,,,,,,,
169,scalastyle,scalastyle/scalastyle,development-cycle,,https://github.com/scalastyle/scalastyle,https://github.com/scalastyle/scalastyle,Apache-2.0,2011-10-20 19:26:37,2022-09-16 09:23:16,2019-03-04 20:14:47,629.0,,217.0,30.0,148.0,85.0,149.0,676.0,,,,,,scalastyle.,70.0,16,False,3.0,,,,,,,,
170,scalate,scalate/scalate,templating,,https://github.com/scalate/scalate,https://github.com/scalate/scalate,Apache-2.0,2010-01-27 15:53:18,2026-02-04 06:44:53,2026-02-04 06:44:53,2843.0,13.0,103.0,18.0,740.0,38.0,35.0,610.0,,,,,,"Scalate is a Scala based template engine which supports HAML, Mustache and JSP, Erb and Velocity style syntaxes.",74.0,16,True,2.0,,,,,,,,
171,korolev,fomkin/korolev,web-frameworks,"['scala3', 'scalajs']",https://github.com/fomkin/korolev,https://github.com/fomkin/korolev,Apache-2.0,2016-08-10 16:19:56,2023-08-13 15:22:53,2023-08-06 12:44:17,677.0,,50.0,19.0,227.0,16.0,224.0,577.0,2022-08-16 08:04:00,1.5.0,,,35.0,Single Page Applications running on the server side.,26.0,16,False,3.0,,,,,,,,
172,scala-graph,scala-graph/scala-graph,toolkits,['scalajs'],https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,,2013-01-29 16:21:11,2026-01-13 16:41:17,2026-01-12 12:59:10,812.0,11.0,74.0,31.0,275.0,10.0,117.0,576.0,2024-10-11 10:46:33,2.0.2,,,2.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,21.0,16,False,3.0,,,,,,,,
173,scala-oauth2-provider,nulab/scala-oauth2-provider,sec,,https://github.com/nulab/scala-oauth2-provider,https://github.com/nulab/scala-oauth2-provider,MIT,2013-09-17 11:19:40,2026-01-05 14:25:08,2026-01-05 14:25:00,272.0,2.0,99.0,67.0,102.0,4.0,63.0,541.0,2023-10-16 02:00:21,1.6.0,,,28.0,OAuth 2.0 server-side implementation written in Scala.,28.0,16,True,2.0,,,,,,,,
174,xitrum,xitrum-framework/xitrum,web-frameworks,,https://github.com/xitrum-framework/xitrum,https://github.com/xitrum-framework/xitrum,MIT,2010-07-19 22:58:50,2023-02-28 06:06:49,2023-02-28 06:06:46,2082.0,,52.0,37.0,36.0,56.0,600.0,447.0,,,,,,Async and clustered Scala web framework and HTTP(S) server.,31.0,16,False,3.0,,,,,,,,
175,akka-http-session,softwaremill/akka-http-session,sec,,https://github.com/softwaremill/akka-http-session,https://github.com/softwaremill/akka-http-session,Apache-2.0,2015-06-30 13:40:05,2023-08-29 17:18:02,2023-08-29 17:17:55,272.0,,58.0,45.0,45.0,11.0,33.0,439.0,2023-08-29 17:27:28,0.7.1,,,9.0,"Web & mobile client-side akka-http sessions, with optional JWT support.",24.0,16,False,2.0,,,,,,,,
176,jawn,typelevel/jawn,json,"['scala3', 'scalajs']",https://github.com/typelevel/jawn,https://github.com/typelevel/jawn,,2012-10-01 02:04:45,2026-02-04 21:07:12,2026-02-04 21:07:10,1549.0,24.0,73.0,19.0,668.0,15.0,56.0,436.0,2024-05-29 20:49:23,1.6.0,,,23.0,Jawn is for parsing jay-sawn (JSON).,55.0,16,False,3.0,,,,,,,,
177,reboot,dispatch/reboot,http,,https://github.com/dispatch/reboot,https://github.com/dispatch/reboot,LGPL-3.0,2011-12-11 22:33:52,2024-08-25 03:41:28,2024-08-25 03:40:21,752.0,,105.0,33.0,137.0,5.0,100.0,428.0,2024-08-25 03:33:13,2.0.0,,,25.0,Scala wrapper for the Java AsyncHttpClient.,39.0,16,True,3.0,,,,,,,,
178,splain,tek/splain,sbt,,https://github.com/tek/splain,https://github.com/tek/splain,MIT,2016-12-18 00:02:41,2026-01-16 22:50:13,2026-01-16 22:49:52,368.0,4.0,28.0,7.0,56.0,9.0,59.0,373.0,2025-12-05 23:05:49,Release/v1.2.0-2.13.18,1148.0,11.0,62.0,better implicit errors for scala.,21.0,16,True,3.0,,,,,,,,
179,mockito-scala,mockito/mockito-scala,test,,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2026-01-29 06:31:45,2026-01-29 06:31:45,953.0,8.0,60.0,15.0,479.0,25.0,103.0,361.0,2025-05-29 06:57:19,2.0.0,,,51.0,Mockito for Scala language.,32.0,16,True,3.0,,,,,,,,
180,scala-js-dom,scala-js/scala-js-dom,scala-js,"['scala3', 'scalajs']",https://github.com/scala-js/scala-js-dom,https://github.com/scala-js/scala-js-dom,,2013-10-15 02:35:07,2025-07-23 13:14:50,2025-07-23 13:05:58,1561.0,,160.0,13.0,678.0,40.0,196.0,327.0,2025-07-23 13:14:50,2.8.1,,,11.0,Statically typed DOM API for Scala.js.,120.0,16,False,2.0,,,,,,,,
181,diffson,gnieh/diffson,json,"['scala3', 'scalajs']",https://github.com/gnieh/diffson,https://github.com/gnieh/diffson,Apache-2.0,2013-08-30 15:50:35,2025-09-26 07:42:55,2025-09-26 07:42:54,593.0,,51.0,10.0,440.0,14.0,48.0,323.0,2025-09-25 15:34:38,4.6.1,,,17.0,A scala diff/patch library for Json.,35.0,16,True,3.0,,,,,,,,
182,scalismo,unibas-gravis/scalismo,media,['scala3'],https://github.com/unibas-gravis/scalismo,https://github.com/unibas-gravis/scalismo,Apache-2.0,2015-02-13 13:58:38,2025-07-31 14:43:27,2024-01-23 13:09:12,1839.0,,66.0,16.0,354.0,10.0,77.0,265.0,2023-07-04 08:48:44,0.92.0,,,7.0,Scalable Image Analysis and Shape Modelling.,23.0,16,False,2.0,,,,,,,,
183,anorm,playframework/anorm,db-clients,"['scala3', 'play']",https://github.com/playframework/anorm,https://github.com/playframework/anorm,Apache-2.0,2014-12-05 03:05:14,2026-01-07 08:20:16,2026-01-07 08:20:16,800.0,3.0,77.0,14.0,580.0,11.0,69.0,247.0,2022-09-29 14:17:35,2.7.0,,,3.0,The Anorm database library.,57.0,16,True,2.0,,,,,,,,
184,cats-parse,typelevel/cats-parse,parsers,"['scala3', 'scalajs']",https://github.com/typelevel/cats-parse,https://github.com/typelevel/cats-parse,MIT,2020-10-30 21:53:24,2026-02-04 08:16:34,2025-12-10 02:48:39,525.0,6.0,54.0,11.0,611.0,23.0,75.0,245.0,2024-12-11 17:33:56,1.1.0,,,16.0,A parsing library for the cats ecosystem.,46.0,16,True,2.0,,,,,,,,
185,sbt-doctest,tkawachi/sbt-doctest,sbt,,https://github.com/sbt-doctest/sbt-doctest,https://github.com/sbt-doctest/sbt-doctest,MIT,2014-06-10 15:46:12,2026-02-04 07:40:50,2026-02-04 07:40:50,971.0,32.0,28.0,8.0,644.0,9.0,53.0,187.0,2015-12-17 13:37:24,0.3.5,,,1.0,Doctest for scala.,26.0,16,True,3.0,,,,,,,sbt-doctest/sbt-doctest,
186,sbt-unidoc,sbt/sbt-unidoc,sbt,,https://github.com/sbt/sbt-unidoc,https://github.com/sbt/sbt-unidoc,Apache-2.0,2013-05-16 06:40:23,2026-02-05 04:40:59,2026-02-05 04:40:59,223.0,7.0,26.0,12.0,156.0,24.0,37.0,126.0,2026-01-05 04:06:37,0.6.1,,,7.0,sbt plugin to create a unified Scaladoc or Javadoc API document across multiple subprojects.,23.0,16,True,3.0,,,,,,,,
187,cilib,ciren/cilib,others,,https://github.com/ciren/cilib,https://github.com/ciren/cilib,Apache-2.0,2009-01-07 13:11:13,2022-08-05 05:12:53,2022-08-05 05:08:44,2338.0,,101.0,21.0,267.0,7.0,54.0,125.0,2018-03-21 12:08:40,2.0.1,,,5.0,"Typesafe, purely functional Computational Intelligence.",26.0,16,False,2.0,,,,,,,,
188,clickhouse-scala-client,crobox/clickhouse-scala-client,db-clients,,https://github.com/crobox/clickhouse-scala-client,https://github.com/crobox/clickhouse-scala-client,LGPL-3.0,2017-03-31 13:40:12,2026-02-04 20:53:21,2026-02-04 20:53:21,1081.0,18.0,28.0,9.0,227.0,15.0,23.0,119.0,2025-11-28 11:22:57,1.2.17,,,71.0,Clickhouse Scala Client with Reactive Streams support.,22.0,16,True,2.0,,,,,,,,
189,zio-elasticsearch,lambdaworks/zio-elasticsearch,db-clients,"['zio', 'scala3']",https://github.com/lambdaworks/zio-elasticsearch,https://github.com/lambdaworks/zio-elasticsearch,Apache-2.0,2022-08-07 09:04:07,2026-02-02 23:15:02,2026-02-02 23:12:31,662.0,32.0,20.0,11.0,698.0,19.0,38.0,59.0,2026-01-13 12:28:16,0.5.0,,,5.0,ZIO Elasticsearch is a type-safe and streaming-friendly ZIO native Elasticsearch client.,22.0,16,True,2.0,,,io.lambdaworks:zio-elasticsearch_3,https://search.maven.org/artifact/io.lambdaworks/zio-elasticsearch_3,2026-01-13 12:28:16,,,
190,zio-dynamodb,zio/zio-dynamodb,db-clients,"['zio', 'scala3']",https://github.com/zio/zio-dynamodb,https://github.com/zio/zio-dynamodb,Apache-2.0,2020-05-13 14:54:45,2026-02-05 08:18:36,2026-01-17 15:09:42,493.0,23.0,22.0,3.0,696.0,21.0,85.0,45.0,2025-12-08 07:10:00,1.0.0-RC24,,,41.0,"Simple, type-safe, and efficient access to DynamoDB.",20.0,16,True,2.0,,,,,,,,
191,scalaj-http,scalaj/scalaj-http,http,,https://github.com/scalaj/scalaj-http,https://github.com/scalaj/scalaj-http,Apache-2.0,2010-08-23 20:05:19,2022-04-03 21:19:24,2022-04-03 21:19:24,300.0,,119.0,42.0,84.0,28.0,112.0,976.0,2016-04-02 20:58:24,2.3.0,,,1.0,Simple scala wrapper for HttpURLConnection. OAuth included.,29.0,15,False,3.0,,,,,,,,
192,simulacrum,typelevel/simulacrum,toolkits,['scalajs'],https://github.com/typelevel/simulacrum,https://github.com/typelevel/simulacrum,BSD-3-Clause,2015-01-17 03:49:30,2024-03-27 23:15:05,2024-03-26 15:58:56,433.0,,61.0,30.0,163.0,30.0,45.0,934.0,2018-02-20 14:20:53,0.12.0,,,1.0,First class syntax support for type classes in Scala.,35.0,15,False,3.0,,,,,,,,
193,Laminar,raquo/Laminar,scala-js,"['scala3', 'scalajs']",https://github.com/raquo/Laminar,https://github.com/raquo/Laminar,MIT,2017-04-06 06:06:49,2026-02-03 13:39:07,2026-02-02 23:39:49,715.0,24.0,56.0,22.0,54.0,33.0,90.0,821.0,,,,,,"Simple, expressive, and safe UI library for Scala.js.",20.0,15,True,3.0,,,,,,,,
194,sbt-docker,marcuslonnberg/sbt-docker,sbt,,https://github.com/marcus-drake/sbt-docker,https://github.com/marcus-drake/sbt-docker,MIT,2014-01-12 19:43:03,2024-12-12 15:18:45,2024-12-12 15:18:01,400.0,,110.0,18.0,55.0,22.0,69.0,734.0,2023-08-24 05:54:18,1.11.0,,,9.0,Create Docker images directly from sbt.,31.0,15,True,3.0,,,,,,,marcus-drake/sbt-docker,
195,play2-auth,t2v/play2-auth,sec,,https://github.com/t2v/play2-auth,https://github.com/t2v/play2-auth,Apache-2.0,2012-04-23 16:27:14,2019-09-10 09:34:53,2017-10-18 15:44:31,261.0,,136.0,60.0,80.0,23.0,97.0,607.0,2015-08-27 05:10:50,release0.14.1,,,8.0,Play2.x Authentication and Authorization module.,22.0,15,False,3.0,,,,,,,,
