,name,github_id,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,trending
373,etcd4s,mingchuno/etcd4s,db-clients,,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2026-02-04 06:12:56,2022-03-07 09:38:29,84.0,,4.0,2.0,56.0,3.0,1.0,31.0,,,,,,Scala etcd client implementing V3 APIs.,4.0,7,False,3.0,,,,,,,,
374,OAuth2-mock-play,zalando-stups/OAuth2-mock-play,sec,,https://github.com/zalando-stups/OAuth2-mock-play,https://github.com/zalando-stups/OAuth2-mock-play,MIT,2016-06-01 12:50:40,2019-04-10 09:30:03,2017-07-23 10:30:38,47.0,,4.0,6.0,16.0,3.0,2.0,25.0,,,,,,An implementation of an OAuth2 server designed for mocking/testing.,8.0,7,False,3.0,,,,,,,,
375,pos,johnreedlol/pos,env,,https://github.com/JohnReedLOL/pos,https://github.com/JohnReedLOL/pos,Apache-2.0,2018-09-25 01:19:23,2020-10-27 07:37:05,2020-05-05 16:13:09,69.0,,3.0,2.0,37.0,12.0,3.0,23.0,,,,,,Macro based print debugging for Scala code. Locates debug statements in your IDE. Supports logging.,4.0,7,False,3.0,,,,,,,,
376,annette,annetteplatform/annette,distributed,,https://github.com/annetteplatform/annette,https://github.com/annetteplatform/annette,Apache-2.0,2020-09-28 16:48:14,2024-06-21 13:14:48,2024-06-21 13:14:48,407.0,,1.0,2.0,35.0,,12.0,19.0,2023-07-18 09:19:53,0.5.1,,,14.0,"Platform to build distributed, scalable, enterprise-wide business applications.",2.0,7,False,3.0,,,,,,,,
377,analogweb-scala,analogweb/analogweb-scala,web-frameworks,['scala3'],https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2025-01-04 07:50:29,2022-07-19 14:14:08,414.0,,2.0,2.0,18.0,1.0,26.0,13.0,,,,,,Tiny High Performance HTTP Server for Scala.,4.0,7,False,3.0,,,,,,,,
378,frontier,zero-deps/frontier,http,,https://github.com/zero-deps/frontier,https://github.com/zero-deps/frontier,MIT,2020-10-02 14:06:05,2025-03-06 23:29:18,2025-03-06 23:29:18,124.0,,3.0,4.0,4.0,,4.0,9.0,,,,,,A lightweight HTTP/WebSocket server built with ZIO.,8.0,7,False,3.0,,,,,,,,
379,avro-codegen,malcolmgreaves/avro-codegen,data,,https://github.com/malcolmgreaves/avro-codegen,https://github.com/malcolmgreaves/avro-codegen,,2017-07-28 04:15:28,2020-05-29 21:59:56,2020-05-28 18:28:33,56.0,,4.0,3.0,5.0,,,9.0,2018-05-04 02:38:58,0.3.7,,,3.0,Scala code generator for Avro schemas.,10.0,7,False,3.0,,,,,,,,
380,stone,sake92/stone,env,['scalajs'],https://github.com/sake92/stone,https://github.com/sake92/stone,Apache-2.0,2019-08-14 18:46:15,2020-10-01 13:21:19,2020-10-01 13:21:18,31.0,,3.0,2.0,4.0,,4.0,5.0,2020-09-08 16:42:47,0.2.0,,,1.0,URL (de)construct. Withers.,,7,False,3.0,,,,,,,,
381,reactors,storm-enroute/reactors,reactive,,https://github.com/storm-enroute/reactors,https://github.com/storm-enroute/reactors,BSD-3-Clause,2015-11-15 00:51:21,2018-02-03 20:45:14,2018-02-03 11:10:38,2413.0,,1.0,2.0,,,,4.0,,,,,,A concurrent reactive programming framework.,15.0,7,False,3.0,,,,,,,,
382,lamma,maxcellent/lamma,toolkits,,https://github.com/maxcellent/lamma,https://github.com/maxcellent/lamma,,2014-05-26 15:37:29,2020-05-25 08:37:51,2020-05-25 08:37:50,230.0,,18.0,6.0,1.0,,13.0,92.0,,,,,,Lamma schedule generator for Scala is a professional schedule generation library for periodic schedules like fixed..,1.0,6,False,3.0,,,,,,,,
383,chromaprint.scala,mgdigital/chromaprint.scala,media,,https://github.com/mgdigital/Chromaprint.scala,https://github.com/mgdigital/Chromaprint.scala,,2019-05-06 21:36:41,2019-07-04 12:53:08,2019-07-04 12:52:59,162.0,,7.0,3.0,9.0,2.0,,86.0,,,,,,Chromaprint/AcoustID audio fingerprinting for the JVM.,1.0,6,False,3.0,,,,,,,,
384,sfcurve,locationtech/sfcurve,others,,https://github.com/locationtech/sfcurve,https://github.com/locationtech/sfcurve,,2015-06-25 18:38:33,2022-11-28 19:43:38,2022-11-28 19:43:38,47.0,,25.0,10.0,23.0,6.0,2.0,86.0,,,,,,"LocationTech SFCurve is a Scala library for the creation, transformation, and querying of space-filling curves.",6.0,6,False,3.0,,,,,,,,
385,spliff,sirthias/spliff,others,"['scala3', 'scalajs']",https://github.com/sirthias/spliff,https://github.com/sirthias/spliff,MPL-2.0,2021-04-22 08:08:09,2025-11-04 14:14:50,2025-11-03 16:47:40,106.0,,2.0,3.0,170.0,1.0,1.0,61.0,,,,,,Efficient diffing in Scala.,3.0,6,True,3.0,,,,,,,,
386,ndscala,sciscala/ndscala,sci,,https://github.com/SciScala/NDScala,https://github.com/SciScala/NDScala,AGPL-3.0,2020-06-14 13:57:45,2022-12-22 18:02:46,2022-12-22 18:02:26,112.0,,5.0,5.0,2.0,,1.0,47.0,,,,,,N-dimensional / multi-dimensional arrays (tensors) in Scala 3. Think NumPy ndarray / PyTorch Tensor but type-safe over..,3.0,6,False,3.0,,,,,,,,
387,mailgun4s,outr/mailgun4s,others,['scala3'],https://github.com/outr/mailgun4s,https://github.com/outr/mailgun4s,MIT,2016-08-18 01:03:36,2025-10-27 13:46:10,2025-10-27 13:46:01,112.0,,7.0,2.0,66.0,,7.0,17.0,,,,,,Mailgun API implementation in Scala.,6.0,6,True,3.0,,,,,,,,
388,mapperdao,kostaskougios/mapperdao,db-clients,,https://github.com/kostaskougios/mapperdao,https://github.com/kostaskougios/mapperdao,,2015-03-13 23:38:56,2018-05-14 17:34:31,2018-05-14 17:34:27,2004.0,,4.0,2.0,4.0,3.0,6.0,14.0,,,,,,A Scala ORM library.,10.0,6,False,3.0,,,,,,,,
389,fm-flatfile,frugalmechanic/fm-flatfile,csv-yaml,['scala3'],https://github.com/tpunder/fm-flatfile,https://github.com/tpunder/fm-flatfile,Apache-2.0,2014-04-23 20:49:52,2023-07-13 23:54:52,2023-07-13 23:54:43,110.0,,3.0,4.0,3.0,3.0,,11.0,,,,,,Scala Library for Reading Flat File Data (CSV/TSV/XLS/XLSX).,2.0,6,False,3.0,,,,,,,tpunder/fm-flatfile,
390,sclasner,xitrum-framework/sclasner,di,,https://github.com/xitrum-framework/sclasner,https://github.com/xitrum-framework/sclasner,MIT,2011-09-09 04:48:43,2025-07-05 20:55:51,2025-07-05 20:55:44,70.0,,,3.0,,,3.0,11.0,,,,,,Scala classpath scanner.,5.0,6,False,3.0,,,,,,,,
391,jefe,outr/jefe,http,,https://github.com/outr/jefe,https://github.com/outr/jefe,MIT,2016-03-23 13:45:36,2020-01-17 23:50:29,2020-01-17 23:49:36,203.0,,,2.0,1.0,8.0,13.0,8.0,,,,,,"Manages installation, updating, downloading, launching, error reporting, and more for your application.",,6,False,3.0,,,,,,,,
392,google-api-scala,eckerdcollege/google-api-scala,others,,https://github.com/eckerdcollege/google-api-scala,https://github.com/eckerdcollege/google-api-scala,Apache-2.0,2016-05-11 02:57:25,2018-02-13 23:18:23,,,,5.0,,,2.0,,18.0,,,,,,"This API is a wrapper for the google java libraries. Currently mapping Admin Directory, Drive, and Calendar.",1.0,5,False,3.0,,,,,,,,
393,wire-signals,wireapp/wire-signals,reactive,['scala3'],https://github.com/wireapp/wire-signals,https://github.com/wireapp/wire-signals,GPL-3.0,2019-01-25 09:51:56,2021-07-06 11:07:01,,,,5.0,,,7.0,,12.0,,,,,,A small and effective event-handling library for Scala.,2.0,5,False,3.0,,,,,,,,
394,service-chassis,allawala/service-chassis,others,,https://github.com/allawala/service-chassis,https://github.com/allawala/service-chassis,,2017-03-18 11:30:44,2025-11-05 02:31:15,2025-11-05 02:31:02,171.0,,2.0,1.0,4.0,1.0,83.0,7.0,,,,,,A scala chassis to get your applications and services bootstrapped quickly.,4.0,5,False,3.0,,,,,,,,
395,sevenz4s,gonearewe/sevenz4s,others,,https://github.com/gonearewe/SevenZ4S,https://github.com/gonearewe/SevenZ4S,LGPL-2.1,2021-01-11 08:15:26,2021-02-01 02:27:22,2021-02-01 02:27:22,19.0,,8.0,1.0,1.0,,,37.0,,,,,,"SevenZip library for Scala, easy to use.",1.0,4,False,3.0,,,,,,,,
396,veto,splink/veto,data,,https://github.com/splink/veto,https://github.com/splink/veto,Apache-2.0,2019-02-27 14:05:46,2020-01-21 23:32:27,2020-01-21 23:32:26,31.0,,1.0,1.0,1.0,,,6.0,,,,,,If you dont agree with the data.,2.0,4,False,3.0,,,,,,,,
397,scalajs-router,sake92/scalajs-router,env,['scalajs'],https://github.com/sake92/scalajs-router,https://github.com/sake92/scalajs-router,Apache-2.0,2020-09-09 19:32:07,2020-12-14 15:21:12,2020-12-14 15:21:06,18.0,,,2.0,,,,5.0,,,,,,ScalaJS frontend router.,,4,False,3.0,,,,,,,,
398,json,nestorpersist/json,json,,https://github.com/nestorpersist/json,https://github.com/nestorpersist/json,,2012-11-17 19:43:13,2018-03-09 04:32:45,2016-12-16 16:48:10,115.0,,8.0,5.0,10.0,,2.0,11.0,,,,,,"Persist-Json, a Fast Json Parser Written in Scala.",2.0,3,False,3.0,,,,,,,,
399,google4s,toknapp/google4s,others,,https://github.com/toknapp/google4s,https://github.com/toknapp/google4s,,2018-12-27 23:37:30,2019-01-22 12:00:59,2019-01-22 12:00:52,29.0,,,4.0,3.0,3.0,1.0,11.0,,,,,,"A lean, functional library for Google Cloud Services in Scala.",3.0,3,False,3.0,,,,,,,,
400,vecmatlib,hexagonnico/vecmatlib,sci,,,{},,,,,,,,,,,,,,,,,,,,0,False,,,,,,,,,
